reaction_id,family,source,smiles_r,smiles_p,delta_Ea,charge,multiplicity,n_heavy_atoms,quartile,path_r,path_p,path_ts
dipolar_003056,dipolar,stuyver,[CH3:18][O:19][C:20](=[O:21])[C:22]([C:23]([CH3:24])=[O:25])=[N+:26]([CH3:27])[C-:28]([CH3:29])[c:30]1[cH:31][cH:32][cH:33][cH:34][cH:35]1.[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]#[C:7][C:8]([Br:9])([C:10]([F:11])([F:12])[F:13])[CH2:14][CH2:15][CH2:16][CH2:17]1,[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]2=[C:7]([C:8]([Br:9])([C:10]([F:11])([F:12])[F:13])[CH2:14][CH2:15][CH2:16][CH2:17]1)[C:28]([CH3:29])([c:30]1[cH:31][cH:32][cH:33][cH:34][cH:35]1)[N:26]([CH3:27])[C:22]2([C:20]([O:19][CH3:18])=[O:21])[C:23]([CH3:24])=[O:25],34.1259717775844,0,1,35,3,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3056/r0_C14H17NO3.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3056/p0_BrC25F3H25N3O3.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3056/TS_ts_guess_BqnIqD_template_4-8_9-10.xyz
dipolar_003060,dipolar,stuyver,[CH3:19][NH:20][C:21](=[O:22])[c-:23]1[c:24](=[O:25])[o:26][c:27]([C:28]([CH3:29])=[O:30])[n+:31]1[CH3:32].[N:1]#[C:2][C:3]1([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[C:10]#[C:11][C:12]([Br:13])([Br:14])[CH2:15][CH2:16][CH2:17][CH2:18]1,[N:1]#[C:2][C:3]1([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[C:10]2=[C:11]([C:12]([Br:13])([Br:14])[CH2:15][CH2:16][CH2:17][CH2:18]1)[C:23]1([C:21]([NH:20][CH3:19])=[O:22])[C:24](=[O:25])[O:26][C:27]2([C:28]([CH3:29])=[O:30])[N:31]1[CH3:32],23.556219663963805,0,1,32,2,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3060/r0_C8H10N2O4.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3060/p0_Br2C23H23N3O4.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3060/TS_ts_guess_DkdwnQ_template_4-13_8-12.xyz
dipolar_003061,dipolar,stuyver,[CH3:19][NH:20][C:21](=[O:22])[c-:23]1[c:24](=[O:25])[o:26][c:27]([C:28]([CH3:29])=[O:30])[n+:31]1[CH3:32].[N:1]#[C:2][C:3]1([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[C:10]#[C:11][C:12]([Br:13])([Br:14])[CH2:15][CH2:16][CH2:17][CH2:18]1,[N:1]#[C:2][C:3]1([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[C:10]2=[C:11]([C:12]([Br:13])([Br:14])[CH2:15][CH2:16][CH2:17][CH2:18]1)[C:27]1([C:28]([CH3:29])=[O:30])[O:26][C:24](=[O:25])[C:23]2([C:21]([NH:20][CH3:19])=[O:22])[N:31]1[CH3:32],19.324404831800813,0,1,32,1,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3061/r0_C8H10N2O4.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3061/p0_Br2C23H23N3O4.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3061/TS_ts_guess_M_MfXc_template_4-13_8-12.xyz
dipolar_003064,dipolar,stuyver,[CH3:18][O:19][C:20](=[O:21])[C-:22]([c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1)[N+:29]([CH3:30])=[C:31]([C:32]([CH3:33])=[O:34])[c:35]1[cH:36][cH:37][cH:38][cH:39][cH:40]1.[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH:13]2[CH:14]=[CH:15][CH:16]1[O:17]2,[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH:13]2[CH:14]3[CH:15]([CH:16]1[O:17]2)[C:22]([C:20]([O:19][CH3:18])=[O:21])([c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1)[N:29]([CH3:30])[C:31]3([C:32]([CH3:33])=[O:34])[c:35]1[cH:36][cH:37][cH:38][cH:39][cH:40]1,29.59625912285646,0,1,40,3,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3064/r0_C14H12O3.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3064/p0_C33H31NO6.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3064/TS_ts_guess_8aQjRc_template_15-29_16-17.xyz
dipolar_003068,dipolar,stuyver,[CH3:23][O:24][C:25](=[O:26])[CH:27]=[O+:28][C-:29]([C:30](=[O:31])[O:32][CH3:33])[c:34]1[cH:35][cH:36][cH:37][cH:38][cH:39]1.[F:1][C:2]([F:3])([F:4])/[C:5](=[C:6](\[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)[C:13]([F:14])([F:15])[F:16])[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,[F:1][C:2]([F:3])([F:4])[C@@:5]1([c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[C@:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)([C:13]([F:14])([F:15])[F:16])[C:29]([C:30](=[O:31])[O:32][CH3:33])([c:34]2[cH:35][cH:36][cH:37][cH:38][cH:39]2)[O:28][CH:27]1[C:25]([O:24][CH3:23])=[O:26],22.17383221558891,0,1,39,2,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3068/r0_C12H12O5_alt.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3068/p0_C28F6H22O5.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3068/TS_ts_guess_bZZoP9_template_4-28_6-17.xyz
dipolar_003087,dipolar,stuyver,[Cl:1][C:2]1([Cl:3])[C:4]#[C:5][CH:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH2:13][CH2:14][CH2:15][CH2:16]1.[N:17]#[C:18][C-:19]([O+:20]=[C:21]([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)[c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1)[c:34]1[cH:35][cH:36][cH:37][cH:38][cH:39]1,[Cl:1][C:2]1([Cl:3])[C:4]2=[C:5]([CH:6]([c:7]3[cH:8][cH:9][cH:10][cH:11][cH:12]3)[CH2:13][CH2:14][CH2:15][CH2:16]1)[C:19]([C:18]#[N:17])([c:34]1[cH:35][cH:36][cH:37][cH:38][cH:39]1)[O:20][C:21]2([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)[c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1,14.451736082912324,0,1,39,1,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3087/r0_C14Cl2H14.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3087/p0_C35Cl2H29NO.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3087/TS_ts_guess_OguuPM_template_2-24_10-23.xyz
dipolar_003101,dipolar,stuyver,[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6]([F:7])([F:8])[F:9])[C:10]#[C:11][C:12]([C:13]([CH3:14])=[O:15])([C:16]([CH3:17])=[O:18])[CH2:19][CH2:20][CH2:21][CH2:22]1.[CH3:23][O:24][C:25](=[O:26])[c-:27]1[c:28](=[O:29])[o:30][c:31](-[c:32]2[cH:33][cH:34][cH:35][cH:36][cH:37]2)[n+:38]1[CH3:39],[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6]([F:7])([F:8])[F:9])[C:10]2=[C:11]([C:12]([C:13]([CH3:14])=[O:15])([C:16]([CH3:17])=[O:18])[CH2:19][CH2:20][CH2:21][CH2:22]1)[C:31]1([c:32]3[cH:33][cH:34][cH:35][cH:36][cH:37]3)[O:30][C:28](=[O:29])[C:27]2([C:25]([O:24][CH3:23])=[O:26])[N:38]1[CH3:39],26.45454436401757,0,1,39,2,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3101/r0_C15F3H17O4.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3101/p0_C27F3H28NO8.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3101/TS_ts_guess_Brcrw5_template_4-16_8-15.xyz
dipolar_003108,dipolar,stuyver,[CH3:27][C:28](=[O:29])[C:30]([CH3:31])=[O+:32][N-:33][c:34]1[cH:35][cH:36][cH:37][cH:38][cH:39]1.[F:1][C:2]([F:3])([F:4])[C:5]1([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[C:12]#[C:13][C:14]([C:15]([F:16])([F:17])[F:18])([C:19]([F:20])([F:21])[F:22])[CH2:23][CH2:24][CH2:25][CH2:26]1,[F:1][C:2]([F:3])([F:4])[C:5]1([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[C:12]2=[C:13]([C:14]([C:15]([F:16])([F:17])[F:18])([C:19]([F:20])([F:21])[F:22])[CH2:23][CH2:24][CH2:25][CH2:26]1)[C:30]([C:28]([CH3:27])=[O:29])([CH3:31])[O:32][N:33]2[c:34]1[cH:35][cH:36][cH:37][cH:38][cH:39]1,28.23754653358224,0,1,39,3,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3108/r0_C10H11NO2.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3108/p0_C27F9H24NO2.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3108/TS_ts_guess_rHdzkE_template_3-14_6-13.xyz
dipolar_003125,dipolar,stuyver,[CH3:1][C:2](=[O:3])[C:4]1([C:5]([F:6])([F:7])[F:8])[C:9]#[C:10][C:11]([c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)([c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[CH2:24][CH2:25][CH2:26][CH2:27]1.[CH3:28][C:29](=[O:30])[C-:31]([CH3:32])[N+:33]([CH3:34])=[CH:35][c:36]1[cH:37][cH:38][cH:39][cH:40][cH:41]1,[CH3:1][C:2](=[O:3])[C:4]1([C:5]([F:6])([F:7])[F:8])[C:9]2=[C:10]([C:11]([c:12]3[cH:13][cH:14][cH:15][cH:16][cH:17]3)([c:18]3[cH:19][cH:20][cH:21][cH:22][cH:23]3)[CH2:24][CH2:25][CH2:26][CH2:27]1)[C:31]([C:29]([CH3:28])=[O:30])([CH3:32])[N:33]([CH3:34])[CH:35]2[c:36]1[cH:37][cH:38][cH:39][cH:40][cH:41]1,18.817543879203416,0,1,41,1,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3125/r0_C23F3H21O.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3125/p0_C35F3H36NO2.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3125/TS_ts_guess_M9KcI__template_3-5_6-7.xyz
dipolar_003141,dipolar,stuyver,[CH3:23][O:24][C:25](=[O:26])[C-:27]([N+:28]#[C:29][c:30]1[cH:31][cH:32][cH:33][cH:34][cH:35]1)[c:36]1[cH:37][cH:38][cH:39][cH:40][cH:41]1.[N:1]#[C:2][C:3]1([C:4]([F:5])([F:6])[F:7])[C:8]#[C:9][C:10]([C:11]([F:12])([F:13])[F:14])([C:15]([F:16])([F:17])[F:18])[CH2:19][CH2:20][CH2:21][CH2:22]1,[N:1]#[C:2][C:3]1([C:4]([F:5])([F:6])[F:7])[C:8]2=[C:9]([C:10]([C:11]([F:12])([F:13])[F:14])([C:15]([F:16])([F:17])[F:18])[CH2:19][CH2:20][CH2:21][CH2:22]1)[C:27]([C:25]([O:24][CH3:23])=[O:26])([c:36]1[cH:37][cH:38][cH:39][cH:40][cH:41]1)[N:28]=[C:29]2[c:30]1[cH:31][cH:32][cH:33][cH:34][cH:35]1,19.86799400147804,0,1,41,2,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3141/r0_C16H13NO2.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3141/p0_C28F9H21N2O2.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3141/TS_ts_guess_AyFnVl_template_4-20_12-19.xyz
dipolar_003147,dipolar,stuyver,[CH3:13][C-:14]([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[N+:21]([CH3:22])=[C:23]([C:24]#[N:25])[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1.[F:1][C:2]1([Br:3])[C:4]#[C:5][C:6]([Br:7])([Br:8])[CH2:9][CH2:10][CH2:11][CH2:12]1,[F:1][C:2]1([Br:3])[C:4]2=[C:5]([C:6]([Br:7])([Br:8])[CH2:9][CH2:10][CH2:11][CH2:12]1)[C:23]([C:24]#[N:25])([c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1)[N:21]([CH3:22])[C:14]2([CH3:13])[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1,18.50541929003968,0,1,31,1,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3147/r0_C17H16N2.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3147/p0_Br3C25FH24N2.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3147/TS_YVZf9p_ll_ad_2-10_11-22.xyz
dipolar_003152,dipolar,stuyver,[CH3:24][NH:25][C:26](=[O:27])[C:28]([C:29](=[O:30])[NH:31][CH3:32])=[N+:33]([CH3:34])[N-:35][C:36](=[O:37])[O:38][CH3:39].[F:1][C:2]([F:3])([F:4])[C:5]1([C:6]([F:7])([F:8])[F:9])[C:10]#[C:11][C:12]([Cl:13])([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:20][CH2:21][CH2:22][CH2:23]1,[F:1][C:2]([F:3])([F:4])[C:5]1([C:6]([F:7])([F:8])[F:9])[C:10]2=[C:11]([C:12]([Cl:13])([c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)[CH2:20][CH2:21][CH2:22][CH2:23]1)[N:35]([C:36](=[O:37])[O:38][CH3:39])[N:33]([CH3:34])[C:28]2([C:26]([NH:25][CH3:24])=[O:27])[C:29](=[O:30])[NH:31][CH3:32],33.75006439080134,0,1,39,3,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3152/r0_C8H14N4O4.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3152/p0_C24ClF6H27N4O4.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3152/TS_ts_guess_lgDMO5_template_4-9_10-11.xyz
dipolar_003156,dipolar,stuyver,[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][CH3:9])[C:10]#[C:11][C:12]([Br:13])([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:20][CH2:21][CH2:22][CH2:23]1.[CH3:24][C:25]#[N+:26][C-:27]([c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1)[c:34]1[cH:35][cH:36][cH:37][cH:38][cH:39]1,[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][CH3:9])[C:10]2=[C:11]([C:12]([Br:13])([c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)[CH2:20][CH2:21][CH2:22][CH2:23]1)[C:27]([c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1)([c:34]1[cH:35][cH:36][cH:37][cH:38][cH:39]1)[N:26]=[C:25]2[CH3:24],5.762153375844543,0,1,39,0,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3156/r0_C15H13N.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3156/p0_BrC33H32NO4.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3156/TS_ts_guess_0Z3idQ_template_21-26_22-23.xyz
dipolar_003180,dipolar,stuyver,[CH3:1][C:2](=[O:3])[C:4]1([c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[C:11]#[C:12][C:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)([c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[CH2:26][CH2:27][CH2:28][CH2:29]1.[CH3:30][NH:31][C:32](=[O:33])[C:34](=[O+:35][C-:36]([CH3:37])[C:38](=[O:39])[NH:40][CH3:41])[C:42]([CH3:43])=[O:44],[CH3:1][C:2](=[O:3])[C:4]1([c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[C:11]2=[C:12]([C:13]([c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)([c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)[CH2:26][CH2:27][CH2:28][CH2:29]1)[C:34]([C:32]([NH:31][CH3:30])=[O:33])([C:42]([CH3:43])=[O:44])[O:35][C:36]2([CH3:37])[C:38](=[O:39])[NH:40][CH3:41],28.01701981135828,0,1,44,3,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3180/r0_C28H26O.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3180/p0_C37H40N2O5.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3180/TS_ts_guess_TbfdUO_template_4-16_7-15.xyz
dipolar_003184,dipolar,stuyver,[CH3:21][NH:22][C:23](=[O:24])[C:25]([C:26]#[N:27])=[N+:28]([CH3:29])[C-:30]([C:31]([CH3:32])=[O:33])[C:34]([CH3:35])=[O:36].[F:1][C:2]([F:3])([F:4])[C:5]1([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[C:12]#[C:13][C:14]([Br:15])([Br:16])[CH2:17][CH2:18][CH2:19][CH2:20]1,[F:1][C:2]([F:3])([F:4])[C:5]1([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[C:12]2=[C:13]([C:14]([Br:15])([Br:16])[CH2:17][CH2:18][CH2:19][CH2:20]1)[C:25]([C:23]([NH:22][CH3:21])=[O:24])([C:26]#[N:27])[N:28]([CH3:29])[C:30]2([C:31]([CH3:32])=[O:33])[C:34]([CH3:35])=[O:36],35.537397572968146,0,1,36,3,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3184/r0_C10H13N3O3_alt.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3184/p0_Br2C25F3H26N3O3.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3184/TS_ts_guess__vQEAN_template_4-7_8-9.xyz
dipolar_003190,dipolar,stuyver,[CH3:19][O:20][C:21](=[O:22])[C-:23]([N+:24]#[C:25][c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1)[c:32]1[cH:33][cH:34][cH:35][cH:36][cH:37]1.[F:1][C:2]([F:3])([F:4])[C:5]1([C:6]([F:7])([F:8])[F:9])[C:10]#[C:11][C:12]([Br:13])([Br:14])[CH2:15][CH2:16][CH2:17][CH2:18]1,[F:1][C:2]([F:3])([F:4])[C:5]1([C:6]([F:7])([F:8])[F:9])[C:10]2=[C:11]([C:12]([Br:13])([Br:14])[CH2:15][CH2:16][CH2:17][CH2:18]1)[C:25]([c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1)=[N:24][C:23]2([C:21]([O:20][CH3:19])=[O:22])[c:32]1[cH:33][cH:34][cH:35][cH:36][cH:37]1,16.815854558497474,0,1,37,1,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3190/r0_C16H13NO2.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3190/p0_Br2C26F6H21NO2.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3190/TS_ts_guess_l6jfxI_template_4-20_12-19.xyz
dipolar_003208,dipolar,stuyver,[CH3:1][O:2][C:3](=[O:4])[C:5]1([Cl:6])[C:7]#[C:8][C:9]([c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)([c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[CH2:22][CH2:23][CH2:24][CH2:25]1.[CH3:26][NH:27][C:28](=[O:29])[C-:30]([O+:31]=[C:32]([c:33]1[cH:34][cH:35][cH:36][cH:37][cH:38]1)[c:39]1[cH:40][cH:41][cH:42][cH:43][cH:44]1)[C:45](=[O:46])[O:47][CH3:48],[CH3:1][O:2][C:3](=[O:4])[C:5]1([Cl:6])[C:7]2=[C:8]([C:9]([c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)([c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[CH2:22][CH2:23][CH2:24][CH2:25]1)[C:30]([C:28]([NH:27][CH3:26])=[O:29])([C:45](=[O:46])[O:47][CH3:48])[O:31][C:32]2([c:33]1[cH:34][cH:35][cH:36][cH:37][cH:38]1)[c:39]1[cH:40][cH:41][cH:42][cH:43][cH:44]1,22.002316463977607,0,1,48,2,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3208/r0_C18H17NO4_alt.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3208/p0_C40ClH38NO6.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3208/TS_ts_guess_ThrHJH_template_4-24_10-23.xyz
dipolar_003209,dipolar,stuyver,[CH3:1][O:2][C:3]1([C:4]([F:5])([F:6])[F:7])[C:8]#[C:9][C:10]([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)([c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[CH2:23][CH2:24][CH2:25][CH2:26]1.[CH3:27][O:28][C:29](=[O:30])[C-:31]([C:32]([CH3:33])=[O:34])[N+:35]([CH3:36])=[C:37]([c:38]1[cH:39][cH:40][cH:41][cH:42][cH:43]1)[c:44]1[cH:45][cH:46][cH:47][cH:48][cH:49]1,[CH3:1][O:2][C:3]1([C:4]([F:5])([F:6])[F:7])[C:8]2=[C:9]([C:10]([c:11]3[cH:12][cH:13][cH:14][cH:15][cH:16]3)([c:17]3[cH:18][cH:19][cH:20][cH:21][cH:22]3)[CH2:23][CH2:24][CH2:25][CH2:26]1)[C:37]([c:38]1[cH:39][cH:40][cH:41][cH:42][cH:43]1)([c:44]1[cH:45][cH:46][cH:47][cH:48][cH:49]1)[N:35]([CH3:36])[C:31]2([C:29]([O:28][CH3:27])=[O:30])[C:32]([CH3:33])=[O:34],53.75049994082022,0,1,49,3,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3209/r0_C19H19NO3_alt.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3209/p0_C41F3H40NO4.xyz,/gpfs/home1/yeseo1ee/projects/eda-asm-prediction/data/raw/dipolar_cycloaddition/extracted/full_dataset_profiles/3209/TS_ts_guess_gswawe_template_4-8_9-34.xyz
