reaction_id,source,n_atoms_max,n_heavy_atoms,atomic_numbers,n_snapshots,frame_index_first,frame_index_last,ts_frame_idx,ts_position_in_sorted,energy_R,energy_TS,energy_P,activation_energy,ea_relative_to_P,total_charge,formula,source_db_idx,short_traj,interior_ts
T1x_C5H9NO_rxn08074,T1x,16,7,[6 6 7 6 8 6 6 1 1 1 1 1 1 1 1 1],1242,0,1241,6,6,-1630.8342719221444,-1626.5539972857018,-1628.9940155208164,4.2802746364425275,2.4400182351146213,0.0,C5H9NO,5,False,True
T1x_C5H9NO_rxn08094,T1x,16,7,[6 6 8 6 6 6 7 1 1 1 1 1 1 1 1 1],394,0,393,5,5,-1630.4416434363857,-1626.3029642543233,-1629.8287278902733,4.138679182062333,3.525763635949943,0.0,C5H9NO,5,False,True
T1x_C6H10_rxn08256,T1x,16,6,[6 6 6 6 6 6 1 1 1 1 1 1 1 1 1 1],1626,0,1625,6,6,-1094.0715735575325,-1087.1453234765831,-1091.1071186197785,6.92625008094933,3.9617951431953315,0.0,C6H10,5,False,True
T1x_C6H10O_rxn08292,T1x,17,7,[6 6 8 6 6 6 6 1 1 1 1 1 1 1 1 1 1],1226,0,1225,39,39,-1530.380305107526,-1526.2105015572586,-1529.2863873500382,4.169803550267488,3.0758857927796726,0.0,C6H10O,5,False,True
T1x_C6H10O_rxn08322,T1x,17,7,[6 6 6 6 6 6 8 1 1 1 1 1 1 1 1 1 1],1778,0,1777,4,4,-1530.873479018456,-1527.71146892485,-1529.4487815356472,3.1620100936061135,1.7373126107972894,0.0,C6H10O,5,False,True
T1x_C6H10O_rxn08351,T1x,17,7,[8 6 6 6 6 6 6 1 1 1 1 1 1 1 1 1 1],3394,0,3393,7,7,-1530.8970271375429,-1518.1644348017012,-1529.5767510513085,12.732592335841673,11.41231624960733,0.0,C6H10O,5,False,True
T1x_C6H10O_rxn08458,T1x,17,7,[6 6 6 6 6 6 8 1 1 1 1 1 1 1 1 1 1],1330,0,1329,5,5,-1530.2155676874247,-1526.6400715774341,-1530.4999802113596,3.5754961099905813,3.8599086339254427,0.0,C6H10O,5,False,True
T1x_C6H10O_rxn08544,T1x,17,7,[6 6 8 6 6 6 6 1 1 1 1 1 1 1 1 1 1],674,0,673,4,4,-1530.380305107526,-1521.671645158568,-1527.2264117510435,8.70865994895803,5.5547665924755165,0.0,C6H10O,5,False,True
T1x_C6H12_rxn08618,T1x,18,6,[6 6 6 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1],322,0,321,5,5,-1126.7759203001976,-1120.5856196231437,-1126.7094775520718,6.190300677053983,6.123857928928146,0.0,C6H12,5,False,True
T1x_C6H12_rxn08626,T1x,18,6,[6 6 6 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1],570,0,569,6,6,-1126.8678647373313,-1122.0606328699305,-1126.9868881766608,4.8072318674007875,4.926255306730354,0.0,C6H12,5,False,True
T1x_C6H12_rxn08641,T1x,18,6,[6 6 6 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1],378,0,377,5,5,-1126.8829452504856,-1123.1115061295482,-1123.8381253140024,3.77143912093743,0.7266191844541936,0.0,C6H12,5,False,True
T1x_C6H12_rxn08646,T1x,18,6,[6 6 6 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1],506,0,505,6,6,-1126.7558980112017,-1122.3090950052588,-1126.8327729867588,4.446803005942911,4.523677981499986,0.0,C6H12,5,False,True
T1x_C6H12O_rxn08696,T1x,19,7,[6 6 8 6 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1],1050,0,1049,38,38,-1563.6655128093435,-1560.0669669475492,-1562.6880985517753,3.598545861794264,2.6211316042260933,0.0,C6H12O,5,False,True
T1x_C6H12O_rxn08705,T1x,19,7,[6 6 8 6 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1],554,0,553,5,5,-1563.6655128093435,-1557.620990753641,-1563.4646009191713,6.044522055702373,5.843610165530208,0.0,C6H12O,5,False,True
T1x_C6H12O_rxn08764,T1x,19,7,[6 6 8 6 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1],346,0,345,5,5,-1563.2385235246652,-1557.4429329941147,-1563.2701546553285,5.795590530550498,5.827221661213798,0.0,C6H12O,5,False,True
T1x_C6H12O_rxn08787,T1x,19,7,[6 6 6 6 6 6 8 1 1 1 1 1 1 1 1 1 1 1 1],938,0,937,5,5,-1563.5707469330644,-1557.532993873693,-1563.536028918253,6.0377530593714255,6.003035044559965,0.0,C6H12O,5,False,True
T1x_C6H12O_rxn08795,T1x,19,7,[6 6 6 6 6 6 8 1 1 1 1 1 1 1 1 1 1 1 1],3082,0,3081,6,6,-1564.2960118513815,-1559.6131261442156,-1562.785351007094,4.682885707165951,3.1722248628784655,0.0,C6H12O,5,False,True
T1x_C6H12O_rxn08823,T1x,19,7,[6 6 6 6 6 6 8 1 1 1 1 1 1 1 1 1 1 1 1],346,0,345,5,5,-1563.4925059790182,-1560.6900733959362,-1561.9623397033724,2.802432583082009,1.2722663074362117,0.0,C6H12O,5,False,True
T1x_C6H12O_rxn08867,T1x,19,7,[6 6 8 6 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1],2450,0,2449,3,3,-1564.6384311975496,-1555.3347267849854,-1562.8651184844675,9.30370441256423,7.530391699482152,0.0,C6H12O,5,False,True
T1x_C6H13N_rxn08886,T1x,20,7,[6 6 7 6 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1 1],1434,0,1433,6,6,-1413.935446526632,-1409.561873572014,-1414.2438714080083,4.3735729546178845,4.6819978359942525,0.0,C6H13N,5,False,True
T1x_C6H5N_rxn08951,T1x,12,7,[6 6 6 7 6 6 6 1 1 1 1 1],418,0,417,8,8,-1277.1300846790207,-1274.6079022872998,-1275.3178599412345,2.5221823917208894,0.7099576539346799,0.0,C6H5N,5,False,True
T1x_C6H6O_rxn08984,T1x,13,7,[6 6 6 6 6 8 6 1 1 1 1 1 1],378,0,377,5,5,-1460.7716932883495,-1457.5393439775573,-1457.7259312606473,3.2323493107921877,0.18658728308992067,0.0,C6H6O,5,False,True
T1x_C6H6O_rxn09014,T1x,13,7,[8 6 6 6 6 6 6 1 1 1 1 1 1],170,0,169,5,5,-1461.0125926877338,-1456.8412951546577,-1458.1844767641321,4.1712975330760855,1.3431816094744136,0.0,C6H6O,5,False,True
T1x_C6H8O_rxn09259,T1x,15,7,[8 6 6 6 6 6 6 1 1 1 1 1 1 1 1],522,0,521,3,3,-1497.926754324141,-1492.584350108831,-1493.6536427859348,5.342404215310125,1.069292677103931,0.0,C6H8O,5,False,True
T1x_C6H8O_rxn09266,T1x,15,7,[6 6 8 6 6 6 6 1 1 1 1 1 1 1 1],410,0,409,6,6,-1495.1251502294763,-1491.7160255732222,-1493.3992421336134,3.4091246562541073,1.6832165603912017,0.0,C6H8O,5,False,True
T1x_C6H8O_rxn09297,T1x,15,7,[6 6 6 6 6 6 8 1 1 1 1 1 1 1 1],2762,0,2761,774,774,-1495.9481028448504,-1491.442537774043,-1493.569267201647,4.505565070807279,2.1267294276040047,0.0,C6H8O,5,False,True
T1x_C6H8O_rxn09375,T1x,15,7,[6 6 6 8 6 6 6 1 1 1 1 1 1 1 1],578,0,577,5,5,-1496.317024912114,-1490.458971171866,-1492.7870009340827,5.858053740247897,2.3280297622166017,0.0,C6H8O,5,False,True
T1x_C6H9N_rxn09462,T1x,16,7,[6 6 6 6 6 6 7 1 1 1 1 1 1 1 1 1],570,0,569,7,7,-1348.673699905987,-1342.1673486559484,-1345.09039522069,6.506351250038506,2.923046564741526,0.0,C6H9N,5,False,True
T1x_C6H9N_rxn09482,T1x,16,7,[6 6 6 6 7 6 6 1 1 1 1 1 1 1 1 1],698,0,697,5,5,-1345.5631938514086,-1341.2461353839465,-1346.1391983968917,4.317058467462175,4.893063012945277,0.0,C6H9N,5,False,True
T1x_C7H10_rxn09639,T1x,17,7,[6 6 6 6 6 6 6 1 1 1 1 1 1 1 1 1 1],858,0,857,6,6,-1246.4069052277691,-1241.6507653237447,-1246.4816911428802,4.756139904024394,4.830925819135473,0.0,C7H10,5,False,True
T1x_C7H10_rxn09676,T1x,17,7,[6 6 6 6 6 6 6 1 1 1 1 1 1 1 1 1 1],610,0,609,6,6,-1247.8966477290985,-1244.5571613339782,-1245.4720669536919,3.339486395120275,0.914905619713636,0.0,C7H10,5,False,True
T1x_C7H10_rxn09691,T1x,17,7,[6 6 6 6 6 6 6 1 1 1 1 1 1 1 1 1 1],3674,0,3673,7,7,-1247.2336429958655,-1235.6025556633772,-1242.35377301608,11.631087332488278,6.751217352702724,0.0,C7H10,5,False,True
T1x_C7H12_rxn09724,T1x,19,7,[6 6 6 6 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1],690,0,689,6,6,-1281.6461342974073,-1275.3742973059343,-1278.6508878184277,6.271836991473037,3.276590512493385,0.0,C7H12,5,False,True
T1x_C7H12_rxn09748,T1x,19,7,[6 6 6 6 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1],994,0,993,5,5,-1280.681246940772,-1274.7844237655509,-1280.5586235655774,5.896823175221243,5.7741998000265085,0.0,C7H12,5,False,True
T1x_C7H8_rxn09794,T1x,15,7,[6 6 6 6 6 6 6 1 1 1 1 1 1 1 1],1922,0,1921,8,8,-1212.1042657278965,-1208.2396542047377,-1210.1591923958451,3.8646115231588283,1.9195381911074492,0.0,C7H8,5,False,True
T1x_C7H8_rxn09797,T1x,15,7,[6 6 6 6 6 6 6 1 1 1 1 1 1 1 1],1258,0,1257,6,6,-1212.1042657278965,-1207.8102918790307,-1210.3546472229073,4.2939738488657895,2.544355343876532,0.0,C7H8,5,False,True
Halogen_BrC4H3O_rxn10030,Halo_Br,9,6,[35  6  6  8  6  6  1  1  1],210,0,209,166,166,-1469.3205492196143,-1460.0164418791046,-1467.2646149005127,9.304107340509745,7.248173021408093,0.0,C4H3BrO,6,False,True
Halogen_BrC4H3O_rxn10031,Halo_Br,9,6,[35  6  6  8  6  6  1  1  1],930,0,929,4,4,-1469.320547431282,-1459.3787806895693,-1462.2099697347253,9.941766741712627,2.831189045155952,0.0,C4H3BrO,6,False,True
Halogen_BrC4H3S_rxn10032,Halo_Br,9,6,[35  6  6 16  6  6  1  1  1],1138,0,1137,4,4,-1310.9659388427365,-1304.186442682371,-1306.9730377700978,6.779496160365397,2.7865950877267096,0.0,C4H3BrS,6,False,True
Halogen_BrC4H3S_rxn10033,Halo_Br,9,6,[35  6  6 16  6  6  1  1  1],394,0,393,6,6,-1310.9659386492635,-1306.5313281441838,-1308.5842427272871,4.434610505079718,2.052914583103302,0.0,C4H3BrS,6,False,True
Halogen_BrC4H4N_rxn10034,Halo_Br,10,6,[35  6  6  7  6  6  1  1  1  1],938,0,937,3,3,-1320.4601153700387,-1309.25581928119,-1317.2252598682535,11.20429608884865,7.9694405870634455,0.0,C4H4BrN,6,False,True
Halogen_BrC4H4N_rxn10035,Halo_Br,10,6,[35  6  6  7  6  6  1  1  1  1],426,0,425,6,6,-1320.4601153993456,-1317.4100214072078,-1318.2636883189004,3.0500939921378176,0.8536669116926987,0.0,C4H4BrN,6,False,True
Halogen_BrC4H4N_rxn10036,Halo_Br,10,6,[35  6  6  7  6  6  1  1  1  1],634,0,633,6,6,-1320.4601156686838,-1314.8287856081358,-1318.1059062741037,5.631330060547953,3.2771206659679137,0.0,C4H4BrN,6,False,True
Halogen_BrC4H4N_rxn10038,Halo_Br,10,6,[35  6  6  7  6  6  1  1  1  1],954,0,953,28,28,-1320.4601158299386,-1310.8775702896778,-1318.133957137183,9.582545540260753,7.256386847505155,0.0,C4H4BrN,6,False,True
Halogen_BrC4H4N_rxn10039,Halo_Br,10,6,[35  6  6  7  6  6  1  1  1  1],1146,0,1145,3,3,-1320.4601156686838,-1311.6245412565495,-1318.713538619386,8.835574412134292,7.088997362836608,0.0,C4H4BrN,6,False,True
Halogen_BrC4H4N_rxn10040,Halo_Br,10,6,[35  6  6  7  6  6  1  1  1  1],818,0,817,3,3,-1320.4601153720525,-1311.5974757985216,-1314.9641260109524,8.862639573530942,3.366650212430841,0.0,C4H4BrN,6,False,True
Halogen_BrC4H4NO_rxn10041,Halo_Br,11,7,[35  6  6  8  6  6  7  1  1  1  1],1666,0,1665,5,5,-1757.0090079626207,-1748.6200060542428,-1756.3948716968875,8.38900190837785,7.774865642644727,0.0,C4H4BrNO,6,False,True
Halogen_BrC4H4NO_rxn10042,Halo_Br,11,7,[35  6  6  8  6  6  7  1  1  1  1],2850,0,2849,4,4,-1757.0090079114907,-1750.7230701701235,-1753.738008597914,6.285937741367206,3.014938427790412,0.0,C4H4BrNO,6,False,True
Halogen_BrC4H4NO_rxn10051,Halo_Br,11,7,[35  6  6  8  6  6  7  1  1  1  1],1586,0,1585,5,5,-1756.8485132422074,-1751.0828436877441,-1755.5457203353826,5.765669554463329,4.462876647638495,0.0,C4H4BrNO,6,False,True
Halogen_BrC4H4NO_rxn10053,Halo_Br,11,7,[35  6  6  8  6  6  7  1  1  1  1],730,0,729,4,4,-1756.8485132758133,-1752.5014021457548,-1756.5368143501585,4.347111130058465,4.035412204403656,0.0,C4H4BrNO,6,False,True
Halogen_BrC4H4NO_rxn10056,Halo_Br,11,7,[35  6  6  8  6  6  7  1  1  1  1],354,0,353,349,349,-1756.8485132438675,-1750.7499781811669,-1752.443581424313,6.098535062700648,1.6936032431460717,0.0,C4H4BrNO,6,False,True
Halogen_BrC4H4NO_rxn10065,Halo_Br,11,7,[35  6  6  6  8  6  7  1  1  1  1],618,0,617,6,6,-1757.0445338672926,-1751.857941338331,-1756.457590281198,5.186592528961455,4.5996489428669065,0.0,C4H4BrNO,6,False,True
Halogen_BrC4H4NO_rxn10075,Halo_Br,11,7,[35  6  6  7  6  6  8  1  1  1  1],194,0,193,4,4,-1757.147278889152,-1752.151321403783,-1755.3283836739392,4.99595748536899,3.1770622701562843,0.0,C4H4BrNO,6,False,True
Halogen_BrC4H4NO_rxn10080,Halo_Br,11,7,[35  6  6  7  6  6  8  1  1  1  1],1098,0,1097,3,3,-1757.1362705303102,-1750.5539359287716,-1753.3975010982851,6.582334601538605,2.8435651695135675,0.0,C4H4BrNO,6,False,True
Halogen_BrC4H4NO_rxn10082,Halo_Br,11,7,[35  6  6  7  6  6  8  1  1  1  1],1546,0,1545,3,3,-1757.1362705377385,-1746.9727669254876,-1753.4129451094605,10.163503612250906,6.440178183972876,0.0,C4H4BrNO,6,False,True
Halogen_BrC4H4NO_rxn10084,Halo_Br,11,7,[35  6  6  6  7  6  8  1  1  1  1],1546,0,1545,6,6,-1757.1111109664669,-1753.8650546566316,-1755.9131664097201,3.2460563098352395,2.048111753088506,0.0,C4H4BrNO,6,False,True
Halogen_BrC4H4NO_rxn10088,Halo_Br,11,7,[35  6  6  6  7  6  8  1  1  1  1],1362,0,1361,6,6,-1757.111111298364,-1744.9962242907357,-1749.5419778385688,12.11488700762834,4.545753547833101,0.0,C4H4BrNO,6,False,True
Halogen_BrC4H4NO_rxn10091,Halo_Br,11,7,[35  6  6  6  7  6  8  1  1  1  1],2066,0,2065,4,4,-1757.1111110263048,-1748.457996226659,-1750.838146715926,8.653114799645891,2.38015048926718,0.0,C4H4BrNO,6,False,True
Halogen_BrC4H4NO_rxn10093,Halo_Br,11,7,[35  6  6  6  7  6  8  1  1  1  1],770,0,769,3,3,-1757.1111110055967,-1747.2468830366856,-1753.1958174130943,9.86422796891111,5.948934376408715,0.0,C4H4BrNO,6,False,True
Halogen_BrC4H4NS_rxn10103,Halo_Br,11,7,[35  6  6 16  7  6  6  1  1  1  1],346,0,345,4,4,-1598.5480057876448,-1592.3306552920892,-1594.7765812242544,6.217350495555593,2.44592593216521,0.0,C4H4BrNS,6,False,True
Halogen_BrC4H4NS_rxn10110,Halo_Br,11,7,[35  6  6 16  6  6  7  1  1  1  1],1490,0,1489,7,7,-1598.4676302882049,-1592.579424625435,-1596.2222575591095,5.888205662769906,3.6428329336745264,0.0,C4H4BrNS,6,False,True
Halogen_BrC4H4NS_rxn10113,Halo_Br,11,7,[35  6  6 16  6  6  7  1  1  1  1],914,0,913,7,7,-1598.4676312204126,-1591.6966758993024,-1593.3489446527572,6.77095532111025,1.6522687534547913,0.0,C4H4BrNS,6,False,True
Halogen_BrC4H4NS_rxn10115,Halo_Br,11,7,[35  6  6 16  6  6  7  1  1  1  1],1746,0,1745,4,4,-1598.5675254212786,-1593.5738176827736,-1596.2115364802578,4.993707738505009,2.63771879748424,0.0,C4H4BrNS,6,False,True
Halogen_BrC4H4NS_rxn10117,Halo_Br,11,7,[35  6  6 16  6  6  7  1  1  1  1],1362,0,1361,4,4,-1598.5675254212786,-1593.575540394942,-1596.2685161044787,4.991985026336579,2.6929757095367677,0.0,C4H4BrNS,6,False,True
Halogen_BrC4H4NS_rxn10121,Halo_Br,11,7,[35  6  6 16  6  6  7  1  1  1  1],1890,0,1889,6,6,-1598.5675254268567,-1589.3353875227851,-1593.949692426843,9.232137904071578,4.614304904057917,0.0,C4H4BrNS,6,False,True
Halogen_BrC4H4NS_rxn10125,Halo_Br,11,7,[35  6  6  6 16  6  7  1  1  1  1],1250,0,1249,6,6,-1598.5222967677125,-1594.1244642749602,-1596.4069869660427,4.397832492752286,2.2825226910824767,0.0,C4H4BrNS,6,False,True
Halogen_BrC4H5N2_rxn10136,Halo_Br,12,7,[35  6  6  7  6  6  7  1  1  1  1  1],234,0,233,4,4,-1607.9759131233543,-1602.8251834425284,-1605.5977880819862,5.150729680825862,2.772604639457768,0.0,C4H5BrN2,6,False,True
Halogen_BrC4H5N2_rxn10147,Halo_Br,12,7,[35  6  6  7  6  6  7  1  1  1  1  1],1138,0,1137,3,3,-1607.948995320756,-1596.638551159037,-1601.8344979491344,11.310444161719033,5.195946790097423,0.0,C4H5BrN2,6,False,True
Halogen_BrC4H5N2_rxn10151,Halo_Br,12,7,[35  6  6  7  6  6  7  1  1  1  1  1],1810,0,1809,6,6,-1607.9489957546689,-1602.27681832141,-1605.244557432092,5.672177433258867,2.9677391106820323,0.0,C4H5BrN2,6,False,True
Halogen_BrC4H5N2_rxn10155,Halo_Br,12,7,[35  6  6  6  7  6  7  1  1  1  1  1],690,0,689,182,182,-1608.0312654294378,-1604.4546104401502,-1605.826063079402,3.57665498928759,1.3714526392518565,0.0,C4H5BrN2,6,False,True
Halogen_BrC4H5N2_rxn10156,Halo_Br,12,7,[35  6  6  6  7  6  7  1  1  1  1  1],1514,0,1513,3,3,-1608.0312653754504,-1597.592647083279,-1603.5030911294248,10.43861829217144,5.9104440461458125,0.0,C4H5BrN2,6,False,True
Halogen_BrC5H5O_rxn11015,Halo_Br,12,7,[35  6  6  6  8  6  6  1  1  1  1  1],962,0,961,4,4,-1657.563759218118,-1651.1701883845847,-1656.6391934207174,6.393570833533431,5.469005036132785,0.0,C5H5BrO,6,False,True
Halogen_BrC5H5O_rxn11020,Halo_Br,12,7,[35  6  6  6  8  6  6  1  1  1  1  1],1026,0,1025,3,3,-1657.563759968826,-1649.3028537954704,-1652.3551065717616,8.260906173355579,3.0522527762911977,0.0,C5H5BrO,6,False,True
Halogen_BrC5H5O_rxn11021,Halo_Br,12,7,[35  6  6  6  8  6  6  1  1  1  1  1],570,0,569,4,4,-1657.5637600449636,-1653.009432231354,-1656.5972267013024,4.554327813609689,3.5877944699484488,0.0,C5H5BrO,6,False,True
Halogen_BrC5H5S_rxn11028,Halo_Br,12,7,[35  6  6 16  6  6  6  1  1  1  1  1],570,0,569,3,3,-1499.1235594443979,-1494.0151070710533,-1497.3998977726715,5.108452373344562,3.384790701618158,0.0,C5H5BrS,6,False,True
Halogen_BrC5H5S_rxn11029,Halo_Br,12,7,[35  6  6 16  6  6  6  1  1  1  1  1],610,0,609,4,4,-1499.1235595175692,-1492.1917138063293,-1496.3983194515179,6.93184571123993,4.206605645188574,0.0,C5H5BrS,6,False,True
Halogen_BrC5H5S_rxn11030,Halo_Br,12,7,[35  6  6 16  6  6  6  1  1  1  1  1],490,0,489,3,3,-1499.123559186434,-1491.8533506057706,-1492.3358269809223,7.270208580663393,0.4824763751516912,0.0,C5H5BrS,6,False,True
Halogen_BrC5H6N_rxn11040,Halo_Br,13,7,[35  6  6  7  6  6  6  1  1  1  1  1  1],850,0,849,3,3,-1508.5946685118422,-1497.3849680608278,-1505.3324706838225,11.209700451014442,7.947502622994762,0.0,C5H6BrN,6,False,True
Halogen_BrC5H6N_rxn11045,Halo_Br,13,7,[35  6  6  7  6  6  6  1  1  1  1  1  1],2154,0,2153,3,3,-1508.5946681122703,-1497.9759977990168,-1506.3123195887524,10.61867031325346,8.33632178973562,0.0,C5H6BrN,6,False,True
Halogen_BrC5H6N_rxn11047,Halo_Br,13,7,[35  6  6  6  7  6  6  1  1  1  1  1  1],730,0,729,6,6,-1508.633851963428,-1502.7351224100946,-1506.2513744046194,5.898729553333396,3.516251994524737,0.0,C5H6BrN,6,False,True
Halogen_BrC5H6N_rxn11049,Halo_Br,13,7,[35  6  6  6  7  6  6  1  1  1  1  1  1],370,0,369,6,6,-1508.63385218667,-1504.5234464096402,-1505.1886963261973,4.110405777029882,0.6652499165570589,0.0,C5H6BrN,6,False,True
Halogen_BrC5H4NO_rxn10739,Halo_Br,12,8,[ 6  6  6  7  8  6  6 35  1  1  1  1],1690,0,1689,6,6,-1910.1354192705517,-1903.5818158948941,-1907.0811988473456,6.553603375657531,3.4993829524514695,0.0,C5H4BrNO,6,False,True
Halogen_BrC6H3S_rxn11952,Halo_Br,11,8,[ 6  6  6  6  6 35  6 16  1  1  1],1530,0,1529,6,6,-1618.669744720843,-1613.6241682191985,-1616.257069104866,5.045576501644518,2.6329008856675955,0.0,C6H3BrS,6,False,True
Halogen_BrC4H5N2O_rxn10243,Halo_Br,13,8,[ 6  7  6  7  8  6  6 35  1  1  1  1  1],842,0,841,7,7,-2043.2830611780582,-2036.9086038383714,-2040.8534205790552,6.374457339686842,3.944816740683791,0.0,C4H5BrN2O,6,False,True
Halogen_BrC5H6NO_rxn11208,Halo_Br,14,8,[ 6  7  6  6  8  6 35  6  1  1  1  1  1  1],546,0,545,526,526,-1944.9572490310882,-1940.581767431405,-1942.5550609660932,4.3754815996830985,1.9732935346880822,0.0,C5H6BrNO,6,False,True
Halogen_BrC5H6NO_rxn11224,Halo_Br,14,8,[ 6  7  6  6  6 35  6  8  1  1  1  1  1  1],1266,0,1265,3,3,-1944.7639325494895,-1938.6221020341975,-1942.2901395748854,6.141830515291986,3.6680375406879193,0.0,C5H6BrNO,6,False,True
Halogen_BrC5H5N2_rxn10897,Halo_Br,13,8,[ 6  6  6  7  7  6  6 35  1  1  1  1  1],378,0,377,4,4,-1761.837481798184,-1756.2316891341045,-1758.3636284508193,5.605792664079445,2.1319393167148064,0.0,C5H5BrN2,6,False,True
Halogen_BrC6H4N_rxn11968,Halo_Br,12,8,[ 6  6  6  6  6 35  6  7  1  1  1  1],2634,0,2633,6,6,-1628.2414655547634,-1621.9607736137,-1626.215699306808,6.280691941063424,4.254925693107907,0.0,C6H4BrN,6,False,True
Halogen_BrC4H5N2O_rxn10488,Halo_Br,13,8,[ 7  7  6  6  6 35  6  8  1  1  1  1  1],946,0,945,3,3,-2043.8737848547405,-2036.1431778322683,-2040.3904154833124,7.730607022472213,4.247237651044088,0.0,C4H5BrN2O,6,False,True
Halogen_BrC5H4NO_rxn10768,Halo_Br,12,8,[ 8  6  6  7  6  6 35  6  1  1  1  1],314,0,313,22,22,-1912.291262133369,-1908.8820393846668,-1911.5250946659498,3.4092227487021773,2.6430552812830683,0.0,C5H4BrNO,6,False,True
Halogen_BrC5H6NS_rxn11494,Halo_Br,14,8,[ 6  6  6  7 16  6  6 35  1  1  1  1  1  1],786,0,785,7,7,-1786.540562420137,-1780.351541355055,-1782.8474838830703,6.189021065081988,2.495942528015348,0.0,C5H6BrNS,6,False,True
Halogen_BrC5H6NS_rxn11501,Halo_Br,14,8,[ 6  6  6  7 16  6  6 35  1  1  1  1  1  1],642,0,641,6,6,-1786.5405621763227,-1779.7254005779648,-1784.710127810306,6.815161598357918,4.984727232341129,0.0,C5H6BrNS,6,False,True
Halogen_BrC4H5N2S_rxn10522,Halo_Br,13,8,[ 6  6  7 16  6  7  6 35  1  1  1  1  1],1794,0,1793,7,7,-1885.3302531155782,-1878.0375509161395,-1883.486410181816,7.292702199438736,5.448859265676447,0.0,C4H5BrN2S,6,False,True
Halogen_BrC4H5N2O_rxn10464,Halo_Br,13,8,[ 7  6  6  8  7  6  6 35  1  1  1  1  1],514,0,513,3,3,-2043.4108201114968,-2038.7009442197182,-2040.4072950834307,4.709875891778665,1.706350863712487,0.0,C4H5BrN2O,6,False,True
Halogen_BrC5H6NO_rxn11328,Halo_Br,14,8,[ 7  6  6  6  8  6  6 35  1  1  1  1  1  1],1058,0,1057,3,3,-1944.7948939403498,-1935.1835754186084,-1942.5523134933997,9.611318521741396,7.368738074791281,0.0,C5H6BrNO,6,False,True
Halogen_BrC5H6NS_rxn11567,Halo_Br,14,8,[ 7  6  6  6 16  6  6 35  1  1  1  1  1  1],1138,0,1137,4,4,-1786.44103620298,-1781.1030042572843,-1783.0202897584256,5.338031945695775,1.9172855011413503,0.0,C5H6BrNS,6,False,True
Halogen_BrC5H6NS_rxn11583,Halo_Br,14,8,[ 7  6  6  6 16  6  6 35  1  1  1  1  1  1],1506,0,1505,3,3,-1786.4410355734722,-1772.6807978359027,-1782.2614730036405,13.760237737569469,9.580675167737809,0.0,C5H6BrNS,6,False,True
Halogen_BrC5H6NO_rxn11106,Halo_Br,14,8,[ 6  6  8  6  6 35  6  7  1  1  1  1  1  1],362,0,361,6,6,-1945.0480501907364,-1940.7137315508062,-1943.5362082097074,4.3343186399301885,2.8224766589012233,0.0,C5H6BrNO,6,False,True
Halogen_BrC5H6NS_rxn11470,Halo_Br,14,8,[ 6  6 16  6  6  7  6 35  1  1  1  1  1  1],1266,0,1265,3,3,-1786.7308680352612,-1778.729038924877,-1782.892493549252,8.001829110384278,4.163454624375163,0.0,C5H6BrNS,6,False,True
Halogen_BrC4H5N2O_rxn10331,Halo_Br,13,8,[ 7  6  6  7  6  8  6 35  1  1  1  1  1],610,0,609,3,3,-2044.6265124031695,-2038.5402195403442,-2040.117811863944,6.086292862825303,1.5775923235999016,0.0,C4H5BrN2O,6,False,True
Halogen_BrC4H3N2O_rxn10012,Halo_Br,11,8,[ 8  6  7  6  6 35  6  7  1  1  1],898,0,897,4,4,-2012.0333931925982,-2004.4898551025578,-2010.6414945371098,7.543538090040329,6.151639434551953,0.0,C4H3BrN2O,6,False,True
Halogen_BrC5H5N2_rxn11008,Halo_Br,13,8,[ 6  6  6  7  7  6  6 35  1  1  1  1  1],3690,0,3689,3,3,-1761.920827928744,-1750.8951554628877,-1755.3422016072723,11.02567246585636,4.447046144384558,0.0,C5H5BrN2,6,False,True
Halogen_BrC5H6NO_rxn11384,Halo_Br,14,8,[ 6  6  6  7  8  6  6 35  1  1  1  1  1  1],1474,0,1473,2,2,-1943.6904008366562,-1937.7321230758562,-1942.553308381973,5.9582777608000015,4.821185306116831,0.0,C5H6BrNO,6,False,True
Halogen_BrC5H6NO_rxn11392,Halo_Br,14,8,[ 8  6  6  6  6 35  6  7  1  1  1  1  1  1],298,0,297,4,4,-1945.2732515077305,-1940.4895108052503,-1943.2557079733012,4.783740702480145,2.766197168050894,0.0,C5H6BrNO,6,False,True
Halogen_BrC5H6NO_rxn11417,Halo_Br,14,8,[ 6  6  6 35  6  8  6  7  1  1  1  1  1  1],2394,0,2393,6,6,-1945.1233758056476,-1938.8828670058924,-1942.2592011668164,6.240508799755162,3.3763341609239887,0.0,C5H6BrNO,6,False,True
