rxn_smiles,dipolarophile_class,dipole_class,reason,reaction_id,sub_source,source_id
[CH3:17][C:18](=[O:19])[C-:20]([CH3:21])[NH+:22]=[CH:23][C:24]#[N:25].[CH3:1][O:2][C:3](=[O:4])[C:5]([C:6](=[O:7])[O:8][CH3:9])=[C:10]([C:11]([CH3:12])=[O:13])[C:14]([CH3:15])=[O:16]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][CH3:9])[C:10]([C:11]([CH3:12])=[O:13])([C:14]([CH3:15])=[O:16])[CH:23]([C:24]#[N:25])[NH:22][C:20]1([C:18]([CH3:17])=[O:19])[CH3:21],acyclic_alkene,acyclic_dipole,,dipolar_001326,spec16,1326
[CH2-:12][N+:13]([CH3:14])=[C:15]([CH3:16])[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1.[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([Br:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([Br:6])[CH:7]2[CH:8]3[CH:9]([CH:10]1[O:11]2)[CH2:12][N:13]([CH3:14])[C:15]3([CH3:16])[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,bridged_alkene,acyclic_dipole,,dipolar_001353,locked_778,1353
[CH3:13][NH:14][C:15](=[O:16])[C:17](=[O+:18][C-:19]([CH3:20])[C:21]#[N:22])[C:23]([CH3:24])=[O:25].[CH3:1][O:2][C:3](=[O:4])[C:5]([C:6](=[O:7])[O:8][CH3:9])=[C:10]([F:11])[F:12]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][CH3:9])[C:10]([F:11])([F:12])[C:19]([CH3:20])([C:21]#[N:22])[O:18][C:17]1([C:15]([NH:14][CH3:13])=[O:16])[C:23]([CH3:24])=[O:25],acyclic_alkene,acyclic_dipole,,dipolar_001374,locked_778,1374
[CH3:10][O:11][C:12](=[O:13])[CH-:14][N+:15]([CH3:16])=[C:17]([C:18](=[O:19])[O:20][CH3:21])[C:22](=[O:23])[O:24][CH3:25].[CH3:1][C:2]1=[C:3]([F:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[CH3:1][C:2]1=[C:3]([F:4])[CH:5]2[CH:6]3[CH:7]([CH:8]1[O:9]2)[CH:14]([C:12]([O:11][CH3:10])=[O:13])[N:15]([CH3:16])[C:17]3([C:18](=[O:19])[O:20][CH3:21])[C:22](=[O:23])[O:24][CH3:25],bridged_alkene,acyclic_dipole,,dipolar_001382,spec16,1382
[CH3:12][O:13][C:14](=[O:15])[C:16]([C:17]([CH3:18])=[O:19])=[N+:20]([CH3:21])[CH-:22][C:23]([CH3:24])=[O:25].[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[CH:6][CH:7]2[CH2:8][CH2:9][CH:10]1[CH2:11]2>>[CH3:1][NH:2][C:3](=[O:4])[C:5]12[CH:6]([CH:7]3[CH2:8][CH2:9][CH:10]1[CH2:11]3)[CH:22]([C:23]([CH3:24])=[O:25])[N:20]([CH3:21])[C:16]2([C:14]([O:13][CH3:12])=[O:15])[C:17]([CH3:18])=[O:19],bridged_alkene,acyclic_dipole,,dipolar_001392,spec16,1392
[CH3:18][C:19]([C:20]#[N:21])=[N+:22]([CH3:23])[C-:24]([CH3:25])[CH3:26].[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH:13]2[CH:14]=[CH:15][CH:16]1[O:17]2>>[CH3:1][NH:2][C:3](=[O:4])[C:5]12[C:6]([c:7]3[cH:8][cH:9][cH:10][cH:11][cH:12]3)([CH:13]3[CH:14]=[CH:15][CH:16]1[O:17]3)[C:19]([CH3:18])([C:20]#[N:21])[N:22]([CH3:23])[C:24]2([CH3:25])[CH3:26],bridged_alkene,acyclic_dipole,,dipolar_001399,locked_778,1399
[CH3:12][C:13](=[O:14])[c-:15]1[o+:16][c:17]([C:18]#[N:19])[o:20][c:21]1=[O:22].[F:1][C:2]1([F:3])[C:4]#[C:5][CH:6]([Br:7])[CH2:8][CH2:9][CH2:10][CH2:11]1>>[F:1][C:2]1([F:3])[C:4]2=[C:5]([CH:6]([Br:7])[CH2:8][CH2:9][CH2:10][CH2:11]1)[C:15]1([C:13]([CH3:12])=[O:14])[O:16][C:17]2([C:18]#[N:19])[O:20][C:21]1=[O:22],alkyne_in_ring,mesoionic_ring,,dipolar_001402,spec16,1402
[CH3:13][O:14][C:15](=[O:16])[CH:17]=[NH+:18][C-:19]([CH3:20])[CH3:21].[F:1][C:2]([F:3])([F:4])[C:5]1=[C:6]([Br:7])[CH:8]2[CH2:9][CH2:10][CH:11]1[CH2:12]2>>[F:1][C:2]([F:3])([F:4])[C:5]12[C:6]([Br:7])([CH:8]3[CH2:9][CH2:10][CH:11]1[CH2:12]3)[CH:17]([C:15]([O:14][CH3:13])=[O:16])[NH:18][C:19]2([CH3:20])[CH3:21],bridged_alkene,acyclic_dipole,,dipolar_001415,locked_778,1415
[CH3:18][C:19](=[O:20])[CH:21]=[N+:22]([CH3:23])[N-:24][C:25]#[N:26].[CH3:1][O:2][C:3]1([C:4]([CH3:5])=[O:6])[C:7]#[C:8][C:9]([C:10]#[N:11])([C:12]#[N:13])[CH2:14][CH2:15][CH2:16][CH2:17]1>>[CH3:1][O:2][C:3]1([C:4]([CH3:5])=[O:6])[C:7]2=[C:8]([C:9]([C:10]#[N:11])([C:12]#[N:13])[CH2:14][CH2:15][CH2:16][CH2:17]1)[N:24]([C:25]#[N:26])[N:22]([CH3:23])[CH:21]2[C:19]([CH3:18])=[O:20],alkyne_in_ring,acyclic_dipole,,dipolar_001418,locked_778,1418
[CH3:12][C:13](=[O:14])[CH:15]=[O+:16][C-:17]([C:18]([CH3:19])=[O:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1.[CH3:1][O:2][C:3](=[O:4])[C:5]1=[CH:6][CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[CH:6]([CH:7]3[CH:8]=[CH:9][CH:10]1[O:11]3)[CH:15]([C:13]([CH3:12])=[O:14])[O:16][C:17]2([C:18]([CH3:19])=[O:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1,bridged_alkene,acyclic_dipole,,dipolar_001420,spec16,1420
[CH3:12][NH:13][C:14](=[O:15])[C-:16]([NH+:17]=[C:18]([CH3:19])[C:20]([CH3:21])=[O:22])[C:23]([CH3:24])=[O:25].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[CH:6][CH:7]2[CH2:8][CH2:9][CH:10]1[CH2:11]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[CH:6]([CH:7]3[CH2:8][CH2:9][CH:10]1[CH2:11]3)[C:18]([CH3:19])([C:20]([CH3:21])=[O:22])[NH:17][C:16]2([C:14]([NH:13][CH3:12])=[O:15])[C:23]([CH3:24])=[O:25],bridged_alkene,acyclic_dipole,,dipolar_001434,locked_778,1434
[CH3:13][NH:14][C:15](=[O:16])[C:17]([CH3:18])=[N+:19]([CH3:20])[C-:21]([C:22]#[N:23])[C:24]#[N:25].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([Cl:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([Cl:7])[CH:8]2[CH:9]3[CH:10]([CH:11]1[O:12]2)[C:17]([C:15]([NH:14][CH3:13])=[O:16])([CH3:18])[N:19]([CH3:20])[C:21]3([C:22]#[N:23])[C:24]#[N:25],bridged_alkene,acyclic_dipole,,dipolar_001450,spec16,1450
[CH3:13][NH:14][C:15](=[O:16])[C-:17]([N+:18]#[C:19][C:20]#[N:21])[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1.[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([C:6]#[N:7])[CH:8]2[CH2:9][CH2:10][CH:11]1[CH2:12]2>>[CH3:1][C:2](=[O:3])[C:4]12[C:5]([C:6]#[N:7])([CH:8]3[CH2:9][CH2:10][CH:11]1[CH2:12]3)[C:19]([C:20]#[N:21])=[N:18][C:17]2([C:15]([NH:14][CH3:13])=[O:16])[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1,bridged_alkene,acyclic_dipole,,dipolar_001462,locked_778,1462
[CH3:15][NH:16][C:17](=[O:18])[N-:19][O+:20]=[N:21][C:22](=[O:23])[O:24][CH3:25].[Cl:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH:11]=[CH:12][CH:13]1[O:14]2>>[Cl:1][C:2]12[C:3]([c:4]3[cH:5][cH:6][cH:7][cH:8][cH:9]3)([CH:10]3[CH:11]=[CH:12][CH:13]1[O:14]3)[N:19]([C:17]([NH:16][CH3:15])=[O:18])[O:20][N:21]2[C:22](=[O:23])[O:24][CH3:25],bridged_alkene,acyclic_dipole,,dipolar_001484,spec16,1484
[CH3:15][O:16][C:17](=[O:18])[c-:19]1[c:20](=[O:21])[o:22][c:23]([CH3:24])[n+:25]1[CH3:26].[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([CH3:8])=[O:9])[CH:10]2[CH:11]=[CH:12][CH:13]1[O:14]2>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([CH3:8])=[O:9])[CH:10]2[CH:11]3[CH:12]([CH:13]1[O:14]2)[C:23]1([CH3:24])[O:22][C:20](=[O:21])[C:19]3([C:17]([O:16][CH3:15])=[O:18])[N:25]1[CH3:26],bridged_alkene,mesoionic_ring,,dipolar_001504,locked_778,1504
[CH3:14][O:15][C:16](=[O:17])[C:18]([C:19]#[N:20])=[N+:21]([CH3:22])[N-:23][C:24]([CH3:25])=[O:26].[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([O:7][CH3:8])[CH:9]2[CH:10]=[CH:11][CH:12]1[O:13]2>>[CH3:1][NH:2][C:3](=[O:4])[C:5]12[C:6]([O:7][CH3:8])([CH:9]3[CH:10]=[CH:11][CH:12]1[O:13]3)[C:18]([C:16]([O:15][CH3:14])=[O:17])([C:19]#[N:20])[N:21]([CH3:22])[N:23]2[C:24]([CH3:25])=[O:26],bridged_alkene,acyclic_dipole,,dipolar_001512,locked_778,1512
[CH3:14][O:15][C:16](=[O:17])[C:18]([C:19]#[N:20])=[N+:21]([CH3:22])[N-:23][C:24]([CH3:25])=[O:26].[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([O:7][CH3:8])[CH:9]2[CH:10]=[CH:11][CH:12]1[O:13]2>>[CH3:1][NH:2][C:3](=[O:4])[C:5]12[C:6]([O:7][CH3:8])([CH:9]3[CH:10]=[CH:11][CH:12]1[O:13]3)[N:23]([C:24]([CH3:25])=[O:26])[N:21]([CH3:22])[C:18]2([C:16]([O:15][CH3:14])=[O:17])[C:19]#[N:20],bridged_alkene,acyclic_dipole,,dipolar_001513,spec16,1513
[CH3:15][CH:16]=[N+:17]([CH3:18])[C-:19]([CH3:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1.[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([C:6]([F:7])([F:8])[F:9])[CH:10]2[CH:11]=[CH:12][CH:13]1[O:14]2>>[CH3:1][C:2](=[O:3])[C:4]12[C:5]([C:6]([F:7])([F:8])[F:9])([CH:10]3[CH:11]=[CH:12][CH:13]1[O:14]3)[C:19]([CH3:20])([c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[N:17]([CH3:18])[CH:16]2[CH3:15],bridged_alkene,acyclic_dipole,,dipolar_001520,locked_778,1520
[CH3:15][CH:16]=[NH+:17][C-:18]([CH3:19])[C:20](=[O:21])[O:22][CH3:23].[CH3:1][C:2](=[O:3])[C:4]1([CH3:5])[C:6]#[C:7][C:8]([Cl:9])([Cl:10])[CH2:11][CH2:12][CH2:13][CH2:14]1>>[CH3:1][C:2](=[O:3])[C:4]1([CH3:5])[C:6]2=[C:7]([C:8]([Cl:9])([Cl:10])[CH2:11][CH2:12][CH2:13][CH2:14]1)[C:18]([CH3:19])([C:20](=[O:21])[O:22][CH3:23])[NH:17][CH:16]2[CH3:15],alkyne_in_ring,acyclic_dipole,,dipolar_001528,locked_778,1528
[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([CH3:7])[CH:8]2[CH2:9][CH2:10][CH:11]1[CH2:12]2.[CH:13]#[N+:14][C-:15]([c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[C:6]([CH3:7])([CH:8]3[CH2:9][CH2:10][CH:11]1[CH2:12]3)[C:15]([c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)[N:14]=[CH:13]2,bridged_alkene,acyclic_dipole,,dipolar_001530,spec16,1530
[CH3:15][C:16](=[O:17])[c-:18]1[o+:19][c:20]([C:21]#[N:22])[o:23][c:24]1=[O:25].[CH3:1][C:2](=[O:3])[C:4]1([Cl:5])[C:6]#[C:7][C:8]([CH3:9])([CH3:10])[CH2:11][CH2:12][CH2:13][CH2:14]1>>[CH3:1][C:2](=[O:3])[C:4]1([Cl:5])[C:6]2=[C:7]([C:8]([CH3:9])([CH3:10])[CH2:11][CH2:12][CH2:13][CH2:14]1)[C:20]1([C:21]#[N:22])[O:19][C:18]2([C:16]([CH3:15])=[O:17])[C:24](=[O:25])[O:23]1,alkyne_in_ring,mesoionic_ring,,dipolar_001534,spec16,1534
[CH3:10][C:11]([C:12]#[N:13])=[N+:14]([CH3:15])[C-:16]([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1.[N:1]#[C:2][C:3]1=[CH:4][CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[N:1]#[C:2][C:3]1=[CH:4][CH:5]2[CH:6]3[CH:7]([CH:8]1[O:9]2)[C:16]([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)([c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1)[N:14]([CH3:15])[C:11]3([CH3:10])[C:12]#[N:13],bridged_alkene,acyclic_dipole,,dipolar_001545,locked_778,1545
[CH3:11][O:12][C:13](=[O:14])[N-:15][N+:16]([CH3:17])=[C:18]([C:19]#[N:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1.[N:1]#[C:2][C:3]1=[C:4]([Cl:5])[CH:6]2[CH2:7][CH2:8][CH:9]1[CH2:10]2>>[N:1]#[C:2][C:3]12[C:4]([Cl:5])([CH:6]3[CH2:7][CH2:8][CH:9]1[CH2:10]3)[C:18]([C:19]#[N:20])([c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[N:16]([CH3:17])[N:15]2[C:13]([O:12][CH3:11])=[O:14],bridged_alkene,acyclic_dipole,,dipolar_001556,spec16,1556
[CH3:11][NH:12][C:13](=[O:14])[CH:15]=[NH+:16][CH-:17][C:18]#[N:19].[CH3:1][C:2](=[O:3])/[C:4]([Br:5])=[C:6](\[Br:7])[C:8]([CH3:9])=[O:10]>>[CH3:1][C:2](=[O:3])[C@@:4]1([Br:5])[C@:6]([Br:7])([C:8]([CH3:9])=[O:10])[CH:17]([C:18]#[N:19])[NH:16][CH:15]1[C:13]([NH:12][CH3:11])=[O:14],acyclic_alkene,acyclic_dipole,,dipolar_001558,spec16,1558
[CH3:10][NH:11][C:12](=[O:13])[C:14]([CH3:15])=[N+:16]([CH3:17])[CH-:18][C:19](=[O:20])[O:21][CH3:22].[CH3:1][C:2]1=[C:3]([Br:4])[CH:5]2[CH2:6][CH2:7][CH:8]1[CH2:9]2>>[CH3:1][C:2]12[C:3]([Br:4])([CH:5]3[CH2:6][CH2:7][CH:8]1[CH2:9]3)[C:14]([C:12]([NH:11][CH3:10])=[O:13])([CH3:15])[N:16]([CH3:17])[CH:18]2[C:19](=[O:20])[O:21][CH3:22],bridged_alkene,acyclic_dipole,,dipolar_001576,spec16,1576
[CH3:17][C-:18]([CH3:19])[NH+:20]=[CH:21][c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1.[CH3:1][C:2]1([CH3:3])[C:4]#[C:5][CH:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH2:13][CH2:14][CH2:15][CH2:16]1>>[CH3:1][C:2]1([CH3:3])[C:4]2=[C:5]([CH:6]([c:7]3[cH:8][cH:9][cH:10][cH:11][cH:12]3)[CH2:13][CH2:14][CH2:15][CH2:16]1)[CH:21]([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)[NH:20][C:18]2([CH3:17])[CH3:19],alkyne_in_ring,acyclic_dipole,,dipolar_001628,spec16,1628
[CH3:14][O:15][C:16](=[O:17])[N-:18][NH+:19]=[C:20]([CH3:21])[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1.[N:1]#[C:2][C:3]1=[C:4]([C:5]([F:6])([F:7])[F:8])[CH:9]2[CH2:10][CH2:11][CH:12]1[CH2:13]2>>[N:1]#[C:2][C:3]12[C:4]([C:5]([F:6])([F:7])[F:8])([CH:9]3[CH2:10][CH2:11][CH:12]1[CH2:13]3)[C:20]([CH3:21])([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)[NH:19][N:18]2[C:16]([O:15][CH3:14])=[O:17],bridged_alkene,acyclic_dipole,,dipolar_001652,spec16,1652
[CH3:14][C:15](=[O:16])[CH:17]=[NH+:18][C-:19]([C:20]#[N:21])[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1.[CH3:1][O:2][C:3]1([O:4][CH3:5])[C:6]#[C:7][CH:8]([F:9])[CH2:10][CH2:11][CH2:12][CH2:13]1>>[CH3:1][O:2][C:3]1([O:4][CH3:5])[C:6]2=[C:7]([CH:8]([F:9])[CH2:10][CH2:11][CH2:12][CH2:13]1)[CH:17]([C:15]([CH3:14])=[O:16])[NH:18][C:19]2([C:20]#[N:21])[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1,alkyne_in_ring,acyclic_dipole,,dipolar_001681,locked_778,1681
[CH3:14][O:15][C:16](=[O:17])[C:18]([C:19]([CH3:20])=[O:21])=[N+:22]([CH3:23])[N-:24][C:25]([CH3:26])=[O:27].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([C:6]([CH3:7])=[O:8])[CH:9]2[CH:10]=[CH:11][CH:12]1[O:13]2>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([C:6]([CH3:7])=[O:8])[CH:9]2[CH:10]3[CH:11]([CH:12]1[O:13]2)[N:24]([C:25]([CH3:26])=[O:27])[N:22]([CH3:23])[C:18]3([C:16]([O:15][CH3:14])=[O:17])[C:19]([CH3:20])=[O:21],bridged_alkene,acyclic_dipole,,dipolar_001699,locked_778,1699
[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6]([F:7])([F:8])[F:9])[C:10]#[C:11][C:12]([C:13]#[N:14])([C:15]#[N:16])[CH2:17][CH2:18][CH2:19][CH2:20]1.[CH3:21][O:22][C:23](=[O:24])[CH:25]=[NH+:26][O-:27]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6]([F:7])([F:8])[F:9])[C:10]2=[C:11]([C:12]([C:13]#[N:14])([C:15]#[N:16])[CH2:17][CH2:18][CH2:19][CH2:20]1)[O:27][NH:26][CH:25]2[C:23]([O:22][CH3:21])=[O:24],alkyne_in_ring,acyclic_dipole,,dipolar_001701,spec16,1701
[CH3:12][NH:13][C:14](=[O:15])[C:16](=[O+:17][C-:18]([C:19]([CH3:20])=[O:21])[C:22]([CH3:23])=[O:24])[C:25]([CH3:26])=[O:27].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[CH:6][CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[CH:6]([CH:7]3[CH:8]=[CH:9][CH:10]1[O:11]3)[C:16]([C:14]([NH:13][CH3:12])=[O:15])([C:25]([CH3:26])=[O:27])[O:17][C:18]2([C:19]([CH3:20])=[O:21])[C:22]([CH3:23])=[O:24],bridged_alkene,acyclic_dipole,,dipolar_001703,spec16,1703
[CH3:9][NH:10][C:11](=[O:12])[C:13]([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)=[N+:20]([CH3:21])[C-:22]([CH3:23])[C:24](=[O:25])[O:26][CH3:27].[F:1][C:2]1=[CH:3][CH:4]2[CH2:5][CH2:6][CH:7]1[CH2:8]2>>[F:1][C:2]12[CH:3]([CH:4]3[CH2:5][CH2:6][CH:7]1[CH2:8]3)[C:13]([C:11]([NH:10][CH3:9])=[O:12])([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[N:20]([CH3:21])[C:22]2([CH3:23])[C:24](=[O:25])[O:26][CH3:27],bridged_alkene,acyclic_dipole,,dipolar_001731,spec16,1731
[CH3:13][NH:14][C:15](=[O:16])[C:17]([CH3:18])=[NH+:19][CH-:20][C:21]([CH3:22])=[O:23].[CH3:1][C:2](=[O:3])[C:4]1([Br:5])[C:6]#[C:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12]1>>[CH3:1][C:2](=[O:3])[C:4]1([Br:5])[C:6]2=[C:7]([CH2:8][CH2:9][CH2:10][CH2:11][CH2:12]1)[C:17]([C:15]([NH:14][CH3:13])=[O:16])([CH3:18])[NH:19][CH:20]2[C:21]([CH3:22])=[O:23],alkyne_in_ring,acyclic_dipole,,dipolar_001736,locked_778,1736
[CH3:18][O:19][C:20](=[O:21])[N-:22][N+:23]([CH3:24])=[CH:25][C:26]([CH3:27])=[O:28].[CH3:1][C:2](=[O:3])[C:4]1([C:5]#[N:6])[C:7]#[C:8][C:9]([C:10]#[N:11])([C:12]#[N:13])[CH2:14][CH2:15][CH2:16][CH2:17]1>>[CH3:1][C:2](=[O:3])[C:4]1([C:5]#[N:6])[C:7]2=[C:8]([C:9]([C:10]#[N:11])([C:12]#[N:13])[CH2:14][CH2:15][CH2:16][CH2:17]1)[N:22]([C:20]([O:19][CH3:18])=[O:21])[N:23]([CH3:24])[CH:25]2[C:26]([CH3:27])=[O:28],alkyne_in_ring,acyclic_dipole,,dipolar_001769,locked_778,1769
[CH2:1]=[C:2]([O:3][CH3:4])[O:5][CH3:6].[CH3:7][NH:8][C:9](=[O:10])[C:11](=[NH+:12][C-:13]([C:14](=[O:15])[O:16][CH3:17])[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1)[C:24](=[O:25])[O:26][CH3:27]>>[CH2:1]1[C:2]([O:3][CH3:4])([O:5][CH3:6])[C:11]([C:9]([NH:8][CH3:7])=[O:10])([C:24](=[O:25])[O:26][CH3:27])[NH:12][C:13]1([C:14](=[O:15])[O:16][CH3:17])[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1,acyclic_alkene,acyclic_dipole,,dipolar_001779,spec16,1779
[CH3:16][C:17]#[N+:18][C-:19]([C:20]#[N:21])[C:22](=[O:23])[O:24][CH3:25].[CH3:1][O:2][C:3](=[O:4])[C:5]1([CH3:6])[C:7]#[C:8][C:9]([Cl:10])([Cl:11])[CH2:12][CH2:13][CH2:14][CH2:15]1>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([CH3:6])[C:7]2=[C:8]([C:9]([Cl:10])([Cl:11])[CH2:12][CH2:13][CH2:14][CH2:15]1)[C:19]([C:20]#[N:21])([C:22](=[O:23])[O:24][CH3:25])[N:18]=[C:17]2[CH3:16],alkyne_in_ring,acyclic_dipole,,dipolar_001780,spec16,1780
[CH3:13][NH:14][C:15](=[O:16])[C-:17]([CH3:18])[NH+:19]=[C:20]([CH3:21])[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1.[CH3:1][C:2]1([CH3:3])[C:4]#[C:5][C:6]([F:7])([F:8])[CH2:9][CH2:10][CH2:11][CH2:12]1>>[CH3:1][C:2]1([CH3:3])[C:4]2=[C:5]([C:6]([F:7])([F:8])[CH2:9][CH2:10][CH2:11][CH2:12]1)[C:17]([C:15]([NH:14][CH3:13])=[O:16])([CH3:18])[NH:19][C:20]2([CH3:21])[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1,alkyne_in_ring,acyclic_dipole,,dipolar_001785,locked_778,1785
[CH3:15][NH:16][C:17](=[O:18])[C-:19]([O+:20]=[CH:21][C:22]#[N:23])[C:24](=[O:25])[NH:26][CH3:27].[Cl:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH2:11][CH2:12][CH:13]1[CH2:14]2>>[Cl:1][C:2]12[C:3]([c:4]3[cH:5][cH:6][cH:7][cH:8][cH:9]3)([CH:10]3[CH2:11][CH2:12][CH:13]1[CH2:14]3)[CH:21]([C:22]#[N:23])[O:20][C:19]2([C:17]([NH:16][CH3:15])=[O:18])[C:24](=[O:25])[NH:26][CH3:27],bridged_alkene,acyclic_dipole,,dipolar_001824,locked_778,1824
[CH3:13][NH:14][C:15](=[O:16])[CH-:17][NH+:18]=[C:19]([C:20]([CH3:21])=[O:22])[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1.[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([CH3:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([CH3:7])[CH:8]2[CH:9]3[CH:10]([CH:11]1[O:12]2)[C:19]([C:20]([CH3:21])=[O:22])([c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1)[NH:18][CH:17]3[C:15]([NH:14][CH3:13])=[O:16],bridged_alkene,acyclic_dipole,,dipolar_001833,locked_778,1833
[CH3:12][NH:13][C:14](=[O:15])[C:16](=[NH+:17][N-:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)[C:25](=[O:26])[NH:27][CH3:28].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[CH3:1][C:2](=[O:3])[C:4]12[C:5]([CH3:6])([CH:7]3[CH:8]=[CH:9][CH:10]1[O:11]3)[C:16]([C:14]([NH:13][CH3:12])=[O:15])([C:25](=[O:26])[NH:27][CH3:28])[NH:17][N:18]2[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1,bridged_alkene,acyclic_dipole,,dipolar_001839,spec16,1839
[CH3:14][NH:15][C:16](=[O:17])[CH:18]=[N+:19]([CH3:20])[C-:21]([CH3:22])[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1.[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([O:7][CH3:8])[CH:9]2[CH:10]=[CH:11][CH:12]1[O:13]2>>[CH3:1][NH:2][C:3](=[O:4])[C:5]12[C:6]([O:7][CH3:8])([CH:9]3[CH:10]=[CH:11][CH:12]1[O:13]3)[CH:18]([C:16]([NH:15][CH3:14])=[O:17])[N:19]([CH3:20])[C:21]2([CH3:22])[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1,bridged_alkene,acyclic_dipole,,dipolar_001901,spec16,1901
