r1,r2,kind,sub_from,sub_to
3453,3484,dipole_change,*OC(=O)[CH-][N+]#CC#N,*C(=O)[CH-][N+]#CC(C)=O
3453,3485,dipole_change,*OC(=O)[CH-][N+]#CC#N,*C(=O)[CH-][N+]#CC(C)=O
3453,3511,dipole_change,*OC(=O)[CH-][N+]#CC#N,*C(=O)[CH-][NH+]=CC(C)=O
3453,3851,dipole_change,*[CH-][N+]#CC#N,*C=[NH+][CH-]C(=O)NC
3453,3852,dipole_change,*[CH-][N+]#CC#N,*C=[NH+][CH-]C(=O)NC
3454,3484,dipole_change,*OC(=O)[CH-][N+]#CC#N,*C(=O)[CH-][N+]#CC(C)=O
3454,3485,dipole_change,*OC(=O)[CH-][N+]#CC#N,*C(=O)[CH-][N+]#CC(C)=O
3454,3511,dipole_change,*OC(=O)[CH-][N+]#CC#N,*C(=O)[CH-][NH+]=CC(C)=O
3454,3851,dipole_change,*[CH-][N+]#CC#N,*C=[NH+][CH-]C(=O)NC
3454,3852,dipole_change,*[CH-][N+]#CC#N,*C=[NH+][CH-]C(=O)NC
3484,3485,dipole_change,*[CH-]C(C)=O,*[CH-]C(C)=O
3484,3511,dipole_change,*C(=O)[CH-][N+]#CC(C)=O,*C(=O)[CH-][NH+]=CC(C)=O
3484,3830,dipole_change,*[CH-]C(C)=O,*[CH-]c1ccccc1
3484,3831,dipole_change,*[CH-]C(C)=O,*[CH-]c1ccccc1
3485,3511,dipole_change,*C(=O)[CH-][N+]#CC(C)=O,*C(=O)[CH-][NH+]=CC(C)=O
3485,3830,dipole_change,*[CH-]C(C)=O,*[CH-]c1ccccc1
3485,3831,dipole_change,*[CH-]C(C)=O,*[CH-]c1ccccc1
3830,3831,dipole_change,*c1ccccc1,*c1ccccc1
3851,3852,dipole_change,*NC,*NC
3533,3556,dipole_change,*[CH-][N+](C)=C(C)C(C)=O,*[C-](C)[NH+]=CC(=O)NC
3533,4332,dipole_change,*C,*c1ccccc1
3556,4040,dipole_change,*C=[NH+][C-](C)C,*[CH-][NH+]=C(C)C(=O)NC
3556,4140,dipole_change,*[C-](C)C,*[C-](C#N)C(=O)NC
3747,4000,dipole_change,*[C-](C)[N+](C)=CC,*[C-](C)[N+]#CC(=O)OC
3838,4023,dipole_change,*[CH-][O+]=C(C)C#N,*C#[N+][C-](C)C(C)=O
3838,4088,dipole_change,*[CH-][O+]=C(C)C#N,*[C-](C)[O+]=CC(C)=O
3838,4289,dipole_change,*[CH-][O+]=C(C)C#N,*[C-](C)[N+]#CC(=O)OC
3838,4309,dipole_change,*[CH-][O+]=C(C)C#N,*C(C)=[NH+][CH-]C(=O)OC
3838,4332,dipole_change,*[CH-][O+]=C(C)C#N,*C(C(C)=O)=[N+](C)[CH-]C
4000,4289,dipole_change,*C(=O)OC,*c1ccccc1
4023,4088,dipole_change,*C#[N+][C-](C)C(C)=O,*[C-](C)[O+]=CC(C)=O
4023,4289,dipole_change,*C#[N+][C-](C)C(C)=O,*[C-](C)[N+]#CC(=O)OC
4023,4309,dipole_change,*C#[N+][C-](C)C(C)=O,*C(C)=[NH+][CH-]C(=O)OC
4023,4332,dipole_change,*C#[N+][C-](C)C(C)=O,*C(C(C)=O)=[N+](C)[CH-]C
4023,4740,dipole_change,*C,*C(=O)OC
4088,4289,dipole_change,*[C-](C)[O+]=CC(C)=O,*[C-](C)[N+]#CC(=O)OC
4088,4309,dipole_change,*[C-](C)[O+]=CC(C)=O,*C(C)=[NH+][CH-]C(=O)OC
4088,4332,dipole_change,*[C-](C)[O+]=CC(C)=O,*C(C(C)=O)=[N+](C)[CH-]C
4106,4485,dipole_change,*[N+]#CC#N,*[NH+]=CC(C)=O
4191,4421,dipole_change,*C,*NC
4191,5016,dipole_change,*[CH-]C#N,*[CH-]c1ccccc1
4289,4309,dipole_change,*[C-](C)[N+]#CC(=O)OC,*C(C)=[NH+][CH-]C(=O)OC
4289,4332,dipole_change,*[C-](C)[N+]#CC(=O)OC,*C(C(C)=O)=[N+](C)[CH-]C
4309,4332,dipole_change,*C(C)=[NH+][CH-]C(=O)OC,*C(C(C)=O)=[N+](C)[CH-]C
4522,4682,dipole_change,*C(C)=O,*C(=O)NC
4522,4696,dipole_change,*C(C)=O,*C(=O)NC
4682,5220,dipole_change,*[N+]#CC(C)=O,*[N+]#Cc1ccccc1
3341,3551,dipole_change,*[N+]#CC(C)=O,*[N+](C)=CC(=O)OC
3535,3578,dipole_change,*[N-][N+]#CC,*[N-][NH+]=CC
3535,3680,dipole_change,*[N-][N+]#CC,*[N-][O+]=CC#N
3535,4090,dipole_change,*[N-][N+]#CC,*[N-][N+](C)=CC(C)=O
3535,4322,dipole_change,*[N-][N+]#CC,*C=[N+](C)[N-]C(=O)OC
3578,3680,dipole_change,*[N-][NH+]=CC,*[N-][O+]=CC#N
3578,4090,dipole_change,*[N-][NH+]=CC,*[N-][N+](C)=CC(C)=O
3578,4322,dipole_change,*[N-][NH+]=CC,*C=[N+](C)[N-]C(=O)OC
3680,4090,dipole_change,*[O+]=CC#N,*[N+](C)=CC(C)=O
3680,4322,dipole_change,*[N-][O+]=CC#N,*C=[N+](C)[N-]C(=O)OC
4090,4322,dipole_change,*[N-][N+](C)=CC(C)=O,*C=[N+](C)[N-]C(=O)OC
3534,3555,dipole_change,*[CH-][N+](C)=C(C)C(C)=O,*[C-](C)[NH+]=CC(=O)NC
3534,4331,dipole_change,*C,*c1ccccc1
3555,4039,dipole_change,*C=[NH+][C-](C)C,*[CH-][NH+]=C(C)C(=O)NC
3555,4141,dipole_change,*[C-](C)C,*[C-](C#N)C(=O)NC
3746,4001,dipole_change,*[C-](C)[N+](C)=CC,*[C-](C)[N+]#CC(=O)OC
3839,4022,dipole_change,*[CH-][O+]=C(C)C#N,*C#[N+][C-](C)C(C)=O
3839,4087,dipole_change,*[CH-][O+]=C(C)C#N,*[C-](C)[O+]=CC(C)=O
3839,4288,dipole_change,*[CH-][O+]=C(C)C#N,*[C-](C)[N+]#CC(=O)OC
3839,4310,dipole_change,*[CH-][O+]=C(C)C#N,*C(C)=[NH+][CH-]C(=O)OC
3839,4331,dipole_change,*[CH-][O+]=C(C)C#N,*C(C(C)=O)=[N+](C)[CH-]C
4001,4288,dipole_change,*C(=O)OC,*c1ccccc1
4022,4087,dipole_change,*C#[N+][C-](C)C(C)=O,*[C-](C)[O+]=CC(C)=O
4022,4288,dipole_change,*C#[N+][C-](C)C(C)=O,*[C-](C)[N+]#CC(=O)OC
4022,4310,dipole_change,*C#[N+][C-](C)C(C)=O,*C(C)=[NH+][CH-]C(=O)OC
4022,4331,dipole_change,*C#[N+][C-](C)C(C)=O,*C(C(C)=O)=[N+](C)[CH-]C
4022,4741,dipole_change,*C,*C(=O)OC
4087,4288,dipole_change,*[C-](C)[O+]=CC(C)=O,*[C-](C)[N+]#CC(=O)OC
4087,4310,dipole_change,*[C-](C)[O+]=CC(C)=O,*C(C)=[NH+][CH-]C(=O)OC
4087,4331,dipole_change,*[C-](C)[O+]=CC(C)=O,*C(C(C)=O)=[N+](C)[CH-]C
4105,4486,dipole_change,*[N+]#CC#N,*[NH+]=CC(C)=O
4190,4420,dipole_change,*C,*NC
4190,5015,dipole_change,*[CH-]C#N,*[CH-]c1ccccc1
4288,4310,dipole_change,*[C-](C)[N+]#CC(=O)OC,*C(C)=[NH+][CH-]C(=O)OC
4288,4331,dipole_change,*[C-](C)[N+]#CC(=O)OC,*C(C(C)=O)=[N+](C)[CH-]C
4310,4331,dipole_change,*C(C)=[NH+][CH-]C(=O)OC,*C(C(C)=O)=[N+](C)[CH-]C
4521,4681,dipole_change,*C(C)=O,*C(=O)NC
4521,4697,dipole_change,*C(C)=O,*C(=O)NC
4681,5221,dipole_change,*[N+]#CC(C)=O,*[N+]#Cc1ccccc1
3455,3456,dipole_change,*[C-](C#N)C#N,*[C-](C#N)C#N
3455,3814,dipole_change,*[O+]=C(C)C,*[NH+]=C(C#N)C(C)=O
3455,3815,dipole_change,*[O+]=C(C)C,*[NH+]=C(C#N)C(C)=O
3456,3814,dipole_change,*[O+]=C(C)C,*[NH+]=C(C#N)C(C)=O
3456,3815,dipole_change,*[O+]=C(C)C,*[NH+]=C(C#N)C(C)=O
3616,3796,dipole_change,*C(C)=O,*C(=O)OC
3616,3797,dipole_change,*C(C)=O,*C(=O)OC
3616,3802,dipole_change,*C(C)=O,*C(=O)NC
3616,3803,dipole_change,*C(C)=O,*C(=O)NC
3796,3797,dipole_change,*OC,*OC
3796,3802,dipole_change,*OC,*NC
3796,3803,dipole_change,*OC,*NC
3796,3869,dipole_change,*[c-]1[nH+]c(C)oc1=O,*C(C)=[N+](C)[C-](C)C
3796,3870,dipole_change,*[c-]1[nH+]c(C)oc1=O,*C(C)=[N+](C)[C-](C)C
3797,3802,dipole_change,*OC,*NC
3797,3803,dipole_change,*OC,*NC
3797,3869,dipole_change,*[c-]1[nH+]c(C)oc1=O,*C(C)=[N+](C)[C-](C)C
3797,3870,dipole_change,*[c-]1[nH+]c(C)oc1=O,*C(C)=[N+](C)[C-](C)C
3802,3803,dipole_change,*NC,*NC
3802,4045,dipole_change,*[c-]1[nH+]c(C)oc1=O,*C(C)=[NH+][C-](C)C(C)=O
3802,4046,dipole_change,*[c-]1[nH+]c(C)oc1=O,*C(C)=[NH+][C-](C)C(C)=O
3802,4207,dipole_change,*C,*C(C)=O
3802,4208,dipole_change,*C,*C(C)=O
3803,4045,dipole_change,*[c-]1[nH+]c(C)oc1=O,*C(C)=[NH+][C-](C)C(C)=O
3803,4046,dipole_change,*[c-]1[nH+]c(C)oc1=O,*C(C)=[NH+][C-](C)C(C)=O
3803,4207,dipole_change,*C,*C(C)=O
3803,4208,dipole_change,*C,*C(C)=O
3814,3815,dipole_change,*C#N,*C#N
3869,3870,dipole_change,*C(=O)OC,*C(=O)OC
4041,4042,dipole_change,*c1[nH+][c-](C)c(=O)o1,*c1[nH+][c-](C)c(=O)o1
4041,4144,dipole_change,*c1[nH+][c-](C)c(=O)o1,*c1oc(=O)[c-](C#N)[o+]1
4041,4145,dipole_change,*c1[nH+][c-](C)c(=O)o1,*c1oc(=O)[c-](C#N)[o+]1
4041,4203,dipole_change,*c1[nH+][c-](C)c(=O)o1,*[c-]1[nH+]c(C#N)oc1=O
4041,4204,dipole_change,*c1[nH+][c-](C)c(=O)o1,*[c-]1[nH+]c(C#N)oc1=O
4042,4144,dipole_change,*c1[nH+][c-](C)c(=O)o1,*c1oc(=O)[c-](C#N)[o+]1
4042,4145,dipole_change,*c1[nH+][c-](C)c(=O)o1,*c1oc(=O)[c-](C#N)[o+]1
4042,4203,dipole_change,*c1[nH+][c-](C)c(=O)o1,*[c-]1[nH+]c(C#N)oc1=O
4042,4204,dipole_change,*c1[nH+][c-](C)c(=O)o1,*[c-]1[nH+]c(C#N)oc1=O
4045,4046,dipole_change,*C,*C
4144,4145,dipole_change,*c1ccccc1,*c1ccccc1
4144,4203,dipole_change,*c1oc(=O)[c-](C#N)[o+]1,*[c-]1[nH+]c(C#N)oc1=O
4144,4204,dipole_change,*c1oc(=O)[c-](C#N)[o+]1,*[c-]1[nH+]c(C#N)oc1=O
4145,4203,dipole_change,*c1oc(=O)[c-](C#N)[o+]1,*[c-]1[nH+]c(C#N)oc1=O
4145,4204,dipole_change,*c1oc(=O)[c-](C#N)[o+]1,*[c-]1[nH+]c(C#N)oc1=O
4153,4154,dipole_change,*C#N,*C#N
4170,4171,dipole_change,*C,*C
4203,4204,dipole_change,*[c-]1[nH+]c(C#N)oc1=O,*[c-]1[nH+]c(C#N)oc1=O
4207,4208,dipole_change,*C(C)=O,*C(C)=O
4533,4534,dipole_change,*C#N,*C#N
4533,4640,dipole_change,*[C-](C#N)C(C)=O,*[C-](C)C(=O)NC
4533,4641,dipole_change,*[C-](C#N)C(C)=O,*[C-](C)C(=O)NC
4534,4640,dipole_change,*[C-](C#N)C(C)=O,*[C-](C)C(=O)NC
4534,4641,dipole_change,*[C-](C#N)C(C)=O,*[C-](C)C(=O)NC
4604,4605,dipole_change,*NC,*NC
4612,4613,dipole_change,*C,*C
4640,4641,dipole_change,*C,*C
4640,4971,dipole_change,*C(=O)OC,*c1ccccc1
4640,4972,dipole_change,*C(=O)OC,*c1ccccc1
4641,4971,dipole_change,*C(=O)OC,*c1ccccc1
4641,4972,dipole_change,*C(=O)OC,*c1ccccc1
4663,4664,dipole_change,*C,*C
4689,4690,dipole_change,*C,*C
4689,5058,dipole_change,*[C-](C)C(C)=O,*[C-](C#N)C(=O)OC
4689,5059,dipole_change,*[C-](C)C(C)=O,*[C-](C#N)C(=O)OC
4690,5058,dipole_change,*[C-](C)C(C)=O,*[C-](C#N)C(=O)OC
4690,5059,dipole_change,*[C-](C)C(C)=O,*[C-](C#N)C(=O)OC
4822,4823,dipole_change,*C,*C
4833,4834,dipole_change,*NC,*NC
4852,4853,dipole_change,*C(=O)NC,*C(=O)NC
4852,5561,dipole_change,*[C-](C#N)C#N,*[C-](C(C)=O)C(=O)OC
4852,5562,dipole_change,*[C-](C#N)C#N,*[C-](C(C)=O)C(=O)OC
4853,5561,dipole_change,*[C-](C#N)C#N,*[C-](C(C)=O)C(=O)OC
4853,5562,dipole_change,*[C-](C#N)C#N,*[C-](C(C)=O)C(=O)OC
4971,4972,dipole_change,*C,*C
5058,5059,dipole_change,*C,*C
5206,5207,dipole_change,*C(=O)NC,*C(=O)NC
5335,5336,dipole_change,*c1ccccc1,*c1ccccc1
5335,5675,dipole_change,*C#N,*C(=O)NC
5335,5676,dipole_change,*C#N,*C(=O)NC
5336,5675,dipole_change,*C#N,*C(=O)NC
5336,5676,dipole_change,*C#N,*C(=O)NC
5355,5356,dipole_change,*C,*C
5537,5538,dipole_change,*C(=O)NC,*C(=O)NC
5561,5562,dipole_change,*C,*C
5578,5579,dipole_change,*C,*C
5656,5657,dipole_change,*C,*C
5675,5676,dipole_change,*C,*C
5698,5699,dipole_change,*C(=O)OC,*C(=O)OC
5698,5786,dipole_change,*C(=O)OC,*c1ccccc1
5698,5787,dipole_change,*C(=O)OC,*c1ccccc1
5699,5786,dipole_change,*C(=O)OC,*c1ccccc1
5699,5787,dipole_change,*C(=O)OC,*c1ccccc1
5716,5717,dipole_change,*C,*C
5779,5780,dipole_change,*OC,*OC
5786,5787,dipole_change,*c1ccccc1,*c1ccccc1
3334,3338,dipole_change,*[c-]1[o+]noc1=O,*[N-][O+]=C(C)C#N
3334,3849,dipole_change,*C,*c1ccccc1
3338,3561,dipole_change,*C(C)=[O+][N-]C,*C(C#N)=[NH+][N-]C(C)=O
3338,3593,dipole_change,*C(C)=[O+][N-]C,*[N-][NH+]=C(C)C(=O)OC
3561,3593,dipole_change,*C(C#N)=[NH+][N-]C(C)=O,*[N-][NH+]=C(C)C(=O)OC
3561,3952,dipole_change,*[NH+]=C(C#N)C#N,*[NH+]=C(C#N)C(=O)NC
3593,3734,dipole_change,*[NH+]=C(C)C(=O)OC,*[O+]=C(C#N)C(=O)NC
3593,3743,dipole_change,*C(C)=[NH+][N-]C#N,*C(C#N)=[NH+][N-]C#N
3734,3743,dipole_change,*[O+]=C(C#N)C(=O)NC,*[NH+]=C(C#N)C(=O)OC
3734,3952,dipole_change,*C(C#N)=[O+][N-]C#N,*C(C#N)=[NH+][N-]C(C)=O
3835,3849,dipole_change,*c1oc(=O)[n-][o+]1,*[c-]1[o+]noc1=O
3835,4230,dipole_change,*c1oc(=O)[n-][o+]1,*[N-][NH+]=C(C#N)C(C)=O
3849,4230,dipole_change,*[c-]1[o+]noc1=O,*[N-][NH+]=C(C#N)C(C)=O
3342,3550,dipole_change,*[N+]#CC(C)=O,*[N+](C)=CC(=O)OC
3536,3681,dipole_change,*[N-][N+]#CC,*[N-][O+]=CC#N
3536,4091,dipole_change,*[N-][N+]#CC,*[N-][N+](C)=CC(C)=O
3536,4116,dipole_change,*[N-][N+]#CC,*C=[NH+][N-]C(=O)OC
3536,4323,dipole_change,*[N-][N+]#CC,*C=[N+](C)[N-]C(=O)OC
3681,4091,dipole_change,*[O+]=CC#N,*[N+](C)=CC(C)=O
3681,4116,dipole_change,*[N-][O+]=CC#N,*C=[NH+][N-]C(=O)OC
3681,4323,dipole_change,*[N-][O+]=CC#N,*C=[N+](C)[N-]C(=O)OC
4091,4116,dipole_change,*[N-][N+](C)=CC(C)=O,*C=[NH+][N-]C(=O)OC
4091,4323,dipole_change,*[N-][N+](C)=CC(C)=O,*C=[N+](C)[N-]C(=O)OC
4116,4323,dipole_change,*C=[NH+][N-]C(=O)OC,*C=[N+](C)[N-]C(=O)OC
3335,3337,dipole_change,*[c-]1[o+]noc1=O,*[N-][O+]=C(C)C#N
3335,3403,dipole_change,*[c-]1[o+]noc1=O,*[n+]1noc(=O)[c-]1C
3335,3848,dipole_change,*C,*c1ccccc1
3337,3403,dipole_change,*[N-][O+]=C(C)C#N,*[n+]1noc(=O)[c-]1C
3337,3560,dipole_change,*C(C)=[O+][N-]C,*C(C#N)=[NH+][N-]C(C)=O
3337,3592,dipole_change,*C(C)=[O+][N-]C,*[N-][NH+]=C(C)C(=O)OC
3560,3592,dipole_change,*C(C#N)=[NH+][N-]C(C)=O,*[N-][NH+]=C(C)C(=O)OC
3560,3951,dipole_change,*[NH+]=C(C#N)C#N,*[NH+]=C(C#N)C(=O)NC
3592,3735,dipole_change,*[NH+]=C(C)C(=O)OC,*[O+]=C(C#N)C(=O)NC
3592,3744,dipole_change,*C(C)=[NH+][N-]C#N,*C(C#N)=[NH+][N-]C#N
3735,3744,dipole_change,*[O+]=C(C#N)C(=O)NC,*[NH+]=C(C#N)C(=O)OC
3735,3951,dipole_change,*C(C#N)=[O+][N-]C#N,*C(C#N)=[NH+][N-]C(C)=O
3836,3848,dipole_change,*c1oc(=O)[n-][o+]1,*[c-]1[o+]noc1=O
3836,4231,dipole_change,*c1oc(=O)[n-][o+]1,*[N-][NH+]=C(C#N)C(C)=O
3848,4231,dipole_change,*[c-]1[o+]noc1=O,*[N-][NH+]=C(C#N)C(C)=O
3353,3354,dipole_change,*C,*C
1743,1744,dipole_change,*C(=O)[C-]([N+]#N)C(C)=O,*C(=O)[C-]([N+]#N)C(C)=O
2731,2732,dipole_change,*C(=O)NC,*C(=O)NC
1687,1688,dipole_change,*c1ccccc1,*c1ccccc1
3006,3007,dipole_change,*[CH-]c1ccccc1,*[CH-]c1ccccc1
2656,2657,dipole_change,*C#N,*C#N
2687,2688,dipole_change,*[O+]=C(C#N)C#N,*[O+]=C(C#N)C#N
1654,1655,dipole_change,*NC,*NC
2929,2930,dipole_change,*[N-]c1ccccc1,*[N-]c1ccccc1
2983,2984,dipole_change,*[NH+]=C(C#N)C(=O)OC,*[NH+]=C(C#N)C(=O)OC
3019,3020,dipole_change,*C,*C
1245,1246,dipole_change,*OC,*OC
1619,1620,dipole_change,*[C-](C)C(=O)OC,*[C-](C)C(=O)OC
1797,1798,dipole_change,*C,*C
2094,2095,dipole_change,*C(=O)NC,*C(=O)NC
1137,1138,dipole_change,*[N+](C)=CC#N,*[N+](C)=CC#N
2621,2622,dipole_change,*C,*C
2737,2738,dipole_change,*c1ccccc1,*c1ccccc1
2060,2061,dipole_change,*[NH+]=C(C#N)C#N,*[NH+]=C(C#N)C#N
2068,2069,dipole_change,*C(C)=O,*C(C)=O
2584,2585,dipole_change,*NC,*NC
3033,3034,dipole_change,*OC,*OC
2838,2839,dipole_change,*C(C)=O,*C(C)=O
2229,2230,dipole_change,*C,*C
1785,1786,dipole_change,*[C-](C)C(=O)NC,*[C-](C)C(=O)NC
1404,1405,dipole_change,*C,*C
801,802,dipole_change,*c1ccccc1,*c1ccccc1
2563,2564,dipole_change,*NC,*NC
1627,1628,dipole_change,*C=[NH+][C-](C)C,*C=[NH+][C-](C)C
2941,2942,dipole_change,*[N+](C)=C(C)C,*[N+](C)=C(C)C
2391,2392,dipole_change,*C,*C
1223,1224,dipole_change,*[N+](C)=CC,*[N+](C)=CC
2240,2241,dipole_change,*[N+]#CC(=O)NC,*[N+]#CC(=O)NC
452,453,dipole_change,*c1[nH+][c-](C)c(=O)o1,*c1[nH+][c-](C)c(=O)o1
1905,1906,dipole_change,*C#N,*C#N
2870,2871,dipole_change,*C,*C
2215,2216,dipole_change,*C,*C
2858,2859,dipole_change,*C(=O)NC,*C(=O)NC
551,552,dipole_change,*C=[NH+][NH-],*C=[NH+][NH-]
1990,1993,dipole_change,*C,*C
1990,2268,dipole_change,*C,*C(C)=O
1990,2269,dipole_change,*C,*C(C)=O
1993,2268,dipole_change,*C,*C(C)=O
1993,2269,dipole_change,*C,*C(C)=O
2268,2269,dipole_change,*NC,*NC
549,550,dipole_change,*C=[NH+][NH-],*C=[NH+][NH-]
1991,1992,dipole_change,*C,*C
1991,2266,dipole_change,*C,*C(C)=O
1991,2267,dipole_change,*C,*C(C)=O
1992,2266,dipole_change,*C,*C(C)=O
1992,2267,dipole_change,*C,*C(C)=O
2266,2267,dipole_change,*NC,*NC
789,790,dipole_change,*C#[N+][C-](C)C(=O)NC,*C#[N+][C-](C)C(=O)NC
1508,1509,dipole_change,*[NH+]=C(C(C)=O)C(C)=O,*[NH+]=C(C(C)=O)C(C)=O
1508,1576,dipole_change,*[NH+]=C(C(C)=O)C(C)=O,*[N+](C)=C(C)C(=O)NC
1508,1577,dipole_change,*[NH+]=C(C(C)=O)C(C)=O,*[N+](C)=C(C)C(=O)NC
1509,1576,dipole_change,*[NH+]=C(C(C)=O)C(C)=O,*[N+](C)=C(C)C(=O)NC
1509,1577,dipole_change,*[NH+]=C(C(C)=O)C(C)=O,*[N+](C)=C(C)C(=O)NC
1576,1577,dipole_change,*C(=O)NC,*C(=O)NC
815,816,dipole_change,*C(C)=O,*C(C)=O
718,720,dipole_change,*C,*C
719,721,dipole_change,*C,*C
1605,1607,dipole_change,*NC,*NC
1870,1871,dipole_change,*C(C)=O,*C(C)=O
2115,2117,dipole_change,*C,*C
101,102,dipole_change,*[C-]([N+]#N)C(C)=O,*[C-]([N+]#N)C(C)=O
101,271,dipole_change,*[C-]([N+]#N)C(C)=O,*C(=O)C(=[NH+][NH-])C(C)=O
101,273,dipole_change,*[C-]([N+]#N)C(C)=O,*C(=O)C(=[NH+][NH-])C(C)=O
102,271,dipole_change,*[C-]([N+]#N)C(C)=O,*C(=O)C(=[NH+][NH-])C(C)=O
102,273,dipole_change,*[C-]([N+]#N)C(C)=O,*C(=O)C(=[NH+][NH-])C(C)=O
271,273,dipole_change,*C,*C
1606,1608,dipole_change,*NC,*NC
1872,1873,dipole_change,*C(C)=O,*C(C)=O
2116,2118,dipole_change,*C,*C
99,100,dipole_change,*[C-]([N+]#N)C(C)=O,*[C-]([N+]#N)C(C)=O
99,272,dipole_change,*[C-]([N+]#N)C(C)=O,*C(=O)C(=[NH+][NH-])C(C)=O
99,274,dipole_change,*[C-]([N+]#N)C(C)=O,*C(=O)C(=[NH+][NH-])C(C)=O
100,272,dipole_change,*[C-]([N+]#N)C(C)=O,*C(=O)C(=[NH+][NH-])C(C)=O
100,274,dipole_change,*[C-]([N+]#N)C(C)=O,*C(=O)C(=[NH+][NH-])C(C)=O
272,274,dipole_change,*C,*C
1057,1058,dipole_change,*c1ccccc1,*c1ccccc1
384,385,dipole_change,*C(C)=O,*C(C)=O
905,906,dipole_change,*[NH+]=C(C)C(=O)NC,*[NH+]=C(C)C(=O)NC
221,222,dipole_change,*C(=[NH+][NH-])C(=O)NC,*C(=[NH+][NH-])C(=O)NC
539,542,dipole_change,*[C-]([NH+]=CC#N)C(C)=O,*[C-]([NH+]=CC#N)C(C)=O
877,879,dipole_change,*C=[NH+][C-](C)C,*C=[NH+][C-](C)C
540,541,dipole_change,*[C-]([NH+]=CC#N)C(C)=O,*[C-]([NH+]=CC#N)C(C)=O
878,880,dipole_change,*C=[NH+][C-](C)C,*C=[NH+][C-](C)C
1093,1095,dipole_change,*NC,*NC
1093,1099,dipole_change,*c1oc(=O)[c-](C#N)[o+]1,*[C-](C)[N+](C)=C(C)C
1093,1101,dipole_change,*c1oc(=O)[c-](C#N)[o+]1,*[C-](C)[N+](C)=C(C)C
1095,1099,dipole_change,*c1oc(=O)[c-](C#N)[o+]1,*[C-](C)[N+](C)=C(C)C
1095,1101,dipole_change,*c1oc(=O)[c-](C#N)[o+]1,*[C-](C)[N+](C)=C(C)C
1099,1101,dipole_change,*C,*C
1092,1094,dipole_change,*NC,*NC
1092,1098,dipole_change,*c1oc(=O)[c-](C#N)[o+]1,*[C-](C)[N+](C)=C(C)C
1092,1100,dipole_change,*c1oc(=O)[c-](C#N)[o+]1,*[C-](C)[N+](C)=C(C)C
1094,1098,dipole_change,*c1oc(=O)[c-](C#N)[o+]1,*[C-](C)[N+](C)=C(C)C
1094,1100,dipole_change,*c1oc(=O)[c-](C#N)[o+]1,*[C-](C)[N+](C)=C(C)C
1098,1100,dipole_change,*C,*C
350,351,dipole_change,*[CH-][NH+]=C(C)C#N,*[CH-][NH+]=C(C)C#N
1010,1011,dipole_change,*[C-](C(C)=O)C(=O)OC,*[C-](C(C)=O)C(=O)OC
1010,1114,dipole_change,*[C-]([N+]#CC)C(C)=O,*C#[N+][C-](C#N)C(C)=O
1010,1115,dipole_change,*[C-]([N+]#CC)C(C)=O,*C#[N+][C-](C#N)C(C)=O
1011,1114,dipole_change,*[C-]([N+]#CC)C(C)=O,*C#[N+][C-](C#N)C(C)=O
1011,1115,dipole_change,*[C-]([N+]#CC)C(C)=O,*C#[N+][C-](C#N)C(C)=O
1114,1115,dipole_change,*OC,*OC
1084,1085,dipole_change,*C(C(C)=O)=[N+](C)[O-],*C(C(C)=O)=[N+](C)[O-]
1982,1985,dipole_change,*C(C)=O,*C(C)=O
1983,1984,dipole_change,*C(C)=O,*C(C)=O
624,625,dipole_change,*[N+](C)=CC#N,*[N+](C)=CC#N
377,378,dipole_change,*C(=O)NC,*C(=O)NC
437,438,dipole_change,*C,*C
1082,1083,dipole_change,*NC,*NC
1234,1235,dipole_change,*[O+]=C(C)C#N,*[O+]=C(C)C#N
901,902,dipole_change,*C,*C
1382,1385,dipole_change,*C(=O)OC,*C(=O)OC
899,900,dipole_change,*C,*C
1383,1384,dipole_change,*C(=O)OC,*C(=O)OC
36,37,dipole_change,*C(C)=[O+][NH-],*C(C)=[O+][NH-]
35,38,dipole_change,*C(C)=[O+][NH-],*C(C)=[O+][NH-]
1185,1186,dipole_change,*C,*C
2008,2009,dipole_change,*C(=O)NC,*C(=O)NC
1206,1207,dipole_change,*[NH+]=Cc1ccccc1,*[NH+]=Cc1ccccc1
2028,2030,dipole_change,*C,*C
1205,1208,dipole_change,*[NH+]=Cc1ccccc1,*[NH+]=Cc1ccccc1
2029,2031,dipole_change,*C,*C
2285,2287,dipole_change,*[C-](C#N)C(=O)OC,*[C-](C#N)C(=O)OC
2350,2352,dipole_change,*C(=O)OC,*C(=O)OC
2286,2288,dipole_change,*[C-](C#N)C(=O)OC,*[C-](C#N)C(=O)OC
2351,2353,dipole_change,*C(=O)OC,*C(=O)OC
722,723,dipole_change,*[CH-][N+]#CC#N,*[CH-][N+]#CC#N
1847,1848,dipole_change,*C#N,*C#N
2638,2639,dipole_change,*C#N,*C#N
482,484,dipole_change,*C(C)=O,*C(C)=O
694,696,dipole_change,*C,*C
695,697,dipole_change,*C,*C
328,329,dipole_change,*C,*C
327,330,dipole_change,*C,*C
1787,1788,dipole_change,*C,*C
1177,1178,dipole_change,*[NH+]=C(C)C,*[NH+]=C(C)C
2407,2408,dipole_change,*[C-](C#N)C(=O)OC,*[C-](C#N)C(=O)OC
1851,1852,dipole_change,*C,*C
1247,1248,dipole_change,*C,*C
1332,1333,dipole_change,*c1ccccc1,*c1ccccc1
2943,2944,dipole_change,*NC,*NC
