rxn_id,ts_file,n_atoms,n_f1,n_f2,rel1_file,rel2_file,formed_d1,formed_d2
2570,TS_ts_guess_U_D9qg_template_12-26_13-14.xyz,69,33,36,r1_C12H19NO.xyz,r0_C17H17NO.xyz,2.1392480055383944,2.7151042723622973
2571,TS_ts_guess_T3_QVY_template_12-23_13-14.xyz,69,33,36,r1_C12H19NO.xyz,r0_C17H17NO.xyz,2.5618984255040247,2.180684056574909
2572,TS_ts_guess_uxGj1K_template_10-22_11-12.xyz,58,19,39,r0_C9H7NO2.xyz,r1_C21H16N2.xyz,2.2847185590789953,2.515314117262494
2573,TS_ts_guess_zebHkb_template_10-26_11-12.xyz,58,19,39,r0_C9H7NO2.xyz,r1_C21H16N2.xyz,2.5289657549876,2.275840188787429
2574,TS_ts_guess_KEkJE__template_3-26_9-12.xyz,58,19,39,r0_C9H7NO2.xyz,r1_C21H16N2.xyz,2.4603100322926785,2.2968371425723677
2575,TS_ts_guess_eudftu_template_3-22_9-12.xyz,58,19,39,r0_C9H7NO2.xyz,r1_C21H16N2.xyz,2.4302773232699186,2.173432354456885
2576,TS_ts_guess_ib7zFm_template_4-23_6-14.xyz,54,22,32,r1_C7H8N2O5.xyz,r0_C10H14N2O6.xyz,2.439431299217094,2.082238038985937
2578,TS_ts_guess_ZmlKan_template_4-11_12-13.xyz,63,34,29,r0_C13H16N2O3.xyz,r1_C12H14N2O.xyz,2.7506445094013876,2.4991404615787403
2579,TS_ts_guess_0-3VBj_template_4-11_12-13.xyz,63,34,29,r0_C13H16N2O3.xyz,r1_C12H14N2O.xyz,2.468402290267938,2.4897681734249875
2581,TS_ts_guess_chjjOp_template_4-14_6-13.xyz,61,24,37,r1_C10H11NO2.xyz,r0_C16F2H17NO.xyz,2.520539430637815,2.730893424174585
2582,TS_ts_guess_38KTbN_template_3-23_5-12.xyz,46,21,25,r0_C8H9NO3.xyz,r1_C11F9H5.xyz,2.028792018985682,2.7072731777380725
2583,TS_ts_guess_dbY9Db_template_3-21_5-12.xyz,46,21,25,r0_C8H9NO3.xyz,r1_C11F9H5.xyz,2.0342459325017708,2.717398433520561
2584,TS_ts_guess_4P44Ts_template_4-17_12-16.xyz,55,29,26,r1_C12H13N3O.xyz,r0_BrC10ClH14.xyz,2.3958816572610595,2.436827756777241
2585,TS_ts_guess_UYhBla_template_4-17_12-16.xyz,55,29,26,r1_C12H13N3O.xyz,r0_BrC10ClH14.xyz,2.50993686783154,2.3609771356156752
2586,TS_ts_guess_on2jo8_template_4-25_10-14.xyz,62,29,33,r0_C11H15NO2.xyz,r1_C17H13N3.xyz,2.207040285767344,2.430774161064742
2587,TS_ts_guess_ZSYlpp_template_19-29_20-21.xyz,62,40,22,r0_C18FH19O2.xyz,r1_C8H10N2O2.xyz,2.2891068958438794,2.309206927865063
2588,TS_ts_guess_Pm00aF_template_19-26_20-21.xyz,62,40,22,r0_C18FH19O2.xyz,r1_C8H10N2O2.xyz,2.299793131762072,2.444498993454488
2589,TS_ts_guess_5UDqi0_template_4-30_11-22.xyz,60,42,18,r0_C15H20N4O3.xyz,r1_C8H7NO2.xyz,2.5773118637060595,2.4956148215820484
2590,TS_ts_guess_sXzCyG_template_4-9_19-20.xyz,60,42,18,r0_C15H20N4O3.xyz,r1_C8H7NO2.xyz,2.5443568733375437,2.3615199383659666
2591,TS_ts_guess_fRJmfS_template_4-9_19-20.xyz,60,42,18,r0_C15H20N4O3.xyz,r1_C8H7NO2.xyz,2.5149149697355573,2.335744816027641
2592,TS_ts_guess_tuIZwb_template_4-30_11-22.xyz,60,42,18,r0_C15H20N4O3.xyz,r1_C8H7NO2.xyz,2.5365278848063153,2.635439433073733
2593,TS_ts_guess_65RwEQ_template_4-22_6-13.xyz,41,21,20,r1_C6H8N4O3.xyz,r0_Br2C6H8N2O2.xyz,2.329057166516099,2.4088350601483697
2594,TS_ts_guess_kfdPkq_template_4-16_6-13.xyz,41,21,20,r1_C6H8N4O3.xyz,r0_Br2C6H8N2O2.xyz,2.2165850576280626,2.5030471308786817
2595,TS_ts_guess_aXzMgn_template_4-23_11-16.xyz,51,31,20,r0_C10H15NO5.xyz,r1_BrC8F3H8.xyz,2.4592137744815927,2.3288593821439716
2596,TS_ts_guess_CVibj-_template_4-26_11-16.xyz,51,31,20,r0_C10H15NO5.xyz,r1_BrC8F3H8.xyz,2.387864654749092,2.560636285340032
2597,TS_ts_guess_KCEezC_template_4-18_10-17.xyz,54,28,26,r0_C9H11N3O5.xyz,r1_C10F3H11O2.xyz,2.3571909258691806,2.3500193557713507
2598,TS_ts_guess_socYtN_template_4-18_10-17.xyz,54,28,26,r0_C9H11N3O5.xyz,r1_C10F3H11O2.xyz,2.3636489139675554,2.33275406644164
2599,TS_5wkmlE_hl_ad_4-29_12-16.xyz,51,28,23,r1_C11H12N2O3.xyz,r0_BrC12H9O.xyz,2.4134340350007495,2.487746476673216
2600,TS_ts_guess_Rfip_w_template_4-23_12-16.xyz,51,28,23,r1_C11H12N2O3.xyz,r0_BrC12H9O.xyz,2.547716789244833,2.267461278809409
2601,TS_ts_guess_wLhM4f_template_4-28_12-16.xyz,51,28,23,r1_C11H12N2O3.xyz,r0_BrC12H9O.xyz,2.3605859451839493,2.586226400008321
2602,TS_IzAacI_hl_ad_4-29_12-16.xyz,51,28,23,r1_C11H12N2O3.xyz,r0_BrC12H9O.xyz,2.351205855896076,2.4502291813828356
2603,TS_ts_guess_W2OBeg_template_4-15_9-14.xyz,47,25,22,r0_C8H11NO5.xyz,r1_BrC10ClH8N2.xyz,2.772672357672287,2.3888832261121515
2604,TS_ts_guess_TP6o6v_template_4-15_9-14.xyz,47,25,22,r0_C8H11NO5.xyz,r1_BrC10ClH8N2.xyz,2.616354370206758,2.6541015519757343
2605,TS_ts_guess_PglG3T_template_4-20_12-19.xyz,59,33,26,r0_C15H14N2O2.xyz,r1_C11FH11N2O.xyz,2.2927156104061406,2.1733566660582886
2606,TS_ts_guess_hIZbHc_template_4-20_12-19.xyz,59,33,26,r0_C15H14N2O2.xyz,r1_C11FH11N2O.xyz,2.5535939630450257,2.117607582013249
2608,TS_ts_guess_pvU8FJ_template_4-16_6-15.xyz,56,25,31,r0_C7H10N2O6.xyz,r1_C12F2H14O3.xyz,2.794389251732836,2.8305979255803884
2609,TS_ts_guess_cReVAK_template_4-16_10-15.xyz,60,30,30,r1_C9H15N3O3.xyz,r0_C12ClFH14O2.xyz,2.3753646122016723,2.513626692092523
2610,TS_ts_guess_-htniv_template_4-16_10-15.xyz,60,30,30,r1_C9H15N3O3.xyz,r0_C12ClFH14O2.xyz,2.376580760441353,2.469900786307013
2611,TS_ts_guess_gdkOlf_template_4-7_8-21.xyz,57,29,28,r0_C10H13N3O3.xyz,r1_C10Cl2H14O2.xyz,2.6105335249523227,2.54292337422896
2612,TS_ts_guess_v36UzW_template_4-7_8-21.xyz,57,29,28,r0_C10H13N3O3.xyz,r1_C10Cl2H14O2.xyz,2.366772041135352,2.412787864898197
2613,TS_ts_guess_k2_DKi_template_23-31_24-25.xyz,64,49,15,r1_C23H24O2.xyz,r0_C5H6N4.xyz,2.24820342871814,2.2685188096861792
2614,TS_ts_guess_KUyYzT_template_23-30_24-25.xyz,64,49,15,r1_C23H24O2.xyz,r0_C5H6N4.xyz,2.3240155000773983,2.1589224743144437
2617,TS_ts_guess_RGmmPc_template_3-28_5-18.xyz,56,33,23,r0_C16H15NO.xyz,r1_C9F6H8.xyz,2.179784058892073,2.584443130850435
2618,TS_8YNDkL_ll_ad_4-19_6-11.xyz,41,15,26,r1_C6H4N2O3.xyz,r0_Br2C14H10.xyz,2.3400372708356594,2.7713192747678854
2619,TS_ts_guess_Acrh-1_template_4-8_9-10.xyz,65,27,38,r0_C8H13N3O3.xyz,r1_C14H20O4.xyz,2.490516811707964,2.2824374911265375
2621,TS_ts_guess_lT7CCs_template_4-5_6-17.xyz,61,32,29,r1_C13H15NO3.xyz,r0_BrC11H17.xyz,2.2503640007341033,2.642264843500742
2622,TS_ts_guess_LmRgQG_template_4-5_6-17.xyz,61,32,29,r1_C13H15NO3.xyz,r0_BrC11H17.xyz,2.4268913023248486,2.763498927718265
2623,TS_ts_guess_g8pL9Z_template_2-9_19-21.xyz,57,41,16,r0_C21H19N.xyz,r1_C7F4H4O.xyz,2.5720661949879906,2.8476447359001793
2624,TS_ts_guess_18dGvo_template_2-9_20-21.xyz,57,41,16,r0_C21H19N.xyz,r1_C7F4H4O.xyz,2.3440894068912983,2.697362891807478
2625,TS_ts_guess_Qmqh4V_template_2-9_20-21.xyz,57,41,16,r0_C21H19N.xyz,r1_C7F4H4O.xyz,2.3602046075287624,2.6610346376174814
2626,TS_ts_guess_2JFhOX_template_2-9_16-21.xyz,57,41,16,r0_C21H19N.xyz,r1_C7F4H4O.xyz,2.259072624662607,3.2916248568298303
2627,TS_ts_guess_1fkj5A_template_4-24_13-16.xyz,54,28,26,r0_C12H12N2O2.xyz,r1_C14Cl2H10.xyz,2.449849000265119,2.1815497261579897
2628,TS_ts_guess_t_HhWJ_template_21-27_22-23.xyz,59,44,15,r1_C21FH21O.xyz,r0_C6H4N2O3.xyz,2.2281303790622307,2.2687566330040783
2629,TS_ts_guess_alOvkX_template_21-28_22-23.xyz,59,44,15,r1_C21FH21O.xyz,r0_C6H4N2O3.xyz,2.4430599085982316,2.1232326084063424
2630,TS_ts_guess_RWqbnn_template_4-12_10-11.xyz,53,18,35,r0_C5H7N3O3.xyz,r1_BrC13H17O4.xyz,2.3224591168414572,2.118172319524547
2631,TS_ts_guess_gNf674_template_4-12_10-11.xyz,53,18,35,r0_C5H7N3O3.xyz,r1_BrC13H17O4.xyz,2.3591697299261876,2.1599011465805558
2632,TS_ts_guess_yxQIht_template_4-11_17-23.xyz,62,40,22,r1_C18H18N2O2.xyz,r0_C8H10N2O2.xyz,2.2351166523025148,2.320989724514092
2633,TS_ts_guess_LfrOsO_template_4-23_7-14.xyz,47,23,24,r1_C8H9NO5.xyz,r0_C8F6H6O4.xyz,2.562447739252452,2.423270971723963
2634,TS_9HdfYz_ll_ad_4-21_11-13.xyz,63,27,36,r0_C8H14N2O3.xyz,r1_C20FH15.xyz,2.925788066487387,1.9599244519113486
2635,TS_ts_guess_opBANO_template_4-26_11-13.xyz,63,27,36,r0_C8H14N2O3.xyz,r1_C20FH15.xyz,2.4645223286876505,2.027936810381428
2636,TS_ts_guess_bHi_Rr_template_4-11_8-10.xyz,50,17,33,r1_C6H7NO3.xyz,r0_BrC13F3H14O2.xyz,2.604142341366923,2.494850157063546
2637,TS_ts_guess_rB1UOC_template_4-11_8-10.xyz,50,17,33,r1_C6H7NO3.xyz,r0_BrC13F3H14O2.xyz,2.8327344989956256,2.178984264973017
2638,TS_ts_guess_a484pZ_template_4-32_13-20.xyz,65,35,30,r1_C14H15N3O3.xyz,r0_C14H16.xyz,2.2492749498894082,2.618444725672093
2639,TS_ts_guess_P5weqP_template_4-27_13-20.xyz,65,35,30,r1_C14H15N3O3.xyz,r0_C14H16.xyz,2.245680724435243,2.449749139585521
2641,TS_ts_guess_ml0OfL_template_4-11_24-25.xyz,62,38,24,r0_C17H18N2O.xyz,r1_C10H10O4.xyz,2.6216556852493045,2.2811151659002222
2643,TS_ts_guess_5NsMt2_template_4-11_24-25.xyz,62,38,24,r0_C17H18N2O.xyz,r1_C10H10O4.xyz,2.6141171968563306,2.2823461672147807
2645,TS_ts_guess_ovjfcw_template_22-28_23-24.xyz,68,47,21,r1_C20H23NO3.xyz,r0_C7H12O2.xyz,2.538633135074858,2.456112920144349
2646,TS_ts_guess_GmWZYz_template_4-18_6-17.xyz,56,29,27,r1_C12H12N2O3.xyz,r0_C12ClH11N2O.xyz,2.3674345848196103,2.7750210417580616
2647,TS_ts_guess_CtGH8r_template_4-18_6-17.xyz,56,29,27,r1_C12H12N2O3.xyz,r0_C12ClH11N2O.xyz,2.424697717634097,2.7622099708204657
2648,TS_ts_guess_W739Ue_template_16-29_17-18.xyz,61,33,28,r1_C13H15NO4.xyz,r0_C9H13NO5.xyz,2.411693362681085,2.522059432566965
2649,TS_ts_guess_D7w0F8_template_16-24_17-18.xyz,61,33,28,r1_C13H15NO4.xyz,r0_C9H13NO5.xyz,2.618394146686094,2.3394493283249367
2650,TS_pIfxay_hl_ad_13-23_14-15.xyz,45,27,18,r1_BrC10Cl2H12NO.xyz,r0_C7H5N5O.xyz,2.406662584576409,2.297201666658807
2651,TS_YCAnJ4_hl_ad_13-21_14-15.xyz,45,27,18,r1_BrC10Cl2H12NO.xyz,r0_C7H5N5O.xyz,2.303374982281435,2.2712030935607674
2652,TS_ts_guess_zk2tL9_template_4-29_12-23.xyz,65,41,24,r1_C18H18N2O3.xyz,r0_C9H13NO.xyz,2.526025893256045,2.2916550778858493
2653,TS_ts_guess_7kjuJ7_template_4-33_12-23.xyz,65,41,24,r1_C18H18N2O3.xyz,r0_C9H13NO.xyz,2.2624927818006406,2.604921039820593
2654,TS_ts_guess_KDGQK4_template_3-9_5-8.xyz,46,11,35,r0_C4H3N3O.xyz,r1_Br2C16H16O.xyz,2.6548059578432466,3.49220108484606
2655,TS_ts_guess_XEBe0C_template_3-9_5-8.xyz,46,11,35,r0_C4H3N3O.xyz,r1_Br2C16H16O.xyz,2.4585375606852136,2.5875416051727558
2656,TS_ts_guess_Qjb9XV_template_4-13_8-12.xyz,64,20,44,r1_C7H8N4O.xyz,r0_C22H21N.xyz,2.374748386419075,2.5180867852597935
2657,TS_ts_guess_AsCBtJ_template_4-13_8-12.xyz,64,20,44,r1_C7H8N4O.xyz,r0_C22H21N.xyz,2.3507343216535554,2.4606654906955554
2658,TS_ts_guess_Kk-5LV_template_4-18_12-17.xyz,69,33,36,r0_C13H16N2O2.xyz,r1_C13H20O3.xyz,2.375287516786126,2.556682878849076
2659,TS_ts_guess_pR38rl_template_4-18_12-17.xyz,69,33,36,r0_C13H16N2O2.xyz,r1_C13H20O3.xyz,2.3797914182759796,2.553972762286238
2660,TS_ts_guess_IRQSlT_template_4-7_8-9.xyz,59,24,35,r1_C7H10N4O3.xyz,r0_C14ClH17O3.xyz,2.459024121902834,2.188949300874737
2661,TS_ts_guess_JftckN_template_4-7_8-9.xyz,59,24,35,r1_C7H10N4O3.xyz,r0_C14ClH17O3.xyz,2.6354710334966693,2.3447475191158644
2662,TS_ts_guess_gsGbYK_template_4-31_12-23.xyz,54,41,13,r0_C18H18N2O3.xyz,r1_C6Cl2H4O.xyz,2.40952188718011,2.4557734261938746
2663,TS_ts_guess_3uoJfS_template_4-30_12-23.xyz,54,41,13,r0_C18H18N2O3.xyz,r1_C6Cl2H4O.xyz,2.426060851029916,2.4967925629094623
2664,TS_zLFjhm_hl_ad_19-27_20-21.xyz,60,36,24,r1_C13F6H15NO.xyz,r0_C8H13NO2.xyz,2.6237586438542704,2.248768638455277
2665,TS_ts_guess_0bPV5h_template_19-28_20-21.xyz,60,36,24,r1_C13F6H15NO.xyz,r0_C8H13NO2.xyz,2.182502509987102,2.65889712583996
2666,TS_ts_guess_3wsaWY_template_4-34_6-19.xyz,62,34,28,r1_C16H15NO2.xyz,r0_C14H12O2.xyz,2.4859059785317705,2.5781870364075603
2667,TS_ts_guess_OoahDt_template_4-34_6-19.xyz,62,34,28,r1_C16H15NO2.xyz,r0_C14H12O2.xyz,2.6004995181118566,2.6661820167797994
2668,TS_ts_guess_a-Ucdy_template_4-31_6-19.xyz,62,34,28,r1_C16H15NO2.xyz,r0_C14H12O2.xyz,2.2902451571392963,3.444128359991828
2669,TS_ts_guess_zGRKfv_template_4-28_6-19.xyz,62,34,28,r1_C16H15NO2.xyz,r0_C14H12O2.xyz,2.5622035237466987,2.9080236527580037
2671,TS_ts_guess_5OrBGt_template_4-24_10-17.xyz,65,34,31,r0_C15H17NO.xyz,r1_C12H14N2O3.xyz,2.4156261505456507,2.0261387705189398
2672,TS_ts_guess_x9HIMF_template_4-5_6-7.xyz,62,17,45,r1_C4H7N5O.xyz,r0_C19H21N3O2.xyz,2.1308372863970635,2.139426165564028
2673,TS_ts_guess_lUSM8S_template_4-5_6-7.xyz,62,17,45,r1_C4H7N5O.xyz,r0_C19H21N3O2.xyz,2.1152661799877577,2.071042400652386
2674,TS_ts_guess_TfIuSa_template_4-13_6-12.xyz,50,24,26,r0_C7H12N2O3.xyz,r1_C10Cl2F6H8.xyz,2.4652399540207033,2.8259012697721766
2675,TS_ts_guess_Xim7Mf_template_4-13_6-12.xyz,50,24,26,r0_C7H12N2O3.xyz,r1_C10Cl2F6H8.xyz,2.227369103202251,2.904986224098145
2678,TS_ts_guess_va58TP_template_4-25_10-17.xyz,51,29,22,r1_C11H12N2O4.xyz,r0_C8F6H6O2.xyz,2.3822871471969957,2.3362028757366087
2679,TS_ts_guess_54yio1_template_18-24_19-20.xyz,65,37,28,r1_C15H17NO4.xyz,r0_C12H14O2.xyz,2.6553539859498962,2.5440759048621175
2680,TS_ts_guess_L71Zj8_template_18-31_19-20.xyz,65,37,28,r1_C15H17NO4.xyz,r0_C12H14O2.xyz,2.523038032808859,2.5976779545778954
2681,TS_ts_guess_54j1z__template_21-30_22-23.xyz,60,42,18,r0_C15F3H19N2O3.xyz,r1_C6H8N2O2.xyz,2.496004849394328,2.4723653415504754
2682,TS_ts_guess_7jc_3b_template_21-28_22-23.xyz,60,42,18,r0_C15F3H19N2O3.xyz,r1_C6H8N2O2.xyz,2.570082529920002,2.38465525342763
2683,TS_ts_guess_2db0MY_template_4-17_9-16.xyz,52,26,26,r0_C9H10N2O5.xyz,r1_C10Cl2FH11O2.xyz,2.6625268814605425,2.4793446415938227
2684,TS_ts_guess_Vmj9aC_template_4-17_9-16.xyz,52,26,26,r0_C9H10N2O5.xyz,r1_C10Cl2FH11O2.xyz,2.4911217255886955,2.555568515731871
2685,TS_ts_guess_CZ0ptl_template_4-28_10-21.xyz,60,38,22,r1_C15H17NO5.xyz,r0_C9H9NO3.xyz,2.469725751981381,2.3297946791080113
2686,TS_ts_guess_N8SFg1_template_4-27_10-21.xyz,60,38,22,r1_C15H17NO5.xyz,r0_C9H9NO3.xyz,2.3451364555181007,2.634254254964771
2687,TS_ts_guess__DVDxW_template_21-29_22-23.xyz,62,44,18,r0_C22H21N.xyz,r1_C9H5N3O.xyz,2.4114298092832818,2.3708647932347384
2688,TS_ts_guess_UXC3IG_template_21-31_22-23.xyz,62,44,18,r0_C22H21N.xyz,r1_C9H5N3O.xyz,2.711247131948691,2.326094272401701
2689,TS_ts_guess_03Q4_4_template_4-27_10-17.xyz,61,31,30,r0_C10H14N2O5.xyz,r1_C14H13NO2.xyz,2.737164822950931,2.2266557785162933
2690,TS_ts_guess_DP0okS_template_4-29_10-17.xyz,61,31,30,r0_C10H14N2O5.xyz,r1_C14H13NO2.xyz,2.2549811269276736,2.8116493025091165
2691,TS_ts_guess_lbEjjo_template_15-27_16-17.xyz,61,30,31,r1_C14H13NO2.xyz,r0_C10H14N2O5.xyz,2.570477903931485,2.249750229269907
2692,TS_ts_guess_HSTp8N_template_15-25_16-17.xyz,61,30,31,r1_C14H13NO2.xyz,r0_C10H14N2O5.xyz,2.42852603016727,2.361429786104173
2693,TS_ts_guess_P4WSp5_template_4-12_6-11.xyz,64,22,42,r0_C6H11N3O2.xyz,r1_C22H18N2.xyz,2.2081363657392172,2.7714940453661447
2694,TS_ts_guess_EWU6Qu_template_4-12_6-11.xyz,64,22,42,r0_C6H11N3O2.xyz,r1_C22H18N2.xyz,2.158197679870868,2.7675410416830317
2695,TS_ts_guess_SQ6b9e_template_4-16_10-15.xyz,54,24,30,r0_C8H9N5O2.xyz,r1_C11F6H12O.xyz,2.4403129105506123,2.2735462521356364
2696,TS_ts_guess_XzQScy_template_4-16_10-15.xyz,54,24,30,r0_C8H9N5O2.xyz,r1_C11F6H12O.xyz,2.3191600011210953,2.5599754087295445
2697,TS_ts_guess_mh0aqc_template_4-25_12-18.xyz,57,33,24,r0_C13H15NO4.xyz,r1_BrC9H12NO.xyz,2.6113610727932666,2.5438139684733234
2698,TS_ts_guess_qYfMSa_template_4-28_12-18.xyz,57,33,24,r0_C13H15NO4.xyz,r1_BrC9H12NO.xyz,2.5821255927820395,2.5621995932011226
2699,TS_ts_guess_cWa_ex_template_4-13_6-12.xyz,51,23,28,r1_C7H11N3O2.xyz,r0_Br2C11H14O.xyz,2.2408940275256213,2.890472033371021
2700,TS_ts_guess_FhOLSL_template_4-13_6-12.xyz,51,23,28,r1_C7H11N3O2.xyz,r0_Br2C11H14O.xyz,2.357547196834032,2.765422781239787
2701,TS_ts_guess_GXOSOO_template_2-5_6-7.xyz,50,20,30,r0_C8H8N4.xyz,r1_BrC14Cl2H13.xyz,2.0161875658033406,2.3126500234363174
2702,TS_nbaJO0_ll_ad_2-5_6-7.xyz,50,20,30,r0_C8H8N4.xyz,r1_BrC14Cl2H13.xyz,1.9450993171815163,2.1964184367738313
2703,TS_ts_guess_zHQjVF_template_18-22_19-20.xyz,60,39,21,r0_C14ClH19N2O3.xyz,r1_C9H8N2O2.xyz,2.392242398796577,2.1507936255717333
2704,TS_ts_guess_sLmaZN_template_18-32_19-20.xyz,60,39,21,r0_C14ClH19N2O3.xyz,r1_C9H8N2O2.xyz,2.117665702111643,2.419504279578774
2705,TS_ts_guess_Q7pGdv_template_4-9_6-8.xyz,50,15,35,r1_C4H7N3O.xyz,r0_Br2C16H16O.xyz,2.256913686896333,2.639142151438607
2706,TS_ts_guess_RZ064m_template_4-9_6-8.xyz,50,15,35,r1_C4H7N3O.xyz,r0_Br2C16H16O.xyz,2.6316014309541633,2.676952367637497
2707,TS_ts_guess_bYRLsh_template_4-30_10-18.xyz,64,32,32,r1_C10H14N2O6.xyz,r0_C15H16O.xyz,2.4159524004623933,2.526798292582928
2708,TS_ts_guess_4i3HEt_template_4-27_10-18.xyz,64,32,32,r1_C10H14N2O6.xyz,r0_C15H16O.xyz,2.662292143266775,2.517782322481433
2709,TS_ts_guess_LUsw2t_template_4-28_9-20.xyz,51,35,16,r0_C14H15NO5.xyz,r1_C8Cl3H5.xyz,2.1072539568594957,2.423875820870368
2710,TS_ts_guess_haC5No_template_4-23_9-20.xyz,51,35,16,r0_C14H15NO5.xyz,r1_C8Cl3H5.xyz,2.334849319742068,2.224028056185443
2711,TS_ts_guess_bf63YM_template_4-29_13-20.xyz,65,37,28,r0_C15H17NO4.xyz,r1_C11H14O3.xyz,2.3073347272773406,2.4251238857221296
2712,TS_ts_guess_Fpslqn_template_4-30_13-20.xyz,65,37,28,r0_C15H17NO4.xyz,r1_C11H14O3.xyz,2.4019514951389005,2.224795177516348
2713,TS_ts_guess_OgfCV4_template_3-10_7-9.xyz,67,17,50,r1_C6H8N2O.xyz,r0_C24H24O2.xyz,2.4756635188773126,2.117268645259737
2714,TS_ts_guess_YEB2Sq_template_3-10_7-9.xyz,67,17,50,r1_C6H8N2O.xyz,r0_C24H24O2.xyz,2.6459888883175613,2.0867810969768734
2715,TS_ts_guess_1jdVev_template_17-29_18-19.xyz,67,35,32,r1_C13FH16N3O2.xyz,r0_C13H17NO.xyz,2.377165549346532,2.3373334844005464
2716,TS_ts_guess_5sQ5h4_template_17-26_18-19.xyz,67,35,32,r1_C13FH16N3O2.xyz,r0_C13H17NO.xyz,2.3789979876830496,2.7288497799805693
2717,TS_ts_guess_9eCkjl_template_15-24_16-17.xyz,59,32,27,r1_C12ClH15O4.xyz,r0_C12H11NO3.xyz,2.0672277224824556,2.466325409470535
2718,TS_ts_guess_1ly3Qn_template_15-27_16-17.xyz,59,32,27,r1_C12ClH15O4.xyz,r0_C12H11NO3.xyz,2.249298157137021,2.159348038320826
2719,TS_m5WrGE_ll_ad_4-6_7-22.xyz,69,36,33,r0_C14H18N2O2.xyz,r1_C13H17NO2.xyz,2.3444058227405935,2.442728904053826
2720,TS_ts_guess_9wSOTu_template_4-6_7-22.xyz,69,36,33,r0_C14H18N2O2.xyz,r1_C13H17NO2.xyz,2.1825841378054593,2.5534154094467287
2721,TS_ts_guess__GwiC8_template_4-21_9-20.xyz,59,35,24,r0_C14H15NO5.xyz,r1_C10F3H10N.xyz,2.431171425239283,2.3839893980678677
2722,TS_ts_guess_sZZeXH_template_4-21_9-20.xyz,59,35,24,r0_C14H15NO5.xyz,r1_C10F3H10N.xyz,2.27031355537071,2.3447611821462746
2723,TS_ts_guess_LNcAW5_template_3-13_7-12.xyz,56,15,41,r0_C7H3N3O2.xyz,r1_C21ClH18N.xyz,2.481319477274137,2.648325701230874
2724,TS_ts_guess_fASDrK_template_3-13_7-12.xyz,56,15,41,r0_C7H3N3O2.xyz,r1_C21ClH18N.xyz,2.6240003648437242,2.4656789865268345
2725,TS_ts_guess_CDNVUe_template_18-25_19-20.xyz,61,35,26,r1_C14H15N3O3.xyz,r0_C12H11NO2.xyz,2.6274778441121063,2.273854522391439
2726,TS_ts_guess_DJffO-_template_18-31_19-20.xyz,61,35,26,r1_C14H15N3O3.xyz,r0_C12H11NO2.xyz,2.2030275326468347,2.7280107066138872
2727,TS_ts_guess_wTq3sl_template_4-14_9-13.xyz,62,23,39,r1_C8H10N2O3.xyz,r0_C18H17N3O.xyz,2.490882613251777,2.676320691901477
2728,TS_ts_guess_J3hNl4_template_4-14_9-13.xyz,62,23,39,r1_C8H10N2O3.xyz,r0_C18H17N3O.xyz,2.722146492072018,2.3541430023259
2729,TS_ts_guess_S771Pi_template_19-29_20-21.xyz,63,41,22,r0_C14FH20N3O3.xyz,r1_C10H9NO2.xyz,2.535170599565244,2.4057808698424727
2730,TS_ts_guess_6-0U-l_template_19-27_20-21.xyz,63,41,22,r0_C14FH20N3O3.xyz,r1_C10H9NO2.xyz,2.473874093582776,2.5925119807823465
2731,TS_ts_guess_0T2QcH_template_4-22_12-21.xyz,61,35,26,r1_C17H14N2O2.xyz,r0_C12H11N3.xyz,2.7378836478382347,2.5483457627841632
2732,TS_ts_guess_qti6YV_template_4-22_12-21.xyz,61,35,26,r1_C17H14N2O2.xyz,r0_C12H11N3.xyz,2.78199226456509,2.782073239402586
2733,TS_ts_guess_Io7L9__template_16-25_17-18.xyz,48,33,15,r0_Br2C12H15NO3.xyz,r1_C4H7NO3.xyz,2.0008813802172285,2.427665751663519
2734,TS_ts_guess_HrzS4v_template_16-20_17-18.xyz,48,33,15,r0_Br2C12H15NO3.xyz,r1_C4H7NO3.xyz,2.3337971115330487,1.917978770476879
2735,TS_ts_guess_whwC1Z_template_10-22_11-12.xyz,72,28,44,r0_C11H16O.xyz,r1_C22H21N.xyz,2.54813034356565,2.6393645995390633
2736,TS_ts_guess_T71DDC_template_10-27_11-12.xyz,72,28,44,r0_C11H16O.xyz,r1_C22H21N.xyz,2.309292283666145,2.7052932356770496
2737,TS_ts_guess_me7jKO_template_3-19_11-18.xyz,72,33,39,r0_C16H15NO.xyz,r1_C17H22.xyz,2.662150806716254,2.0170983501307016
2738,TS_ts_guess_sVFAqJ_template_3-19_11-18.xyz,72,33,39,r0_C16H15NO.xyz,r1_C17H22.xyz,2.5606390534200627,2.1570394021899553
2739,TS_ts_guess_36v_mB_template_3-30_11-18.xyz,59,32,27,r1_C15H14N2O.xyz,r0_BrC13H13.xyz,2.3315114492963573,2.204568629142672
2740,TS_ts_guess_HOQo7a_template_3-25_11-18.xyz,59,32,27,r1_C15H14N2O.xyz,r0_BrC13H13.xyz,2.3769806495215735,2.00006647044542
2741,TS_ts_guess_QETJ9N_template_20-32_21-22.xyz,67,44,23,r0_C18H22N2O2.xyz,r1_C6H11N3O3.xyz,2.1081541436526887,2.399862071890799
2742,TS_ts_guess_1TD3va_template_20-25_21-22.xyz,67,44,23,r0_C18H22N2O2.xyz,r1_C6H11N3O3.xyz,2.2703149914714476,2.345128773031451
