rxn_id,fold,scaffold
2923,2,CC(=O)C1(C(C)=O)C#CC(c2ccccc2)(c2ccccc2)CCCC1.C[C-](C#N)[NH+]=Cc1ccccc1
2924,2,CC(=O)C1(C(C)=O)C#CC(c2ccccc2)(c2ccccc2)CCCC1.C[C-](C#N)[NH+]=Cc1ccccc1
2925,3,CNC(=O)c1oc(=O)[c-](-c2ccccc2)[o+]1.COC1(Br)C#CC(C(C)=O)(C(C)=O)CCCC1
2926,3,CNC(=O)c1oc(=O)[c-](-c2ccccc2)[o+]1.COC1(Br)C#CC(C(C)=O)(C(C)=O)CCCC1
2927,4,CNC(=O)C(C)=[O+][C-](C(C)=O)C(=O)OC.COC(=O)C1C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
2928,4,CNC(=O)C(C)=[O+][C-](C(C)=O)C(=O)OC.COC(=O)C1C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
2929,0,CC1(C(F)(F)F)C#CC(C#N)(C#N)CCCC1.c1ccc([N-][NH+]=C(c2ccccc2)c2ccccc2)cc1
2930,0,CC1(C(F)(F)F)C#CC(C#N)(C#N)CCCC1.c1ccc([N-][NH+]=C(c2ccccc2)c2ccccc2)cc1
2931,1,CNC(=O)C(C)=[NH+][N-]c1ccccc1.CNC(=O)C1(OC)C#CC(C(=O)OC)(C(=O)OC)CCCC1
2932,1,CNC(=O)C(C)=[NH+][N-]c1ccccc1.CNC(=O)C1(OC)C#CC(C(=O)OC)(C(=O)OC)CCCC1
2933,2,COC(=O)C1(OC)C#CC(c2ccccc2)(c2ccccc2)CCCC1.COC(=O)[c-]1c(=O)on[n+]1C
2934,2,COC(=O)C1(OC)C#CC(c2ccccc2)(c2ccccc2)CCCC1.COC(=O)[c-]1c(=O)on[n+]1C
2936,2,CC(=O)C(C(C)=O)=C(C(C)=O)C(F)(F)F.COC(=O)C(=[NH+][C-](C(=O)OC)c1ccccc1)C(=O)OC
2938,3,CNC(=O)C(C(C)=O)=[N+](C)[C-](C(=O)NC)C(=O)OC.FC1(F)C#CC(Cl)(Br)CCCC1
2939,3,COC(=O)C#[N+][C-](C(=O)OC)c1ccccc1.FC1C#CC(c2ccccc2)(c2ccccc2)CCCC1
2940,3,COC(=O)C#[N+][C-](C(=O)OC)c1ccccc1.FC1C#CC(c2ccccc2)(c2ccccc2)CCCC1
2941,4,CC1(Cl)C#CC(Br)(Br)CCCC1.CNC(=O)[C-](c1ccccc1)[N+](C)=C(C)C
2942,4,CC1(Cl)C#CC(Br)(Br)CCCC1.CNC(=O)[C-](c1ccccc1)[N+](C)=C(C)C
2943,0,CC1C#CC(c2ccccc2)(c2ccccc2)CCCC1.CNC(=O)C(=[NH+][C-](C)C(=O)OC)C(=O)NC
2944,0,CC1C#CC(c2ccccc2)(c2ccccc2)CCCC1.CNC(=O)C(=[NH+][C-](C)C(=O)OC)C(=O)NC
2947,1,COC(=O)[C-](C(C)=O)[N+](C)=C(C)C#N.COC1(OC)C#CC(Br)(c2ccccc2)CCCC1
2948,1,COC(=O)[C-](C(C)=O)[N+](C)=C(C)C#N.COC1(OC)C#CC(Br)(c2ccccc2)CCCC1
2951,2,CC(=O)[C-]([NH+]=C(c1ccccc1)c1ccccc1)c1ccccc1.CNC(=O)C1=C(C(C)=O)C2CCC1C2
2952,2,CC(=O)[C-]([NH+]=C(c1ccccc1)c1ccccc1)c1ccccc1.CNC(=O)C1=C(C(C)=O)C2CCC1C2
2953,3,COC(=O)C1(C(=O)OC)C#CC(Br)(C(C)=O)CCCC1.[CH2-][N+](C)=C(C(C)=O)c1ccccc1
2954,3,COC(=O)C1(C(=O)OC)C#CC(Br)(C(C)=O)CCCC1.[CH2-][N+](C)=C(C(C)=O)c1ccccc1
2955,4,CNC(=O)[c-]1c(=O)oc(-c2ccccc2)[n+]1C.COC1(OC)C#CC(Br)(C(C)=O)CCCC1
2956,4,CNC(=O)[c-]1c(=O)oc(-c2ccccc2)[n+]1C.COC1(OC)C#CC(Br)(C(C)=O)CCCC1
2957,0,COC(=O)C(C#N)=[NH+][C-](C(=O)OC)c1ccccc1.FC1(Br)C#CC(Cl)(Cl)CCCC1
2958,0,COC(=O)C(C#N)=[NH+][C-](C(=O)OC)c1ccccc1.FC1(Br)C#CC(Cl)(Cl)CCCC1
2959,4,COC(=O)C(C#N)=[O+][N-]c1ccccc1.COC(=O)C1(Cl)C#CC(C(=O)OC)(C(=O)OC)CCCC1
2961,1,CC(=O)[CH-][N+](C)=C(C)c1ccccc1.COC(=O)C1(OC)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
2962,1,CC(=O)[CH-][N+](C)=C(C)c1ccccc1.COC(=O)C1(OC)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
2963,2,CC(=O)C1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1.C[C-]([N+]#N)c1ccccc1
2964,2,CC(=O)C1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1.C[C-]([N+]#N)c1ccccc1
2967,0,CC(=O)/C(=C(\C(C)=O)c1ccccc1)c1ccccc1.CNC(=O)[C-]([O+]=C(C)c1ccccc1)C(=O)NC
2969,1,COC1(c2ccccc2)C#CC(Cl)(Cl)CCCC1.C[N+]([CH-]C#N)=C(c1ccccc1)c1ccccc1
2971,2,CC(=O)C#[N+][C-](C#N)C(C)=O.CNC(=O)C1(c2ccccc2)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
2972,3,COC(=O)C(C(=O)OC)=[N+](C)[C-](C)C.COC1(F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
2973,3,COC(=O)C(C(=O)OC)=[N+](C)[C-](C)C.COC1(F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
2974,4,CC(=O)[C-]([O+]=C(C#N)c1ccccc1)C(C)=O.COC(=O)C1(C(=O)OC)C#CC(OC)(OC)CCCC1
2975,4,CC(=O)[C-]([O+]=C(C#N)c1ccccc1)C(C)=O.COC(=O)C1(C(=O)OC)C#CC(OC)(OC)CCCC1
2976,0,CNC(=O)C1(OC)C#CC(c2ccccc2)(c2ccccc2)CCCC1.COC(=O)[C-](C#N)[N+]#CC(C)=O
2977,0,CNC(=O)C1(OC)C#CC(c2ccccc2)(c2ccccc2)CCCC1.COC(=O)[C-](C#N)[N+]#CC(C)=O
2978,3,C1#CC(c2ccccc2)(c2ccccc2)CCCCC1(c1ccccc1)c1ccccc1.C[CH-][N+]#CC(C)=O
2979,1,CNC(=O)C1C#CC(Br)(Br)CCCC1.CNC(=O)[N-][NH+]=C(C(=O)NC)C(=O)OC
2980,1,CNC(=O)C1C#CC(Br)(Br)CCCC1.CNC(=O)[N-][NH+]=C(C(=O)NC)C(=O)OC
2981,2,CC(=O)C1(C(C)=O)C#CC(Br)(C(F)(F)F)CCCC1.COC(=O)[C-]([N+]#CC(C)=O)C(=O)OC
2982,2,CC(=O)C1(C(C)=O)C#CC(Br)(C(F)(F)F)CCCC1.COC(=O)[C-]([N+]#CC(C)=O)C(=O)OC
2983,3,CC1(C(F)(F)F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1.COC(=O)C(C#N)=[NH+][C-](C(C)=O)C(C)=O
2984,3,CC1(C(F)(F)F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1.COC(=O)C(C#N)=[NH+][C-](C(C)=O)C(C)=O
2985,4,COC(=O)C(=[NH+][C-](c1ccccc1)c1ccccc1)c1ccccc1.COC1=C(C(F)(F)F)C2CCC1C2
2986,4,COC(=O)C(=[NH+][C-](c1ccccc1)c1ccccc1)c1ccccc1.COC1=C(C(F)(F)F)C2CCC1C2
2987,4,CNC(=O)C(C)=[NH+][C-](c1ccccc1)c1ccccc1.COC1(OC)C#CC(c2ccccc2)CCCC1
2989,0,CNC(=O)C(C(=O)OC)=[N+](C)[C-](C#N)C(=O)NC.FC(F)(F)C1(Cl)C#CC(Cl)(Cl)CCCC1
2990,0,CNC(=O)C(C(=O)OC)=[N+](C)[C-](C#N)C(=O)NC.FC(F)(F)C1(Cl)C#CC(Cl)(Cl)CCCC1
2991,0,BrC1=C(Br)C2CCC1C2.CNC(=O)C(=[NH+][C-](C(=O)OC)c1ccccc1)C(=O)OC
2992,1,CC(=O)C1(C(C)=O)C#CC(Cl)(C(F)(F)F)CCCC1.COC(=O)[C-](C)[N+](C)=C(C#N)c1ccccc1
2993,1,CC(=O)C1(C(C)=O)C#CC(Cl)(C(F)(F)F)CCCC1.COC(=O)[C-](C)[N+](C)=C(C#N)c1ccccc1
2994,2,CNC(=O)C(C(C)=O)=[N+](C)[C-](c1ccccc1)c1ccccc1.ClC1(Br)C#CCCCCC1
2995,2,CNC(=O)C(C(C)=O)=[N+](C)[C-](c1ccccc1)c1ccccc1.ClC1(Br)C#CCCCCC1
2996,3,COC(=O)C(C#N)=[NH+][C-](c1ccccc1)c1ccccc1.COC1(F)C#CC(C(C)=O)(C(C)=O)CCCC1
2997,3,COC(=O)C(C#N)=[NH+][C-](c1ccccc1)c1ccccc1.COC1(F)C#CC(C(C)=O)(C(C)=O)CCCC1
2999,1,CNC(=O)C(C(=O)OC)=[N+](C)[C-](C)C(=O)OC.COC1(OC)C#CC(C#N)(c2ccccc2)CCCC1
3000,4,CC(=O)C1(Br)C#CC(C(C)=O)(C(C)=O)CCCC1.COC(=O)[c-]1[nH+]c(-c2ccccc2)oc1=O
3001,4,CC(=O)C1(Br)C#CC(C(C)=O)(C(C)=O)CCCC1.COC(=O)[c-]1[nH+]c(-c2ccccc2)oc1=O
3002,0,CNC(=O)[C-]([O+]=C(C(=O)OC)c1ccccc1)C(=O)NC.COC1(OC)C#CC(C)(C(C)=O)CCCC1
3003,0,CNC(=O)[C-]([O+]=C(C(=O)OC)c1ccccc1)C(=O)NC.COC1(OC)C#CC(C)(C(C)=O)CCCC1
3004,1,CC(=O)C1(C(F)(F)F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1.COC(=O)C(=[NH+][CH-]C(C)=O)C(C)=O
3005,1,CC(=O)C1(C(F)(F)F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1.COC(=O)C(=[NH+][CH-]C(C)=O)C(C)=O
3006,2,CC1(C#N)C#CC(c2ccccc2)(c2ccccc2)CCCC1.N#CC(=[O+][CH-]c1ccccc1)c1ccccc1
3007,2,CC1(C#N)C#CC(c2ccccc2)(c2ccccc2)CCCC1.N#CC(=[O+][CH-]c1ccccc1)c1ccccc1
3008,3,CC(=O)[C-]([N+]#Cc1ccccc1)c1ccccc1.COC1(F)C#CC(Br)(Br)CCCC1
3009,3,CC(=O)[C-]([N+]#Cc1ccccc1)c1ccccc1.COC1(F)C#CC(Br)(Br)CCCC1
3010,4,CNC(=O)C1(Br)C#CC(Br)(Br)CCCC1.[CH2-][N+](C)=C(C(C)=O)C(=O)OC
3011,4,CNC(=O)C1(Br)C#CC(Br)(Br)CCCC1.[CH2-][N+](C)=C(C(C)=O)C(=O)OC
3012,0,CNC(=O)C1(C(=O)NC)C#CC(Br)(OC)CCCC1.COC(=O)[N-][NH+]=C(C(C)=O)C(=O)OC
3013,0,CNC(=O)C1(C(=O)NC)C#CC(Br)(OC)CCCC1.COC(=O)[N-][NH+]=C(C(C)=O)C(=O)OC
3014,1,CNC(=O)[C-]([NH+]=C(c1ccccc1)c1ccccc1)C(=O)OC.COC1(OC)C#CC(C)(C#N)CCCC1
3015,1,CNC(=O)[C-]([NH+]=C(c1ccccc1)c1ccccc1)C(=O)OC.COC1(OC)C#CC(C)(C#N)CCCC1
3016,2,CNC(=O)C(=[NH+][C-](c1ccccc1)c1ccccc1)C(=O)OC.COC(=O)C1=C(C(=O)OC)C2CCC1C2
3017,2,COC(=O)C1(C(C)=O)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1.N#CC(=[O+][C-](C#N)C#N)c1ccccc1
3018,2,COC(=O)C1(C(C)=O)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1.N#CC(=[O+][C-](C#N)C#N)c1ccccc1
3019,3,CC1(C(F)(F)F)C#CC(c2ccccc2)(c2ccccc2)CCCC1.CNC(=O)C(=[O+][N-]C#N)C(=O)NC
3020,3,CC1(C(F)(F)F)C#CC(c2ccccc2)(c2ccccc2)CCCC1.CNC(=O)C(=[O+][N-]C#N)C(=O)NC
3021,4,CNC(=O)C1(C(=O)NC)C#CC(C)(C#N)CCCC1.CNC(=O)[C-]([NH+]=C(C(C)=O)C(C)=O)c1ccccc1
3022,4,CNC(=O)C1(C(=O)NC)C#CC(C)(C#N)CCCC1.CNC(=O)[C-]([NH+]=C(C(C)=O)C(C)=O)c1ccccc1
3024,3,CNC(=O)C(=[O+][C-](C(C)=O)c1ccccc1)c1ccccc1.COC(=O)C1=C(c2ccccc2)C2CCC1C2
3025,4,COC(=O)C#[N+][C-](C)c1ccccc1.COC1(Br)C#CC(Br)(Br)CCCC1
3027,0,CNC(=O)C1(C(=O)NC)C#CC(Cl)(OC)CCCC1.COC(=O)C(C#N)=[O+][C-](C(=O)OC)C(=O)OC
3028,0,CNC(=O)C1(C(=O)NC)C#CC(Cl)(OC)CCCC1.COC(=O)C(C#N)=[O+][C-](C(=O)OC)C(=O)OC
3031,1,COC(=O)C(C)=[N+](C)[C-](C#N)C(C)=O.N#CC1(Br)C#CC(Br)(Br)CCCC1
3032,1,COC(=O)C(C)=[N+](C)[C-](C#N)C(C)=O.N#CC1(Br)C#CC(Br)(Br)CCCC1
3033,2,CC1(C)C#CC(Cl)(c2ccccc2)CCCC1.COC(=O)C(=[NH+][C-](C(C)=O)C(=O)OC)c1ccccc1
3034,2,CC1(C)C#CC(Cl)(c2ccccc2)CCCC1.COC(=O)C(=[NH+][C-](C(C)=O)C(=O)OC)c1ccccc1
3036,0,CNC(=O)C=[N+](C)[C-](C(C)=O)C(C)=O.COC1(C(F)(F)F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
3037,3,CC(=O)C1(Br)C#CC(Br)(Br)CCCC1.CNC(=O)[N-][O+]=Nc1ccccc1
3038,3,CC(=O)C1(Br)C#CC(Br)(Br)CCCC1.CNC(=O)[N-][O+]=Nc1ccccc1
3039,1,COC(=O)C(C#N)=[O+][C-](C#N)C(=O)OC.COC1(OC)C#CC(c2ccccc2)(c2ccccc2)CCCC1
3040,4,CC(=O)C1(C(C)=O)C#CC(c2ccccc2)(c2ccccc2)CCCC1.CNC(=O)[C-](C)[NH+]=C(C#N)C(C)=O
3041,4,CC(=O)C1(C(C)=O)C#CC(c2ccccc2)(c2ccccc2)CCCC1.CNC(=O)[C-](C)[NH+]=C(C#N)C(C)=O
3042,0,CNC(=O)C1(C(=O)NC)C#CC(Cl)(c2ccccc2)CCCC1.COC(=O)[c-]1c(=O)oc(C(C)=O)[n+]1C
3043,0,CNC(=O)C1(C(=O)NC)C#CC(Cl)(c2ccccc2)CCCC1.COC(=O)[c-]1c(=O)oc(C(C)=O)[n+]1C
3045,2,CC(=O)C(C)=[N+](C)[C-](C(C)=O)c1ccccc1.CNC(=O)C1(Br)C#CC(OC)(OC)CCCC1
3046,1,CC(=O)C1(C#N)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1.CNC(=O)[C-]([N+]#CC(=O)OC)c1ccccc1
3047,1,CC(=O)C1(C#N)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1.CNC(=O)[C-]([N+]#CC(=O)OC)c1ccccc1
3048,2,CC(=O)[C-]([NH+]=Cc1ccccc1)C(C)=O.FC(F)(F)C1C#CC(c2ccccc2)(c2ccccc2)CCCC1
3049,2,CC(=O)[C-]([NH+]=Cc1ccccc1)C(C)=O.FC(F)(F)C1C#CC(c2ccccc2)(c2ccccc2)CCCC1
3050,3,CNC(=O)C(C#N)=[N+](C)[C-](C(C)=O)C(=O)NC.CNC(=O)C1(C(F)(F)F)C#CC(Cl)(Cl)CCCC1
3051,3,CNC(=O)C(C#N)=[N+](C)[C-](C(C)=O)C(=O)NC.CNC(=O)C1(C(F)(F)F)C#CC(Cl)(Cl)CCCC1
3052,4,COC(=O)C(C#N)=[NH+][C-](C)c1ccccc1.COC(=O)C1(C(=O)OC)C#CC(Cl)(C(F)(F)F)CCCC1
3053,4,COC(=O)C(C#N)=[NH+][C-](C)c1ccccc1.COC(=O)C1(C(=O)OC)C#CC(Cl)(C(F)(F)F)CCCC1
3054,0,CC(=O)[C-]([N+]#Cc1ccccc1)c1ccccc1.CNC(=O)C1C#CC(Br)(Br)CCCC1
3055,0,CC(=O)[C-]([N+]#Cc1ccccc1)c1ccccc1.CNC(=O)C1C#CC(Br)(Br)CCCC1
3056,1,COC(=O)C(C(C)=O)=[N+](C)[C-](C)c1ccccc1.N#CC1(C#N)C#CC(Br)(C(F)(F)F)CCCC1
3057,1,COC(=O)C(C(C)=O)=[N+](C)[C-](C)c1ccccc1.N#CC1(C#N)C#CC(Br)(C(F)(F)F)CCCC1
3058,2,CC(=O)C1(c2ccccc2)C#CC(Br)(Br)CCCC1.CC(C#N)=[N+](C)[N-]c1ccccc1
3059,2,CC(=O)C1(c2ccccc2)C#CC(Br)(Br)CCCC1.CC(C#N)=[N+](C)[N-]c1ccccc1
3060,3,CNC(=O)[c-]1c(=O)oc(C(C)=O)[n+]1C.N#CC1(c2ccccc2)C#CC(Br)(Br)CCCC1
3061,3,CNC(=O)[c-]1c(=O)oc(C(C)=O)[n+]1C.N#CC1(c2ccccc2)C#CC(Br)(Br)CCCC1
3062,4,CNC(=O)C(C#N)=[N+](C)[CH-]C(=O)OC.N#CC1(c2ccccc2)C#CC(Br)(Br)CCCC1
3063,4,CNC(=O)C(C#N)=[N+](C)[CH-]C(=O)OC.N#CC1(c2ccccc2)C#CC(Br)(Br)CCCC1
3064,3,COC(=O)C1=C(c2ccccc2)C2C=CC1O2.COC(=O)[C-](c1ccccc1)[N+](C)=C(C(C)=O)c1ccccc1
3065,3,COC(=O)C1=C(c2ccccc2)C2C=CC1O2.COC(=O)[C-](c1ccccc1)[N+](C)=C(C(C)=O)c1ccccc1
3066,3,COC(=O)C1=C(c2ccccc2)C2C=CC1O2.COC(=O)[C-](c1ccccc1)[N+](C)=C(C(C)=O)c1ccccc1
3067,3,COC(=O)C1=C(c2ccccc2)C2C=CC1O2.COC(=O)[C-](c1ccccc1)[N+](C)=C(C(C)=O)c1ccccc1
3068,3,COC(=O)C=[O+][C-](C(=O)OC)c1ccccc1.FC(F)(F)/C(=C(\c1ccccc1)C(F)(F)F)c1ccccc1
3069,0,C1=CC2OC1C(c1ccccc1)=C2c1ccccc1.CNC(=O)C(=[O+][C-](C(=O)NC)c1ccccc1)C(=O)NC
3070,0,C1=CC2OC1C(c1ccccc1)=C2c1ccccc1.CNC(=O)C(=[O+][C-](C(=O)NC)c1ccccc1)C(=O)NC
3071,1,COC(=O)C1(C(F)(F)F)C#CC(Br)(Br)CCCC1.COC(=O)C=[NH+][N-]c1ccccc1
3072,1,COC(=O)C1(C(F)(F)F)C#CC(Br)(Br)CCCC1.COC(=O)C=[NH+][N-]c1ccccc1
3073,4,CNC(=O)C(=C(C(F)(F)F)C(F)(F)F)C(F)(F)F.CNC(=O)[C-](C)[O+]=C(c1ccccc1)c1ccccc1
3075,0,CC(C#N)=[N+](C)[CH-]c1ccccc1.COC(=O)C1(C(=O)OC)C#CC(c2ccccc2)(C(F)(F)F)CCCC1
3078,1,CNC(=O)[C-]([O+]=CC(C)=O)c1ccccc1.COC(=O)C1(OC)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
3079,2,CNC(=O)C(C(C)=O)=[N+](C)[C-](C)C(=O)NC.COC1(F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
3080,2,CNC(=O)C(C(C)=O)=[N+](C)[C-](C)C(=O)NC.COC1(F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
3081,3,CC(=O)C1(F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1.CNC(=O)C(=[O+][C-](C)C(=O)OC)c1ccccc1
3082,3,CC(=O)C1(F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1.CNC(=O)C(=[O+][C-](C)C(=O)OC)c1ccccc1
3083,4,COC(=O)C(C#N)=[N+](C)[CH-]c1ccccc1.COC(=O)C1(C(C)=O)C#CC(C(=O)OC)(C(=O)OC)CCCC1
3084,4,COC(=O)C(C#N)=[N+](C)[CH-]c1ccccc1.COC(=O)C1(C(C)=O)C#CC(C(=O)OC)(C(=O)OC)CCCC1
3086,0,ClC1(Cl)C#CC(c2ccccc2)CCCC1.N#C[C-]([O+]=C(c1ccccc1)c1ccccc1)c1ccccc1
3087,0,ClC1(Cl)C#CC(c2ccccc2)CCCC1.N#C[C-]([O+]=C(c1ccccc1)c1ccccc1)c1ccccc1
3088,1,CNC(=O)C(=[O+][C-](C(C)=O)C(=O)NC)c1ccccc1.COC(=O)C1(C(=O)OC)C#CC(C(C)=O)CCCC1
3089,1,CNC(=O)C(=[O+][C-](C(C)=O)C(=O)NC)c1ccccc1.COC(=O)C1(C(=O)OC)C#CC(C(C)=O)CCCC1
3090,2,COC(=O)C1(F)C#CC(C(C)=O)(C(C)=O)CCCC1.COC(=O)[C-](C(C)=O)[N+](C)=C(C(C)=O)c1ccccc1
3091,2,COC(=O)C1(F)C#CC(C(C)=O)(C(C)=O)CCCC1.COC(=O)[C-](C(C)=O)[N+](C)=C(C(C)=O)c1ccccc1
3092,3,CNC(=O)C=[O+][C-](C(=O)NC)C(=O)OC.COC(=O)C1(C(=O)OC)C#CC(C(C)=O)(C(F)(F)F)CCCC1
3093,3,CNC(=O)C=[O+][C-](C(=O)NC)C(=O)OC.COC(=O)C1(C(=O)OC)C#CC(C(C)=O)(C(F)(F)F)CCCC1
3094,4,CNC(=O)C(C)=[NH+][C-](C(=O)OC)C(=O)OC.CNC(=O)C1(Cl)C#CC(C(=O)OC)(C(=O)OC)CCCC1
3095,4,CNC(=O)C(C)=[NH+][C-](C(=O)OC)C(=O)OC.CNC(=O)C1(Cl)C#CC(C(=O)OC)(C(=O)OC)CCCC1
3096,0,CNC(=O)[C-]([N+]#Cc1ccccc1)C(=O)OC.FC1(Br)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
3097,0,CNC(=O)[C-]([N+]#Cc1ccccc1)C(=O)OC.FC1(Br)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
3098,1,CNC(=O)C(c1ccccc1)=[N+](C)[C-](C)C.COC(=O)C1C#CC(c2ccccc2)(c2ccccc2)CCCC1
3099,1,CNC(=O)C(c1ccccc1)=[N+](C)[C-](C)C.COC(=O)C1C#CC(c2ccccc2)(c2ccccc2)CCCC1
3100,2,COC(=O)C1(C(F)(F)F)C#CC(C(C)=O)(C(C)=O)CCCC1.COC(=O)[c-]1c(=O)oc(-c2ccccc2)[n+]1C
3101,2,COC(=O)C1(C(F)(F)F)C#CC(C(C)=O)(C(C)=O)CCCC1.COC(=O)[c-]1c(=O)oc(-c2ccccc2)[n+]1C
3102,3,BrC(Br)=C(c1ccccc1)c1ccccc1.CNC(=O)[C-](C#N)[N+](C)=C(C(C)=O)C(=O)OC
3103,3,BrC(Br)=C(c1ccccc1)c1ccccc1.CNC(=O)[C-](C#N)[N+](C)=C(C(C)=O)C(=O)OC
3104,4,CC(=O)C(C)=[NH+][C-](C(C)=O)c1ccccc1.N#CC1(Br)C#CC(Br)(Br)CCCC1
3105,4,CC(=O)C(C)=[NH+][C-](C(C)=O)c1ccccc1.N#CC1(Br)C#CC(Br)(Br)CCCC1
3106,2,CNC(=O)C1(C)C#CC(c2ccccc2)(c2ccccc2)CCCC1.CNC(=O)[c-]1c(=O)oc(C(=O)OC)[n+]1C
3108,0,CC(=O)C(C)=[O+][N-]c1ccccc1.FC(F)(F)C1(c2ccccc2)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
3109,0,CC(=O)C(C)=[O+][N-]c1ccccc1.FC(F)(F)C1(c2ccccc2)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
3110,1,CNC(=O)C1(C(C)=O)C#CC(Cl)(Cl)CCCC1.COC(=O)C(C(C)=O)=[N+](C)[C-](C(C)=O)c1ccccc1
3111,1,CNC(=O)C1(C(C)=O)C#CC(Cl)(Cl)CCCC1.COC(=O)C(C(C)=O)=[N+](C)[C-](C(C)=O)c1ccccc1
3112,3,Br/C(=C(/Br)c1ccccc1)c1ccccc1.CNC(=O)C(C#N)=[NH+][C-](C(=O)NC)C(=O)OC
3113,4,COC(=O)C(C#N)=[O+][C-](C#N)C(=O)OC.COC(=O)C1(Br)C#CC(C(=O)OC)(C(=O)OC)CCCC1
3114,2,CC(=O)[C-]([N+]#CC#N)c1ccccc1.FC(F)(F)C1(c2ccccc2)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
3115,2,CC(=O)[C-]([N+]#CC#N)c1ccccc1.FC(F)(F)C1(c2ccccc2)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
3117,3,CNC(=O)[C-]([NH+]=C(C#N)C#N)C(=O)OC.N#CC1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
3118,3,CNC(=O)[C-]([NH+]=C(C#N)C#N)C(=O)OC.N#CC1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
3119,4,CNC(=O)[CH-][N+](C)=C(C(C)=O)C(=O)OC.N#CC1(c2ccccc2)C#CC(Br)(Br)CCCC1
3120,4,CNC(=O)[CH-][N+](C)=C(C(C)=O)C(=O)OC.N#CC1(c2ccccc2)C#CC(Br)(Br)CCCC1
3121,0,CNC(=O)C#[N+][C-](C(=O)NC)C(=O)NC.FC1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
3124,1,COC(=O)C(c1ccccc1)=[N+](C)[N-]C(C)=O.COC(=O)C1(C(C)=O)C#CC(C(=O)OC)(C(=O)OC)CCCC1
3125,0,CC(=O)C1(C(F)(F)F)C#CC(c2ccccc2)(c2ccccc2)CCCC1.CC(=O)[C-](C)[N+](C)=Cc1ccccc1
3126,0,CC(=O)C1(C(F)(F)F)C#CC(c2ccccc2)(c2ccccc2)CCCC1.CC(=O)[C-](C)[N+](C)=Cc1ccccc1
3127,1,CNC(=O)C1(Br)C#CC(Br)(Br)CCCC1.CNC(=O)[C-]([N+]#CC(C)=O)C(=O)OC
3128,1,CNC(=O)C1(Br)C#CC(Br)(Br)CCCC1.CNC(=O)[C-]([N+]#CC(C)=O)C(=O)OC
3130,2,CC(=O)[C-](C)[O+]=C(c1ccccc1)c1ccccc1.N#CC1(C#N)C#CC(c2ccccc2)(c2ccccc2)CCCC1
3131,2,CNC(=O)[C-]([N+]#Cc1ccccc1)C(=O)NC.COC(=O)C1(C(C)=O)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
3132,2,CNC(=O)[C-]([N+]#Cc1ccccc1)C(=O)NC.COC(=O)C1(C(C)=O)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
3133,3,CC(=O)C(C)=[O+][C-](C#N)C(C)=O.COC(=O)C1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
3134,3,CC(=O)C(C)=[O+][C-](C#N)C(C)=O.COC(=O)C1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
3135,4,CNC(=O)C1(c2ccccc2)C#CC(Br)(Br)CCCC1.COC(=O)C(=[O+][C-](C)C)C(=O)OC
3136,4,CNC(=O)C1(c2ccccc2)C#CC(Br)(Br)CCCC1.COC(=O)C(=[O+][C-](C)C)C(=O)OC
3137,0,COC(=O)C1C#CC(c2ccccc2)(c2ccccc2)CCCC1.COC(=O)[C-]([O+]=C(C#N)C(C)=O)c1ccccc1
3138,0,COC(=O)C1C#CC(c2ccccc2)(c2ccccc2)CCCC1.COC(=O)[C-]([O+]=C(C#N)C(C)=O)c1ccccc1
