reaction_id,verdict,failed_checks,warn_flags,dE_act_kcal,dE_rxn_kcal,max_abs_res_cons_kcal,max_abs_res_ref_kcal,offset_spread_kcal,recovered,level_ok,n_points,n_components_ok,dStrain_TS,dElst_TS,dPauli_TS,dOi_TS,dDisp_TS
T1x_C3H5NO_rxn01048.json,FAIL,1,recovered,,,,,,True,True,0,0,,,,,
T1x_C3H5NO_rxn01059,WARN,,recovered,94.858765,45.32795,0.003908,0.003372,0.006564,True,True,3,3,61.805329,-30.339555,119.512645,-55.887627,-0.234684
T1x_C3H5NO_rxn01064,WARN,,recovered;sign_strain;sign_pauli;sign_oi,63.632809,61.603483,0.007015,0.003586,0.007015,True,True,3,3,-156.100325,327.466551,-894.037728,786.852137,-0.540811
T1x_C3H6N2O_rxn01277,WARN,,recovered,67.909045,49.238404,0.007723,0.009337,0.007723,True,True,3,3,17.364831,16.423758,80.993012,-46.988144,0.12331
T1x_C3H6N2_rxn01252,WARN,,recovered;sign_strain;sign_pauli;sign_oi,65.876577,12.677175,0.012005,0.011544,0.012005,True,True,3,3,-176.644252,95.961714,-443.670003,590.554353,-0.313231
T1x_C3H6N2_rxn01253,WARN,,recovered;sign_oi,91.149099,25.909266,0.002727,0.001409,0.002727,True,True,3,3,34.372095,-2.192552,53.653722,5.542264,-0.225111
T1x_C3H6O2_rxn01405,WARN,,recovered;sign_strain;sign_pauli;sign_oi,88.521383,29.523708,0.00885,0.007276,0.00885,True,True,3,3,-141.541823,116.592457,-188.051722,302.048509,-0.534888
T1x_C3H6O2_rxn01412.json,FAIL,1,recovered,,,,,,True,True,0,0,,,,,
T1x_C3H6O2_rxn01416.json,FAIL,1,recovered,,,,,,True,True,0,0,,,,,
T1x_C3H6O2_rxn01423,WARN,,recovered;sign_oi,92.476709,50.343478,0.040648,0.039576,0.040648,True,True,3,3,68.621963,0.242792,23.070786,0.619386,-0.118866
T1x_C3H6O2_rxn01433,WARN,,recovered,65.578569,62.674342,0.008879,0.006439,0.008879,True,True,3,3,30.6097,-39.565119,187.04091,-112.330518,-0.181341
T1x_C3H6O2_rxn01446,WARN,,recovered;sign_pauli;sign_oi,268.853757,26.403723,0.015084,0.009792,0.015084,True,True,3,3,29.171267,160.442802,-327.558064,407.792394,-1.009727
T1x_C3H6O3_rxn01460,WARN,,recovered;sign_strain;sign_pauli;sign_oi,39.893514,-7.647095,0.00598,0.005829,0.00598,True,True,3,3,-116.850552,147.75432,-311.379478,320.498456,-0.134462
T1x_C3H6O3_rxn01461,WARN,,recovered;sign_strain;sign_pauli;sign_oi,95.777566,42.246366,0.008915,0.010512,0.017172,True,True,3,3,-127.931606,262.212292,-562.04046,523.199161,0.329264
T1x_C3H6O3_rxn01473,WARN,,recovered;sign_strain;sign_pauli;sign_oi,151.150173,-21.170869,0.004532,0.002348,0.004532,True,True,3,3,-27.551975,212.201473,-391.807881,358.878869,-0.572544
T1x_C3H7NO2_rxn01542,WARN,,recovered;sign_strain;sign_pauli;sign_oi,44.639864,-17.124912,0.009663,0.011056,0.009663,True,True,3,3,-135.027028,190.980562,-406.572851,395.30121,-0.038037
T1x_C3H7NO_rxn01503,WARN,,recovered,80.506387,46.027903,0.00411,0.002219,0.00411,True,True,3,3,34.312864,-47.010856,216.97325,-123.607026,-0.165956
T1x_C3H7NO_rxn01507,FAIL,4,recovered;sign_pauli;sign_oi,102.793432,43.487841,1.044762,1.045404,1.044762,True,True,3,3,8.97745,50.267855,-7.757897,50.921141,-0.659879
T1x_C3H7NO_rxn01508,WARN,,recovered,63.212884,26.610698,0.002462,0.003975,0.004107,True,True,3,3,8.33762,-30.465718,125.505393,-39.988204,-0.173745
T1x_C3H7NO_rxn01519,WARN,,recovered,99.878637,77.640017,0.001022,0.001916,0.001022,True,True,3,3,7.483487,-33.106591,167.20767,-41.319251,-0.386114
T1x_C3H7NO_rxn01520,WARN,,recovered,59.464814,28.06788,0.001332,0.000749,0.001332,True,True,3,3,3.597824,-33.267844,139.074197,-49.759444,-0.178587
T1x_C3H8N2O_rxn01612,WARN,,recovered;sign_pauli;sign_oi,135.207909,29.602998,0.004774,0.009424,0.008822,True,True,3,3,119.379867,133.28836,-318.090176,200.073495,0.552316
T1x_C3H8O2_rxn01632,WARN,,recovered;sign_strain;sign_pauli;sign_oi;dist_outlier:strain,86.618122,15.748371,0.001942,0.001663,0.002393,True,True,3,3,-341.889316,162.871262,-349.849292,616.121112,-0.633701
T1x_C3H8O2_rxn01644,WARN,,recovered;sign_strain;sign_pauli;sign_oi,100.321791,31.696791,0.001099,0.003754,0.002069,True,True,3,3,-161.05019,72.711147,-447.150642,636.650064,-0.839688
T1x_C3H8O2_rxn01645,WARN,,recovered;sign_strain;sign_pauli;sign_oi,66.046192,0.472293,0.005257,0.004626,0.005791,True,True,3,3,-129.170097,208.812126,-447.352927,434.272069,-0.509722
T1x_C3H8O2_rxn01649,WARN,,recovered;sign_strain;sign_pauli;sign_oi,206.016854,8.10107,0.005443,0.005783,0.005443,True,True,3,3,-15.123053,172.507738,-590.714412,640.113491,-0.761468
T1x_C4H10O_rxn01678,WARN,,recovered;sign_strain;sign_pauli;sign_oi,119.155078,94.728073,0.010311,0.005331,0.010311,True,True,3,3,-61.702355,182.682033,-623.249205,621.287416,0.147501
T1x_C4H10O_rxn01679,WARN,,recovered;sign_strain;sign_pauli;sign_oi,77.748498,8.117361,0.005623,0.00284,0.005623,True,True,3,3,-129.253529,139.37215,-387.688654,455.428671,-0.104516
T1x_C4H10O_rxn01682,WARN,,recovered;sign_strain;sign_pauli;sign_oi,129.748614,34.824383,0.002287,0.002636,0.002575,True,True,3,3,-95.566295,102.869183,-583.446665,707.306654,-1.414551
T1x_C4H10O_rxn01689,WARN,,recovered;sign_strain;sign_pauli;sign_oi,163.281144,14.65472,0.004814,0.003854,0.004814,True,True,3,3,-69.533624,195.981918,-683.827475,720.98442,-0.328908
T1x_C4H10O_rxn01690.json,FAIL,1,recovered,,,,,,True,True,0,0,,,,,
T1x_C4H3NO2_rxn01848,WARN,,recovered,152.694797,70.385287,0.01891,0.01526,0.01891,True,True,3,3,61.561116,26.698591,70.946125,-6.199813,-0.330132
T1x_C4H3N_rxn01795,FAIL,1,recovered,66.003229,54.614493,,,,True,True,3,0,,,,,
T1x_C4H3N_rxn01796,WARN,,recovered,96.521417,71.204997,0.001889,0.00105,0.001889,True,True,3,3,31.315425,-30.024681,167.533085,-71.743239,-0.557285
T1x_C4H4N2_rxn01859,WARN,,recovered,84.359413,48.492465,0.004618,0.005648,0.006209,True,True,3,3,7.248325,-17.292301,146.67139,-52.428858,0.165476
T1x_C4H4O2_rxn02000,WARN,,recovered;sign_pauli;sign_oi,97.894101,10.451084,0.010647,0.007357,0.010647,True,True,3,3,8.863152,240.093029,-702.486157,551.800141,-0.365417
T1x_C4H4O_rxn01957,WARN,,recovered,76.228921,35.395408,0.000737,0.001038,0.000737,True,True,3,3,46.874784,-14.96723,141.99974,-97.490269,-0.18884
T1x_C4H4O_rxn01962,FAIL,4,recovered,70.691456,53.578304,0.956725,0.957027,0.956725,True,True,3,3,0.208602,-3.676014,77.156163,-2.797775,-0.20631
T1x_C4H4O_rxn01963,WARN,,recovered,92.283732,39.103845,0.002491,0.003996,0.004343,True,True,3,3,34.686475,-13.409297,124.51808,-53.544232,0.035197
T1x_C4H4O_rxn01964,WARN,,recovered,136.172031,58.323894,0.002396,0.001423,0.002396,True,True,3,3,66.094401,3.884061,77.020002,-10.714929,-0.109108
T1x_C4H5N3_rxn02130,WARN,,recovered;sign_strain,71.515664,58.417368,0.022293,0.014385,0.022293,True,True,3,3,-1.52902,8.362322,72.856585,-8.379399,0.182883
T1x_C4H5NO2_rxn02614,WARN,,recovered;sign_pauli;sign_oi,143.280719,38.634117,0.001887,0.001371,0.001887,True,True,3,3,35.309016,37.928408,-42.9602,113.495338,-0.49261
T1x_C4H5NO_rxn02452,WARN,,recovered;sign_strain;sign_pauli;sign_oi;dist_outlier:elst,111.905722,73.890405,0.011525,0.013399,0.011525,True,True,3,3,-136.450331,459.889385,-1100.041663,888.685098,-0.168334
T1x_C4H5NO_rxn02463.json,FAIL,1,recovered,,,,,,True,True,0,0,,,,,
T1x_C4H6N2O_rxn02785,WARN,,recovered;sign_pauli;sign_oi,72.701735,55.523157,0.004104,0.004917,0.008121,True,True,3,3,0.811382,52.637307,-26.321336,46.159754,-0.581268
T1x_C4H6N2O_rxn02813,WARN,,recovered,61.695994,51.88378,0.001291,0.001318,0.002265,True,True,3,3,30.080365,-39.388493,203.079459,-131.752591,-0.321772
T1x_C4H6N2O_rxn02877,WARN,,recovered,73.164094,66.383872,0.006125,0.004341,0.00709,True,True,3,3,9.472911,-16.704677,94.514239,-14.167848,0.055594
T1x_C4H6N2O_rxn02916,WARN,,recovered,97.133999,46.547465,0.009085,0.005769,0.009085,True,True,3,3,61.456611,-19.850022,144.405707,-88.796667,-0.072546
T1x_C4H6N2O_rxn02946,FAIL,4,recovered;sign_pauli;sign_oi,145.965875,55.384952,0.985045,0.98408,0.985045,True,True,3,3,23.365319,40.086193,-26.628363,109.153221,-0.995541
T1x_C4H6N2_rxn02631,WARN,,recovered,117.109429,62.568277,0.005827,0.005437,0.005827,True,True,3,3,102.216509,-11.582011,64.851088,-38.268493,-0.109528
T1x_C4H6N2_rxn02650,WARN,,recovered,84.716323,82.36566,0.003839,0.003757,0.003839,True,True,3,3,18.689807,-36.213068,171.300183,-68.91385,-0.14291
T1x_C4H6N2_rxn02683,WARN,,recovered;sign_pauli;sign_oi,90.048654,39.488056,0.006211,0.005293,0.006211,True,True,3,3,7.813343,47.630676,-49.15911,83.459063,0.310531
T1x_C4H6N2_rxn02752,WARN,,recovered,82.198103,74.249315,0.004305,0.003085,0.004305,True,True,3,3,9.438421,-20.162354,122.246019,-29.087627,-0.240661
T1x_C4H6O2_rxn03022,FAIL,4,recovered;sign_strain,61.879162,39.130812,0.848215,0.848142,0.849485,True,True,3,3,-0.564642,0.321441,67.705421,-5.355272,-0.226516
T1x_C4H6O2_rxn03266,WARN,,recovered;sign_strain;sign_pauli;sign_oi,72.759041,34.217483,0.005955,0.004737,0.005955,True,True,3,3,-153.773335,136.509895,-489.998441,580.380072,-0.365105
T1x_C4H6O2_rxn03276,WARN,,recovered,67.79688,64.827247,0.002879,0.002637,0.002879,True,True,3,3,31.508774,-43.345214,195.380525,-115.432887,-0.31591
T1x_C4H6O2_rxn03313,WARN,,recovered;sign_pauli;sign_oi,136.354225,68.300587,0.004656,0.006688,0.009063,True,True,3,3,21.511668,49.516409,-4.47365,68.918433,0.876958
T1x_C4H6O3_rxn03337,WARN,,recovered;sign_strain;sign_pauli;sign_oi;dist_outlier:strain,191.317493,28.451227,0.009896,0.018105,0.016882,True,True,3,3,-313.43352,202.47183,-492.444932,795.597842,-0.883623
T1x_C4H6O3_rxn03352.json,FAIL,1,recovered,,,,,,True,True,0,0,,,,,
T1x_C4H6O3_rxn03384,WARN,,recovered;sign_pauli;sign_oi,72.586574,37.164225,0.001967,0.001719,0.002348,True,True,3,3,51.855446,21.694972,-91.062615,90.585809,-0.486657
T1x_C4H6O3_rxn03396,WARN,,recovered;sign_pauli;sign_oi,73.523228,49.811067,0.003105,0.003221,0.003105,True,True,3,3,12.764271,22.650045,-11.191627,49.436024,-0.13238
T1x_C4H6O_rxn02981,WARN,,recovered;sign_oi,66.260131,-2.616514,0.061957,0.058997,0.065425,True,True,3,3,22.695135,2.102955,9.456206,32.090163,-0.146286
T1x_C4H6O_rxn02982,WARN,,recovered,67.465822,46.384952,0.013157,0.006584,0.013157,True,True,3,3,9.364212,8.290569,79.521862,-28.852406,-0.865232
T1x_C4H6O_rxn02990,WARN,,recovered;conservation_soft,64.515308,58.797368,0.095625,0.098259,0.100601,True,True,3,3,38.407718,-34.987528,220.225907,-159.111441,-0.014373
T1x_C4H6O_rxn03016,WARN,,recovered,57.084369,13.49456,0.003201,0.003014,0.004939,True,True,3,3,24.619313,-16.900155,77.87064,-28.382617,-0.12455
T1x_C4H7N3_rxn03429,WARN,,recovered;sign_strain;sign_pauli;sign_oi,58.633183,-3.232781,0.008456,0.005419,0.008456,True,True,3,3,-8.82828,114.151426,-220.546406,174.000924,-0.149675
T1x_C4H7N3_rxn03431,WARN,,recovered,82.126673,79.115615,0.002931,0.002384,0.002931,True,True,3,3,19.639899,-31.803104,161.37074,-66.996059,-0.081872
T1x_C4H7NO2_rxn03883,WARN,,recovered;sign_pauli;sign_oi,87.58969,12.511361,0.012088,0.006893,0.012088,True,True,3,3,2.503835,121.225592,-242.281953,207.032668,-0.878364
T1x_C4H7NO2_rxn03938,FAIL,4,recovered,210.593546,36.912182,5.531183,5.53048,5.531183,True,True,3,3,167.566077,-43.058554,237.890841,-157.045759,-0.290242
T1x_C4H7NO2_rxn04015,WARN,,recovered,64.640959,16.221489,0.001412,0.001788,0.002332,True,True,3,3,13.240913,-23.658193,126.618855,-51.449289,-0.112739
T1x_C4H7NO2_rxn04055,WARN,,recovered;sign_strain;sign_pauli;sign_oi,66.260874,32.420151,0.010813,0.010499,0.01303,True,True,3,3,-48.597015,242.267779,-633.116162,506.097774,-0.393718
T1x_C4H7NO_rxn03495,WARN,,recovered,54.775507,-0.470308,0.004055,0.002029,0.004055,True,True,3,3,20.2851,-20.920136,80.596695,-24.76006,-0.423093
T1x_C4H7NO_rxn03516,WARN,,recovered,76.839894,68.352308,0.002897,0.002038,0.002897,True,True,3,3,37.886108,-23.250204,166.848505,-104.557836,-0.088428
T1x_C4H7NO_rxn03517,FAIL,4,recovered,81.628721,52.306162,4.750693,4.75057,4.750693,True,True,3,3,50.959046,-9.11398,74.749622,-39.736082,0.019423
T1x_C4H7NO_rxn03523,FAIL,4,recovered;sign_pauli;sign_oi,77.079293,-11.520257,1.127296,1.134348,1.134966,True,True,3,3,5.824561,70.160146,-56.512027,57.052524,-0.573206
T1x_C4H7NO_rxn03541,WARN,,recovered;sign_pauli;sign_oi,105.484019,28.059395,0.005755,0.005691,0.005755,True,True,3,3,14.623531,31.935425,-20.326088,80.350237,-1.09975
T1x_C4H7NO_rxn03542,WARN,,recovered;sign_pauli;sign_oi,97.947944,83.170411,0.001216,0.001639,0.002038,True,True,3,3,101.149782,-0.778355,-7.970572,5.622121,-0.073816
T1x_C4H7NO_rxn03588,WARN,,recovered,70.778642,32.18572,0.004034,0.002837,0.00419,True,True,3,3,24.587995,-7.545933,64.971539,-10.824249,-0.410866
T1x_C4H7NO_rxn03640,WARN,,recovered;sign_strain;sign_pauli;sign_oi,81.648254,39.450348,0.008721,0.005,0.008721,True,True,3,3,-179.152786,92.100979,-506.466548,677.033722,-1.858392
T1x_C4H7NO_rxn03649,WARN,,recovered;sign_strain;sign_pauli;sign_oi,81.666505,24.321271,0.005839,0.005783,0.005839,True,True,3,3,-132.614341,82.053747,-310.286226,443.280131,-0.760967
T1x_C4H7NO_rxn03849,WARN,,recovered;sign_strain;sign_pauli;sign_oi,192.340065,53.982467,0.008376,0.007549,0.008376,True,True,3,3,-7.12956,150.051023,-635.551893,686.039533,-1.060941
T1x_C4H7NO_rxn03877,FAIL,4,recovered;sign_pauli;sign_oi,216.087513,39.441652,4.398264,4.387607,4.398264,True,True,3,3,71.623768,293.96017,-721.156091,567.726198,-0.464796
T1x_C4H7N_rxn03417,WARN,,recovered;sign_strain,80.71267,20.12988,0.000738,0.001701,0.000738,True,True,3,3,-6.941012,-6.233451,113.069591,-19.074325,-0.107397
T1x_C4H7N_rxn03420,WARN,,recovered,102.226258,34.459525,0.004732,0.003629,0.004732,True,True,3,3,17.00038,-30.066217,169.698977,-54.456264,0.044649
T1x_C4H7N_rxn03421,WARN,,recovered;sign_strain;sign_oi,87.251708,20.403829,0.0015,0.001336,0.0015,True,True,3,3,-10.711498,14.084268,33.591286,50.511401,-0.223042
T1x_C4H8N2_rxn04135,WARN,,recovered,101.496411,34.626682,0.002089,0.002016,0.003464,True,True,3,3,15.692543,-30.253098,171.281261,-55.249041,0.026835
T1x_C4H8N2_rxn04140,WARN,,recovered;sign_oi,130.040655,53.847667,0.004381,0.003317,0.004381,True,True,3,3,73.907504,25.725382,5.484906,25.497198,-0.575424
T1x_C4H8O2_rxn04391,WARN,,recovered;sign_pauli;sign_oi,106.043396,52.732447,0.023903,0.025324,0.023903,True,True,3,3,32.537443,110.977029,-236.371159,199.211659,-0.335479
T1x_C4H8O2_rxn04401.json,FAIL,1,recovered,,,,,,True,True,0,0,,,,,
T1x_C4H8O2_rxn04422,WARN,,recovered;sign_strain;sign_pauli;sign_oi,62.108225,-4.822358,0.009287,0.011189,0.009287,True,True,3,3,-60.37681,366.864816,-905.577153,661.886618,-0.679958
T1x_C4H8O2_rxn04495,WARN,,recovered;sign_strain;sign_pauli;sign_oi,89.293642,21.415684,0.012209,0.011847,0.012209,True,True,3,3,-133.283178,161.60336,-407.923904,468.942014,-0.032441
T1x_C4H8O2_rxn04559,WARN,,recovered;sign_pauli;sign_oi,113.177481,77.804003,0.007227,0.004796,0.007227,True,True,3,3,10.746768,75.224137,-67.735723,95.548286,-0.613213
T1x_C4H8O2_rxn04568,WARN,,recovered;sign_strain;sign_pauli;sign_oi,60.834067,3.417234,0.004545,0.003745,0.004591,True,True,3,3,-58.115984,203.572896,-607.352155,523.220891,-0.487035
T1x_C4H8O2_rxn04663,WARN,,recovered;sign_strain;sign_pauli;sign_oi,124.01085,3.888048,0.001727,0.001674,0.001727,True,True,3,3,-114.130242,213.918356,-571.060752,596.309713,-1.024499
T1x_C4H8O_rxn04240,WARN,,recovered;sign_strain;sign_pauli;sign_oi,111.545797,28.054567,0.01035,0.00611,0.01035,True,True,3,3,-146.842821,140.202466,-532.727677,651.032145,-0.128666
T1x_C4H8O_rxn04248,WARN,,recovered;sign_strain;sign_pauli;sign_oi,76.332066,6.228817,0.002267,0.004277,0.004101,True,True,3,3,-41.801986,350.543593,-879.30417,647.142301,-0.249506
T1x_C4H8O_rxn04255,WARN,,recovered;sign_strain;sign_pauli;sign_oi,99.420462,21.410845,0.005837,0.003489,0.005837,True,True,3,3,-124.733123,137.605036,-511.530611,599.40589,-1.320894
T1x_C4H8O_rxn04257,WARN,,recovered;sign_strain;sign_pauli;sign_oi,79.687312,13.03589,0.009931,0.011401,0.009931,True,True,3,3,-38.443408,241.917904,-692.553632,568.880215,-0.107182
T1x_C4H8O_rxn04258,WARN,,recovered,63.331593,3.425832,0.005836,0.003318,0.005836,True,True,3,3,37.909555,-2.779068,36.846303,-8.364734,-0.274627
T1x_C4H8O_rxn04267,FAIL,4,recovered,189.821895,63.422123,3.819696,3.818018,3.819696,True,True,3,3,170.379896,-9.380448,75.460428,-50.207204,-0.250472
T1x_C4H8O_rxn04271,WARN,,recovered;sign_strain;sign_pauli;sign_oi,98.776673,77.989527,0.012965,0.006949,0.012965,True,True,3,3,-61.966376,302.924287,-805.998875,664.256409,-0.425809
T1x_C4H8O_rxn04290,WARN,,recovered;sign_strain;sign_pauli;sign_oi,117.214275,91.006843,0.003651,0.002171,0.003798,True,True,3,3,-59.393634,185.634809,-656.471769,647.046864,0.401656
T1x_C4H8O_rxn04296,WARN,,recovered;sign_strain;sign_pauli;sign_oi,73.332715,36.365206,0.011674,0.016068,0.020289,True,True,3,3,-159.249925,142.948758,-472.269928,562.378228,-0.462743
T1x_C4H8O_rxn04300,WARN,,recovered,68.174774,66.133975,0.001089,0.001544,0.001521,True,True,3,3,32.864836,-41.926473,202.555876,-125.135998,-0.183035
T1x_C4H8O_rxn04305,WARN,,recovered,66.640405,64.603804,0.004614,0.00483,0.004614,True,True,3,3,33.556702,-38.759563,190.660104,-118.748463,-0.07299
T1x_C4H9NO2_rxn04905,WARN,,recovered;sign_strain;sign_pauli;sign_oi,48.709843,-13.856627,0.003756,0.008732,0.00597,True,True,3,3,-128.285978,197.441645,-420.158118,399.855841,-0.145762
T1x_C4H9NO_rxn04775,WARN,,recovered;sign_strain;sign_pauli;sign_oi,63.31879,-2.341799,0.024376,0.024243,0.024376,True,True,3,3,-135.498143,233.016391,-658.114854,624.910009,-0.974585
T1x_C4H9NO_rxn04869,WARN,,recovered;sign_strain;sign_pauli;sign_oi,107.419129,36.363341,0.003043,0.003028,0.003813,True,True,3,3,-2.3922,85.30948,-86.170079,111.503109,-0.834225
T1x_C4H9N_rxn04730,WARN,,recovered,63.12319,51.915962,0.002952,0.003935,0.004887,True,True,3,3,31.788012,-43.159229,214.563831,-139.472542,-0.59393
T1x_C4H9N_rxn04732,WARN,,recovered;sign_strain;sign_pauli;sign_oi,99.293881,66.16717,0.007557,0.006533,0.007557,True,True,3,3,-73.412005,54.622173,-78.871019,197.891069,-0.943794
T1x_C4H9N_rxn04736,WARN,,recovered;sign_strain;sign_pauli;sign_oi,195.568115,60.33707,0.006392,0.006328,0.006392,True,True,3,3,-74.587616,177.619131,-665.471041,758.967295,-0.966046
T1x_C5H10N2_rxn05000,WARN,,recovered;sign_strain;sign_pauli;sign_oi,85.358769,13.703579,0.011004,0.007975,0.011004,True,True,3,3,-29.437933,355.733598,-929.574484,688.876379,-0.240993
T1x_C5H10N2_rxn05003,WARN,,recovered,61.649847,51.917673,0.003255,0.002857,0.003991,True,True,3,3,30.051907,-37.151958,192.030436,-122.872367,-0.411426
T1x_C5H10O2_rxn05324,WARN,,recovered,70.663403,69.818062,0.00315,0.003066,0.005242,True,True,3,3,35.059827,-23.033628,139.908363,-81.172231,-0.096836
T1x_C5H10O2_rxn05454,WARN,,recovered,77.37673,61.54781,0.005978,0.003565,0.005978,True,True,3,3,60.077254,-34.484616,239.191514,-187.42496,0.023516
T1x_C5H10O_rxn05043,WARN,,recovered;sign_strain;sign_pauli;sign_oi,89.259701,15.970176,0.004157,0.011924,0.004157,True,True,3,3,-47.97,388.444764,-1005.726637,754.322755,0.192975
T1x_C5H10O_rxn05169,WARN,,recovered;sign_strain;sign_pauli;sign_oi,54.4803,26.481448,0.002877,0.003628,0.002877,True,True,3,3,-190.948986,62.719524,-507.069357,691.233796,-1.4518
T1x_C5H10O_rxn05217,WARN,,recovered,93.117905,4.062633,0.004513,0.005241,0.006184,True,True,3,3,45.519594,1.642281,69.529911,-22.855876,-0.716335
T1x_C5H10O_rxn05246,FAIL,4,recovered,116.517392,86.230041,2.398604,2.401169,2.402132,True,True,3,3,86.182534,2.023287,72.026086,-45.974976,-0.138143
T1x_C5H10O_rxn05304,WARN,,recovered;sign_strain;sign_pauli;sign_oi,144.644254,74.100744,0.005956,0.012443,0.01051,True,True,3,3,-15.226219,244.618325,-852.048279,767.881344,-0.586872
T1x_C5H10_rxn04991,WARN,,recovered;sign_strain;sign_pauli;sign_oi,111.284888,29.656546,0.011974,0.009922,0.011974,True,True,3,3,-141.927058,123.87792,-479.340232,608.776636,-0.114353
T1x_C5H10_rxn04994,WARN,,recovered,66.63921,65.709916,0.003647,0.002384,0.003647,True,True,3,3,37.332074,-32.140967,207.23777,-145.346116,-0.447197
T1x_C5H11NO_rxn05558,WARN,,recovered;sign_strain;sign_pauli;sign_oi,94.500587,84.040836,0.013465,0.007721,0.013465,True,True,3,3,-62.880052,195.249063,-705.106707,667.570207,-0.345389
T1x_C5H11NO_rxn05574,WARN,,recovered;sign_pauli;sign_oi,108.27817,2.736972,0.01011,0.009985,0.01011,True,True,3,3,54.833743,65.569907,-63.182604,52.04989,-0.982656
T1x_C5H11NO_rxn05621,WARN,,recovered;sign_pauli;sign_oi,188.399334,63.657463,0.005358,0.007452,0.005358,True,True,3,3,97.175379,148.396818,-335.715641,278.332561,0.20979
T1x_C5H11NO_rxn05622,WARN,,recovered;sign_strain;sign_pauli;sign_oi,144.615612,28.830096,0.00855,0.00723,0.00855,True,True,3,3,-49.499483,224.540288,-651.284598,620.715299,0.152656
T1x_C5H11NO_rxn05626,WARN,,recovered;sign_strain;sign_pauli;sign_oi,124.29164,5.305458,0.021139,0.016066,0.021139,True,True,3,3,-101.132804,223.650127,-685.661679,688.820272,-1.363138
T1x_C5H12O2_rxn05695,FAIL,1,recovered,69.125592,-7.97005,,,,True,True,3,0,,,,,
T1x_C5H12_rxn05630,WARN,,recovered;sign_strain;sign_pauli;sign_oi,100.707188,17.853849,0.003132,0.005957,0.00318,True,True,3,3,-147.034701,115.734222,-472.270471,604.293796,-0.018789
T1x_C5H3NO_rxn05742,FAIL,1,recovered,66.546196,48.269027,,,,True,True,3,0,,,,,
T1x_C5H4N2_rxn05760,WARN,,recovered;sign_oi,107.787783,26.055745,0.003071,0.002908,0.004636,True,True,3,3,20.095136,9.351,60.568313,17.939926,-0.165027
T1x_C5H4_rxn05756,FAIL,1,recovered,77.440731,6.342559,,,,True,True,3,0,,,,,
T1x_C5H6N2_rxn05979,WARN,,recovered,57.043164,47.511432,0.003107,0.00271,0.003107,True,True,3,3,18.631797,-40.07779,197.313353,-118.590602,-0.2367
T1x_C5H6N2_rxn05981,WARN,,recovered;sign_pauli;sign_oi,72.716271,28.19448,0.014366,0.008934,0.014366,True,True,3,3,42.035002,35.805891,-5.727283,0.341101,0.271624
T1x_C5H6N2_rxn05989,WARN,,recovered,69.515931,40.182546,0.014646,0.013821,0.016139,True,True,3,3,5.422304,-22.465176,136.987273,-50.302127,-0.140989
T1x_C5H6O2_rxn06217,WARN,,recovered,69.475063,17.185813,0.008058,0.008054,0.010991,True,True,3,3,33.604021,-32.844334,231.189854,-162.832134,0.365715
T1x_C5H6O2_rxn06285.json,FAIL,1,recovered,,,,,,True,True,0,0,,,,,
T1x_C5H6O2_rxn06355,WARN,,recovered,83.173072,60.790174,0.003024,0.001526,0.003024,True,True,3,3,28.570714,-17.716711,94.532535,-22.01417,-0.19677
T1x_C5H6O_rxn06014,FAIL,4,recovered,75.32609,69.73204,2.752886,2.753328,2.754015,True,True,3,3,48.747452,-36.081601,244.606969,-181.711399,-0.234202
T1x_C5H6O_rxn06078,FAIL,3,recovered,73.289488,73.294312,0.002639,0.002051,0.002639,True,True,3,3,35.619099,-23.279193,139.338862,-78.307262,-0.079377
T1x_C5H6O_rxn06118,WARN,,recovered;sign_pauli;sign_oi,104.694772,58.510017,0.009507,0.010728,0.009507,True,True,3,3,5.726482,75.765888,-74.482896,97.092417,0.602389
T1x_C5H6O_rxn06161,FAIL,4,recovered,72.618759,36.237565,3.048699,3.049018,3.048855,True,True,3,3,38.263608,-24.407693,126.713257,-71.054729,0.055618
T1x_C5H6O_rxn06199,FAIL,4,recovered;sign_pauli;sign_oi,137.934872,-8.636024,0.57883,0.58754,0.58432,True,True,3,3,36.444565,121.62215,-186.399008,166.7812,-1.092865
T1x_C5H6O_rxn06200,WARN,,recovered;sign_pauli;sign_oi,254.395894,57.703506,0.021931,0.016072,0.021931,True,True,3,3,146.047422,351.481356,-1006.189305,764.216395,-1.156384
T1x_C5H6O_rxn06212,FAIL,4,recovered;sign_oi,120.521461,-7.694598,2.48162,2.480472,2.48162,True,True,3,3,5.335461,21.056242,10.442493,81.761131,-0.555485
T1x_C5H7NO_rxn06645,WARN,,recovered,104.916189,15.644676,0.001463,0.002042,0.001463,True,True,3,3,70.318729,0.029105,92.251388,-57.454045,-0.230452
T1x_C5H7NO_rxn06677,WARN,,recovered,64.815774,64.657955,0.006245,0.005179,0.006245,True,True,3,3,34.539684,-19.438155,141.124885,-90.883463,-0.52823
T1x_C5H7NO_rxn06762,WARN,,recovered;sign_oi,90.666991,7.782061,0.000601,0.001819,0.000954,True,True,3,3,49.300996,5.503795,12.722036,23.40759,-0.267781
T1x_C5H7NO_rxn06764,WARN,,recovered,82.503084,31.329546,0.003409,0.003924,0.005613,True,True,3,3,29.338738,-14.114784,129.678043,-61.994111,-0.402598
